NO_OF_SAMPLES	4800
TOT_NO_OF_CHAN	4
FREQUENCY	960.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2020-02-08, 11:24:41	226559.52274590
FIRST_SAMPLE	1
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc
CHANNEL_GAIN	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc	
-0.085298	-0.051423	-0.001068	0.014191	
-0.139315	-0.041352	0.015411	0.031281	
-0.169833	-0.010834	0.019989	0.021515	
-0.111849	-0.001068	0.011139	0.026093	
0.005035	0.034028	0.017242	0.049287	
-0.013275	0.010834	0.007172	0.016632	
-0.030365	0.010529	0.010529	-0.040742	
0.061799	0.002594	0.001984	-0.000763	
0.108187	-0.008087	-0.001678	0.032502	
0.122225	-0.006256	0.006256	0.020294	
0.119173	-0.005341	0.011749	0.002289	
0.073091	-0.001068	0.004120	0.026703	
0.035249	0.000153	0.007172	-0.013885	
0.056611	-0.001984	0.005951	-0.044099	
0.075837	0.024872	0.002594	-0.046540	
0.099031	0.051118	0.007782	-0.042268	
0.082551	0.039826	0.008392	-0.039521	
0.012360	0.036164	0.022736	-0.040132	
-0.031281	0.022430	0.022430	-0.061799	
-0.065461	0.007172	0.030670	-0.064546	
-0.131990	-0.013885	0.013885	-0.066682	
-0.129244	-0.015106	0.004120	-0.076753	
-0.084992	-0.054475	-0.008087	-0.150911	
-0.063020	-0.057832	-0.022125	-0.178683	
-0.064240	-0.025177	-0.013275	-0.052339	
-0.043183	-0.001678	0.000458	-0.046540	
-0.002289	-0.007172	0.006256	-0.142672	
0.016632	-0.001068	0.010529	-0.128023	
-0.009613	-0.022125	0.008698	0.161899	
-0.063630	-0.024261	0.018463	0.240635	
-0.009918	0.027313	0.027924	0.089265	
0.034944	0.050202	0.012665	0.110323	
0.109102	0.036775	0.005951	0.021210	
0.144808	0.004425	0.006561	0.267185	
0.132296	0.016022	0.013275	0.330968	
0.110323	0.004730	0.015411	0.009308	
0.071870	0.009003	0.018158	0.035554	
-0.008392	0.010529	0.001068	0.021210	
-0.033723	0.018158	-0.003510	0.002289	
-0.073701	0.016327	-0.007477	-0.028229	
-0.107576	0.023346	0.004120	-0.040132	
-0.119783	0.022736	0.017853	-0.042878	
-0.112154	0.020905	0.014496	-0.039826	
-0.083467	0.034638	-0.004120	-0.045014	
-0.046235	0.038911	-0.006866	-0.052644	
0.008698	0.023041	0.041047	-0.060273	
0.057221	0.010223	0.049287	-0.068513	
0.042268	-0.028229	0.004730	-0.072480	
0.037690	-0.052339	-0.032197	-0.088960	
0.023651	-0.041963	-0.058137	-0.103609	
-0.008087	-0.019073	-0.052644	-0.111849	
-0.006256	0.004425	0.064546	-0.125582	
0.004730	0.021820	0.093232	-0.056611	
0.023651	0.033113	0.038606	0.122225	
0.016937	0.016022	0.005035	-0.007477	
-0.019073	-0.009613	0.020294	0.001678	
-0.032502	-0.013885	0.010529	0.090180	
-0.029449	-0.012970	0.007782	-0.015717	
-0.027924	-0.017853	0.014191	-0.103609	
-0.031587	-0.003510	0.038606	0.079194	
-0.003815	0.000153	0.024567	0.084077	
0.036469	-0.007172	0.012054	0.051728	
0.022736	-0.016937	0.124361	0.009308	
0.000458	-0.021210	0.117952	0.019989	
-0.001678	-0.006256	0.038606	0.008087	
-0.009003	-0.014191	-0.084992	-0.017548	
-0.005951	-0.001068	-0.205844	-0.005646	
-0.014801	-0.001984	-0.171054	-0.015106	
-0.011444	0.004120	-0.076142	-0.016327	
-0.016937	0.005035	-0.065766	-0.024567	
-0.026093	0.000458	-0.090180	-0.006256	
-0.000763	-0.003204	0.053254	-0.001373	
0.085298	-0.001068	0.000458	-0.005035	
0.075837	0.005951	-0.059968	-0.040132	
0.056916	0.013885	0.036469	-0.031587	
0.024872	0.004730	0.031587	-0.033723	
-0.017548	0.010834	0.071870	-0.091706	
-0.000153	0.041047	0.069123	-0.161899	
0.009613	0.049287	0.097506	-0.236057	
0.016022	0.021210	0.094759	-0.160678	
-0.014191	0.028534	0.067292	0.089265	
-0.102388	0.030365	0.059358	0.145723	
-0.122225	0.011139	0.047151	-0.025482	
-0.069734	0.000763	0.036775	-0.195468	
-0.094149	0.002594	0.017242	-0.134432	
-0.091096	0.035249	0.021515	0.128939	
-0.086518	0.018158	0.012970	0.089875	
-0.092622	0.016327	0.018463	0.310216	
-0.186007	-0.008087	0.013275	0.215610	
-0.060273	-0.031587	0.003815	0.060884	
0.127108	-0.044099	0.001068	-0.029755	
0.186313	-0.024872	-0.015106	-0.119783	
0.152437	-0.005951	-0.007477	-0.045014	
0.102083	-0.009613	0.008698	-0.193027	
0.043183	0.012665	0.028839	-0.160983	
0.050813	0.034944	0.013275	0.440528	
0.006256	0.033113	-0.007172	0.525673	
-0.078584	0.009003	-0.034638	0.046845	
-0.063630	-0.001068	-0.040132	0.081330	
-0.065766	0.000153	-0.029755	0.079194	
-0.012360	-0.003815	-0.003510	0.026093	
0.012970	-0.037080	-0.005341	-0.005035	
-0.003815	-0.020905	0.005341	-0.031892	
-0.035554	-0.015106	0.008698	-0.066682	
-0.023346	-0.032502	0.009308	-0.089570	
0.006866	-0.039826	0.012665	-0.116121	
0.032502	-0.056001	0.009918	-0.126497	
0.009918	-0.057221	0.008087	-0.173800	
-0.009003	-0.019073	0.013885	-0.110628	
-0.015106	-0.001373	0.022125	-0.000763	
-0.005646	0.005951	0.028229	0.040437	
-0.057832	-0.005035	0.012665	-0.033723	
-0.063630	-0.015411	-0.004425	-0.018463	
0.030365	-0.012970	-0.018463	-0.057832	
0.053864	-0.010834	-0.018158	-0.111238	
0.068208	0.030365	-0.010834	-0.190585	
0.081025	0.077668	-0.001678	-0.146639	
0.054475	0.131075	0.009003	-0.086518	
-0.025177	0.129549	0.007172	0.037080	
-0.092011	0.098726	0.014496	0.185702	
-0.097200	0.062104	0.008392	-0.087739	
0.007782	-0.015411	0.026093	-0.289769	
0.034638	-0.083772	0.027313	-0.281224	
0.040742	-0.102388	0.015411	-0.143892	
0.023651	-0.077973	0.010223	-0.092317	
0.005646	-0.008392	0.006256	0.270542	
0.002594	0.001984	0.002289	0.173495	
0.001068	0.000458	0.001678	0.092317	
0.001068	0.007172	0.002899	0.495461	
-0.006866	0.001984	-0.009918	0.298314	
0.001984	0.012360	-0.001068	0.068208	
0.008087	0.010223	0.012970	0.104219	
0.002594	0.012054	0.008392	0.045014	
-0.016937	0.008087	-0.005035	0.063935	
-0.022125	0.011749	-0.011139	0.073701	
-0.023956	0.009918	-0.001373	0.002594	
-0.017242	0.011749	0.017853	-0.034333	
-0.030365	0.000458	0.028534	-0.063935	
-0.023346	0.010223	0.020905	-0.021820	
-0.030060	0.002289	-0.034638	-0.182345	
-0.021515	0.008698	-0.041352	-0.283666	
-0.006866	0.009308	0.034333	-0.203097	
-0.001984	0.010223	0.124056	-0.144197	
0.008087	0.010834	0.092011	-0.109713	
0.031892	0.011749	0.040437	-0.024261	
0.085298	0.005951	0.026093	0.073091	
0.051728	0.008392	0.016327	0.311742	
0.013275	0.016632	0.016937	0.156711	
0.004425	0.006561	-0.001373	0.041047	
0.006256	0.012360	0.000153	0.041657	
-0.016937	0.005951	0.006866	0.007172	
0.024872	-0.006256	0.057221	0.001984	
-0.007782	-0.023651	0.089265	-0.023346	
-0.079804	-0.019379	0.073091	-0.044709	
-0.109713	-0.034944	0.047456	-0.052949	
-0.106661	-0.028229	0.028534	-0.035554	
-0.059052	-0.003510	-0.030365	-0.034944	
-0.057832	0.022736	-0.071565	-0.034944	
-0.093537	0.031892	-0.116121	-0.038606	
-0.063020	0.044099	-0.168612	-0.033723	
0.008698	0.049287	-0.214084	-0.046235	
0.068818	0.031892	-0.157626	-0.029449	
0.130770	0.019073	0.016937	-0.015411	
0.127413	0.014496	0.081025	-0.052644	
0.084077	0.005646	0.070649	-0.113680	
0.029755	0.003815	0.019989	-0.100863	
0.006256	0.035249	0.036775	0.034638	
0.004730	0.021820	0.092011	-0.039521	
-0.030060	0.047456	0.073701	-0.063325	
-0.073091	0.034638	0.044404	-0.066072	
-0.075532	-0.006256	0.047151	-0.124056	
-0.026093	-0.052033	0.044709	-0.057832	
0.068208	-0.051118	0.039216	0.116121	
0.137484	-0.051728	0.025177	0.167697	
0.097506	-0.065766	0.018768	0.033723	
-0.010223	-0.025482	0.015411	0.002594	
-0.045014	-0.005951	-0.013885	-0.095675	
-0.071565	-0.016327	-0.021515	-0.137789	
-0.052033	-0.031281	0.020599	-0.206454	
0.050202	-0.027008	0.045014	-0.195468	
0.151522	-0.034028	0.040132	0.102083	
0.078889	-0.023041	0.030975	0.274815	
0.006256	-0.028229	0.000153	0.144197	
0.040742	-0.014801	-0.050508	0.248264	
-0.012054	0.025177	-0.062104	0.145723	
-0.098116	0.036164	0.044404	0.148775	
-0.133821	0.020599	0.073701	0.041657	
