NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	8
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:26:38	226676.59644540
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	ASISR	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	toe	sacral
ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
-2161.618	834.363	1004.997	-2178.817	590.173	1019.757	-2103.589	640.973	498.149	-2140.830	544.084	518.188	-2430.488	664.361	204.170	-2389.861	599.217	204.834	-2237.428	541.643	50.269	-2351.787	712.701	1008.061
-2157.245	835.885	1003.870	-2175.519	590.545	1019.665	-2096.773	641.395	499.304	-2133.861	544.541	519.015	-2418.547	663.610	199.039	-2379.146	598.105	200.624	-2221.604	540.594	50.013	-2348.712	712.706	1007.660
-2154.370	836.314	1003.371	-2172.026	591.023	1019.404	-2089.787	641.909	500.450	-2126.773	545.075	519.531	-2401.927	661.425	195.977	-2366.796	597.156	196.798	-2205.960	539.607	49.739	-2345.667	712.730	1007.228
-2153.018	835.435	1003.870	-2169.156	590.736	1019.575	-2082.835	642.450	501.426	-2119.852	545.583	520.204	-2393.524	661.097	189.888	-2353.272	596.347	192.921	-2190.020	538.439	49.694	-2342.594	712.706	1006.670
-2150.193	835.825	1003.431	-2165.227	591.633	1018.990	-2076.197	642.971	502.570	-2113.005	546.021	520.939	-2381.073	659.826	184.829	-2340.647	595.353	189.050	-2174.133	537.351	49.767	-2339.493	712.707	1006.167
-2147.074	836.197	1002.931	-2161.954	591.785	1018.670	-2069.588	643.515	503.524	-2106.206	546.517	521.472	-2370.063	660.220	178.753	-2327.877	594.270	185.293	-2159.822	536.740	48.873	-2336.415	712.687	1005.567
-2144.066	836.451	1002.585	-2158.663	592.028	1018.432	-2063.587	644.085	504.338	-2099.519	547.047	522.252	-2357.264	659.185	173.670	-2315.098	593.282	181.562	-2143.772	535.791	49.109	-2333.276	712.657	1004.969
-2139.265	838.046	1001.187	-2155.445	592.182	1018.302	-2057.210	645.122	504.990	-2092.797	547.612	522.919	-2344.606	657.738	168.987	-2301.845	592.367	177.760	-2127.881	534.923	49.584	-2330.204	712.658	1004.414
-2136.201	838.283	1000.931	-2152.136	592.400	1017.875	-2050.437	645.051	506.548	-2086.166	548.164	523.396	-2332.269	656.136	164.376	-2288.847	591.039	174.494	-2111.819	533.960	49.983	-2327.075	712.620	1003.781
-2133.009	838.391	1000.640	-2148.623	592.599	1017.643	-2043.865	645.635	507.701	-2079.779	548.824	524.130	-2319.086	654.997	159.704	-2275.816	589.978	171.086	-2095.784	533.102	50.610	-2323.908	712.606	1003.250
-2129.890	838.638	1000.266	-2145.643	592.749	1017.301	-2037.474	646.230	508.765	-2073.296	549.458	524.705	-2305.858	653.679	155.064	-2262.326	588.856	167.340	-2079.711	532.314	51.543	-2320.791	712.582	1002.689
-2126.713	839.050	999.900	-2142.168	592.926	1016.848	-2031.274	646.757	509.606	-2066.888	549.971	525.245	-2292.611	652.452	150.691	-2248.989	587.783	164.006	-2063.685	531.602	52.341	-2317.552	712.500	1002.195
-2125.453	837.948	1000.593	-2138.778	593.057	1016.863	-2025.374	647.497	510.352	-2060.581	550.548	525.883	-2279.249	651.226	146.348	-2235.747	586.586	161.014	-2047.531	530.819	53.429	-2314.312	712.390	1001.739
-2122.356	838.178	1000.159	-2135.819	592.963	1016.320	-2019.251	648.034	511.255	-2054.273	551.202	526.475	-2265.722	649.884	142.119	-2222.245	585.639	157.571	-2031.560	530.135	54.746	-2311.008	712.342	1001.268
-2119.184	838.458	999.919	-2132.457	593.120	1016.088	-2013.559	648.631	511.991	-2047.913	551.899	526.933	-2252.064	648.728	137.931	-2208.521	584.736	154.313	-2015.518	529.663	55.948	-2307.682	712.232	1000.878
-2115.864	838.698	999.627	-2130.566	593.365	1015.877	-2007.596	649.472	512.579	-2041.403	552.319	527.407	-2238.515	647.369	134.090	-2194.921	583.670	151.547	-1999.582	528.996	57.469	-2304.334	712.212	1000.449
-2112.858	838.879	999.499	-2127.488	593.495	1015.739	-2001.759	650.016	513.652	-2035.671	553.307	528.076	-2224.666	646.209	130.152	-2181.382	582.659	148.797	-1983.698	528.563	59.107	-2300.965	712.264	1000.098
-2109.605	839.077	999.113	-2124.395	594.641	1014.912	-1995.949	650.586	514.511	-2029.134	553.703	528.521	-2210.686	645.015	126.490	-2167.522	581.724	146.092	-1967.849	528.222	60.696	-2297.578	712.279	999.740
-2106.428	839.308	999.010	-2121.036	594.899	1014.475	-1990.207	651.382	515.409	-2023.214	554.373	529.068	-2196.827	643.802	122.989	-2154.024	580.574	144.020	-1952.075	527.955	62.630	-2294.114	712.335	999.439
-2103.025	839.463	998.476	-2117.738	595.092	1014.322	-1984.483	651.879	516.185	-2017.367	554.807	529.703	-2183.315	642.512	119.800	-2140.685	579.914	141.204	-1936.416	527.575	64.553	-2290.659	712.373	999.159
-2101.087	839.905	998.392	-2114.221	595.507	1013.975	-1978.935	652.483	516.889	-2011.398	555.458	529.994	-2168.977	641.417	116.718	-2126.164	579.096	138.970	-1920.811	527.482	66.557	-2287.167	712.340	998.875
