NO_OF_FRAMES	7200
NO_OF_CAMERAS	12
NO_OF_MARKERS	8
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:55:03	228381.22308140
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	heel	toe	sacral
ASISL X	ASISL Y	ASISL Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	heel X	heel Y	heel Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
0.000	0.000	0.000	536.266	297.865	496.364	421.134	202.376	517.828	333.995	293.761	128.027	262.361	236.490	131.471	203.329	325.443	26.077	466.419	121.830	63.159	86.737	606.697	683.626
0.000	0.000	0.000	536.240	297.795	496.404	421.082	202.312	517.823	334.009	293.710	128.050	262.363	236.489	131.397	203.298	325.454	26.089	466.434	121.815	63.167	86.660	606.700	683.516
0.000	0.000	0.000	536.186	297.730	496.382	421.069	202.263	517.862	333.965	293.735	128.011	262.387	236.447	131.429	203.297	325.423	26.094	466.413	121.792	63.127	86.627	606.734	683.427
0.000	0.000	0.000	536.132	297.674	496.398	420.969	202.182	517.899	333.984	293.711	128.029	262.234	236.535	131.394	203.312	325.439	26.099	466.380	121.796	63.163	86.506	606.744	683.311
0.000	0.000	0.000	536.085	297.584	496.428	420.919	202.118	517.936	333.967	293.695	128.050	262.258	236.478	131.387	203.300	325.429	26.083	466.420	121.785	63.154	86.455	606.768	683.242
0.000	0.000	0.000	536.017	297.512	496.472	420.853	202.056	517.954	333.951	293.663	128.040	262.385	236.384	131.415	203.348	325.439	26.119	466.433	121.809	63.199	86.393	606.793	683.164
0.000	0.000	0.000	535.983	297.401	496.497	420.759	201.977	517.967	333.951	293.680	128.054	262.370	236.372	131.468	203.355	325.469	26.078	466.380	121.804	63.199	86.309	606.866	683.047
0.000	0.000	0.000	535.919	297.307	496.548	420.652	201.935	517.969	333.923	293.683	128.085	262.164	236.561	131.358	203.333	325.444	26.102	466.416	121.824	63.188	86.194	606.874	682.968
0.000	0.000	0.000	535.822	297.183	496.585	420.538	201.835	517.984	333.916	293.684	128.052	262.300	236.426	131.433	203.329	325.477	26.095	466.413	121.790	63.189	86.128	606.922	682.898
0.000	0.000	0.000	535.736	297.084	496.643	420.463	201.711	518.013	333.921	293.644	128.080	262.216	236.476	131.334	203.322	325.451	26.110	466.385	121.803	63.211	85.995	606.958	682.790
0.000	0.000	0.000	535.675	296.955	496.749	420.315	201.625	517.975	333.891	293.642	128.079	262.297	236.416	131.409	203.314	325.471	26.083	466.398	121.789	63.170	85.859	606.953	682.680
0.000	0.000	0.000	535.580	296.836	496.807	420.218	201.515	518.014	333.873	293.634	128.090	262.292	236.447	131.360	203.331	325.450	26.059	466.394	121.792	63.194	85.774	606.990	682.590
0.000	0.000	0.000	535.485	296.703	496.871	420.068	201.409	518.046	333.873	293.630	128.097	262.271	236.398	131.340	203.318	325.422	26.056	466.404	121.788	63.200	85.632	607.000	682.493
0.000	0.000	0.000	535.359	296.592	496.947	419.935	201.343	518.075	333.861	293.623	128.094	262.147	236.494	131.312	203.319	325.460	26.069	466.383	121.762	63.226	85.523	607.025	682.401
0.000	0.000	0.000	535.251	296.475	497.048	419.782	201.265	518.088	333.846	293.623	128.128	262.144	236.525	131.335	203.343	325.485	26.112	466.363	121.804	63.209	85.398	607.081	682.321
0.000	0.000	0.000	535.124	296.366	497.115	419.613	201.203	518.125	333.817	293.610	128.147	262.258	236.444	131.356	203.343	325.491	26.097	466.355	121.809	63.201	85.259	607.086	682.188
0.000	0.000	0.000	535.031	296.279	497.213	419.483	201.144	518.181	333.804	293.595	128.137	262.140	236.479	131.366	203.349	325.474	26.121	466.384	121.771	63.206	85.107	607.145	682.019
0.000	0.000	0.000	534.917	296.200	497.290	419.349	201.071	518.219	333.791	293.597	128.160	262.224	236.462	131.399	203.353	325.523	26.119	466.373	121.803	63.216	85.003	607.160	681.853
0.000	0.000	0.000	534.811	296.093	497.380	419.203	200.998	518.265	333.783	293.614	128.182	262.127	236.500	131.338	203.360	325.498	26.100	466.383	121.767	63.228	84.859	607.182	681.717
0.000	0.000	0.000	534.694	296.014	497.468	419.030	200.935	518.312	333.770	293.591	128.190	262.150	236.464	131.341	203.365	325.468	26.098	466.371	121.765	63.221	84.693	607.247	681.532
0.000	0.000	0.000	534.590	295.965	497.518	418.810	200.899	518.404	333.804	293.628	128.209	262.100	236.557	131.358	203.406	325.493	26.115	466.333	121.777	63.225	84.562	607.273	681.346
0.000	0.000	0.000	534.459	295.853	497.579	418.600	200.814	518.488	333.763	293.597	128.222	262.242	236.426	131.407	203.380	325.521	26.115	466.350	121.765	63.248	84.407	607.359	681.210
0.000	0.000	0.000	534.319	295.781	497.717	418.436	200.751	518.548	333.739	293.610	128.230	262.180	236.455	131.385	203.402	325.529	26.140	466.352	121.772	63.246	84.217	607.424	680.974
0.000	0.000	0.000	534.181	295.704	497.813	418.229	200.683	518.587	333.780	293.601	128.258	262.189	236.494	131.431	203.413	325.557	26.123	466.351	121.773	63.252	83.956	607.431	680.797
0.000	0.000	0.000	534.060	295.628	497.945	418.083	200.620	518.682	333.748	293.593	128.281	262.159	236.548	131.478	203.409	325.565	26.109	466.362	121.764	63.236	83.795	607.505	680.665
0.000	0.000	0.000	533.921	295.488	498.042	417.885	200.572	518.752	333.762	293.595	128.249	262.092	236.565	131.399	203.427	325.566	26.126	466.369	121.768	63.268	83.480	607.530	680.416
0.000	0.000	0.000	533.801	295.406	498.133	417.695	200.483	518.791	333.741	293.585	128.302	262.152	236.538	131.385	203.407	325.569	26.121	466.363	121.760	63.266	83.247	607.552	680.281
0.000	0.000	0.000	533.670	295.339	498.244	417.577	200.401	518.835	333.744	293.608	128.292	261.989	236.628	131.328	203.429	325.544	26.138	466.355	121.763	63.263	82.994	607.579	680.096
0.000	0.000	0.000	533.512	295.241	498.326	417.392	200.309	518.916	333.693	293.621	128.345	262.020	236.562	131.350	203.443	325.538	26.123	466.313	121.776	63.302	82.780	607.598	679.946
0.000	0.000	0.000	533.375	295.166	498.408	417.196	200.252	518.955	333.709	293.582	128.325	262.119	236.480	131.455	203.413	325.539	26.131	466.361	121.759	63.270	82.551	607.661	679.778
0.000	0.000	0.000	533.172	295.057	498.482	417.032	200.208	518.978	333.686	293.545	128.312	261.996	236.573	131.328	203.399	325.535	26.115	466.347	121.796	63.289	82.358	607.689	679.610
0.000	0.000	0.000	533.022	295.024	498.603	416.812	200.145	518.971	333.660	293.595	128.339	262.067	236.499	131.381	203.435	325.567	26.112	466.331	121.768	63.326	82.121	607.734	679.449
0.000	0.000	0.000	532.826	294.906	498.658	416.604	200.110	518.970	333.663	293.578	128.311	261.847	236.735	131.283	203.436	325.577	26.104	466.318	121.817	63.345	81.956	607.810	679.246
0.000	0.000	0.000	532.648	294.858	498.765	416.388	200.044	518.967	333.608	293.572	128.312	261.978	236.623	131.264	203.376	325.571	26.074	466.326	121.785	63.331	81.742	607.872	679.002
0.000	0.000	0.000	532.456	294.774	498.814	416.201	199.991	518.969	333.575	293.568	128.301	261.798	236.718	131.095	203.377	325.567	26.011	466.294	121.806	63.352	81.536	607.863	678.813
0.000	0.000	0.000	532.261	294.696	498.892	416.029	199.935	518.982	333.553	293.574	128.296	261.822	236.689	131.170	203.365	325.550	26.020	466.323	121.814	63.374	81.350	607.855	678.578
0.000	0.000	0.000	532.101	294.638	498.983	415.815	199.897	518.927	333.529	293.551	128.282	261.793	236.682	130.998	203.359	325.530	25.964	466.287	121.795	63.361	81.088	607.853	678.340
0.000	0.000	0.000	531.939	294.627	499.028	415.629	199.843	518.926	333.497	293.575	128.279	261.757	236.633	130.986	203.346	325.504	25.955	466.268	121.831	63.407	80.907	607.837	678.144
0.000	0.000	0.000	531.765	294.560	499.055	415.418	199.840	518.909	333.451	293.588	128.264	261.741	236.648	130.928	203.354	325.545	25.903	466.239	121.838	63.425	80.701	607.826	677.920
0.000	0.000	0.000	531.600	294.513	499.130	415.227	199.770	518.918	333.430	293.554	128.269	261.696	236.684	130.863	203.354	325.535	25.927	466.232	121.849	63.466	80.480	607.862	677.745
0.000	0.000	0.000	531.410	294.502	499.289	414.990	199.774	518.920	333.443	293.578	128.285	261.624	236.766	130.898	203.359	325.557	25.903	466.252	121.876	63.445	80.272	607.888	677.562
0.000	0.000	0.000	531.239	294.455	499.392	414.780	199.743	518.915	333.386	293.530	128.272	261.668	236.685	130.866	203.322	325.559	25.912	466.257	121.874	63.449	80.099	607.926	677.363
0.000	0.000	0.000	531.071	294.371	499.496	414.630	199.657	518.909	333.392	293.557	128.274	261.593	236.760	130.853	203.346	325.572	25.866	466.218	121.861	63.469	79.835	607.905	677.179
0.000	0.000	0.000	530.881	294.288	499.606	414.479	199.558	518.937	333.368	293.534	128.249	261.640	236.580	130.823	203.340	325.544	25.869	466.248	121.848	63.457	79.631	607.876	677.012
0.000	0.000	0.000	530.692	294.246	499.689	414.260	199.514	518.996	333.356	293.534	128.298	261.618	236.617	130.775	203.329	325.523	25.867	466.239	121.843	63.487	79.419	607.873	676.844
0.000	0.000	0.000	530.520	294.193	499.751	414.065	199.434	519.039	333.357	293.510	128.285	261.581	236.602	130.789	203.360	325.510	25.834	466.223	121.845	63.510	79.220	607.853	676.717
0.000	0.000	0.000	530.369	294.122	499.862	413.848	199.357	519.108	333.322	293.509	128.326	261.573	236.683	130.736	203.362	325.514	25.827	466.220	121.820	63.511	79.022	607.891	676.566
0.000	0.000	0.000	530.166	294.047	499.908	413.608	199.333	519.159	333.299	293.511	128.330	261.631	236.618	130.707	203.334	325.542	25.865	466.211	121.828	63.508	78.838	607.902	676.454
0.000	0.000	0.000	530.006	293.988	500.002	413.376	199.317	519.177	333.270	293.491	128.318	261.500	236.724	130.733	203.349	325.584	25.870	466.178	121.846	63.486	78.630	607.940	676.239
0.000	0.000	0.000	529.812	293.915	500.041	413.171	199.273	519.232	333.257	293.477	128.304	261.537	236.692	130.652	203.337	325.564	25.865	466.200	121.831	63.514	78.488	608.017	676.127
0.000	0.000	0.000	529.655	293.865	500.127	412.978	199.272	519.265	333.230	293.495	128.295	261.454	236.761	130.607	203.341	325.571	25.828	466.183	121.835	63.534	78.391	608.084	676.018
0.000	0.000	0.000	529.550	293.821	500.143	412.771	199.267	519.287	333.262	293.488	128.334	261.457	236.691	130.550	203.329	325.547	25.787	466.178	121.833	63.510	78.313	608.113	675.939
0.000	0.000	0.000	529.383	293.808	500.210	412.610	199.253	519.302	333.185	293.512	128.297	261.501	236.694	130.484	203.346	325.517	25.784	466.179	121.829	63.543	78.199	608.096	675.872
0.000	0.000	0.000	529.214	293.770	500.224	412.382	199.242	519.374	333.185	293.497	128.295	261.489	236.658	130.448	203.274	325.488	25.735	466.177	121.829	63.574	78.086	608.122	675.744
0.000	0.000	0.000	529.027	293.769	500.248	412.264	199.254	519.379	333.187	293.514	128.280	261.509	236.631	130.439	203.280	325.500	25.705	466.165	121.874	63.593	77.991	608.147	675.732
0.000	0.000	0.000	528.870	293.761	500.297	412.023	199.282	519.385	333.164	293.519	128.290	261.396	236.718	130.388	203.281	325.506	25.697	466.134	121.885	63.614	77.852	608.198	675.683
0.000	0.000	0.000	528.721	293.809	500.346	411.888	199.287	519.402	333.137	293.525	128.258	261.363	236.750	130.316	203.277	325.523	25.688	466.120	121.896	63.618	77.738	608.201	675.642
0.000	0.000	0.000	528.544	293.815	500.340	411.761	199.330	519.424	333.140	293.513	128.243	261.357	236.774	130.303	203.268	325.540	25.681	466.139	121.895	63.667	77.684	608.214	675.614
0.000	0.000	0.000	528.412	293.865	500.324	411.582	199.393	519.386	333.094	293.524	128.213	261.351	236.766	130.245	203.257	325.524	25.644	466.107	121.887	63.650	77.561	608.204	675.566
0.000	0.000	0.000	528.262	293.933	500.388	411.511	199.361	519.428	333.097	293.528	128.226	261.206	236.808	130.192	203.270	325.506	25.614	466.114	121.911	63.658	77.452	608.161	675.538
0.000	0.000	0.000	528.109	293.997	500.418	411.409	199.408	519.459	333.089	293.546	128.199	261.339	236.750	130.224	203.266	325.500	25.589	466.107	121.905	63.694	77.337	608.132	675.507
0.000	0.000	0.000	527.948	294.062	500.460	411.330	199.443	519.484	333.041	293.542	128.176	261.314	236.700	130.244	203.231	325.455	25.572	466.092	121.913	63.697	77.159	608.096	675.448
0.000	0.000	0.000	527.804	294.168	500.490	411.154	199.546	519.508	333.046	293.540	128.207	261.318	236.679	130.204	203.254	325.489	25.553	466.097	121.903	63.774	77.070	608.076	675.405
0.000	0.000	0.000	527.687	294.258	500.569	411.078	199.592	519.522	333.025	293.573	128.206	261.205	236.788	130.086	203.241	325.500	25.553	466.077	121.958	63.765	76.928	608.057	675.390
0.000	0.000	0.000	527.551	294.362	500.613	410.987	199.673	519.556	333.013	293.593	128.168	261.204	236.821	130.149	203.243	325.518	25.529	466.083	121.982	63.807	76.796	608.045	675.373
0.000	0.000	0.000	527.442	294.435	500.699	410.871	199.768	519.571	332.973	293.579	128.169	261.144	236.835	130.052	203.170	325.518	25.465	466.061	121.979	63.800	76.662	608.002	675.323
0.000	0.000	0.000	527.291	294.550	500.712	410.801	199.792	519.617	332.933	293.589	128.165	261.188	236.819	130.123	203.204	325.526	25.519	466.076	121.987	63.817	76.584	607.946	675.277
0.000	0.000	0.000	527.186	294.630	500.749	410.694	199.849	519.602	332.941	293.608	128.198	261.174	236.773	130.075	203.164	325.505	25.439	466.037	121.981	63.828	76.435	607.932	675.242
0.000	0.000	0.000	527.069	294.695	500.795	410.599	199.911	519.636	332.942	293.612	128.172	261.166	236.762	130.144	203.162	325.448	25.431	466.057	121.958	63.847	76.297	607.863	675.190
0.000	0.000	0.000	526.978	294.810	500.857	410.531	199.952	519.681	332.926	293.627	128.181	261.159	236.776	130.143	203.201	325.449	25.500	466.042	121.965	63.864	76.173	607.797	675.155
0.000	0.000	0.000	526.875	294.898	500.960	410.400	200.042	519.717	332.908	293.613	128.160	261.129	236.772	130.084	203.237	325.470	25.482	466.050	121.961	63.884	76.018	607.775	675.097
0.000	0.000	0.000	526.760	294.995	501.013	410.297	200.129	519.748	332.879	293.631	128.180	261.163	236.798	130.112	203.169	325.461	25.466	466.040	122.005	63.871	75.918	607.819	675.045
0.000	0.000	0.000	526.692	295.096	501.093	410.198	200.217	519.766	332.859	293.602	128.155	261.060	236.890	129.933	203.140	325.485	25.409	466.016	122.021	63.889	75.755	607.807	675.002
0.000	0.000	0.000	526.584	295.198	501.198	410.062	200.320	519.796	332.864	293.627	128.174	261.052	236.809	130.019	203.119	325.491	25.385	466.013	122.029	63.929	75.654	607.855	674.973
0.000	0.000	0.000	526.507	295.268	501.185	409.931	200.406	519.839	332.845	293.635	128.159	261.089	236.870	130.106	203.126	325.477	25.396	465.970	122.052	63.924	75.495	607.885	674.894
0.000	0.000	0.000	526.417	295.377	501.234	409.884	200.459	519.852	332.718	293.601	128.373	261.022	236.839	129.993	203.155	325.493	25.367	465.998	122.034	63.923	75.394	607.875	674.808
0.000	0.000	0.000	526.321	295.423	501.265	409.778	200.516	519.867	332.837	293.625	128.152	260.992	236.882	129.919	203.132	325.444	25.369	466.032	122.043	63.947	75.243	607.925	674.729
0.000	0.000	0.000	526.230	295.501	501.294	409.665	200.575	519.931	332.817	293.614	128.154	261.031	236.828	130.049	203.120	325.422	25.313	466.025	122.007	63.951	75.103	607.968	674.616
0.000	0.000	0.000	526.163	295.543	501.358	409.568	200.620	519.991	332.825	293.609	128.151	261.027	236.755	130.054	203.122	325.438	25.329	466.003	122.045	63.961	74.966	608.008	674.508
0.000	0.000	0.000	526.063	295.584	501.359	409.427	200.674	520.026	332.785	293.620	128.154	261.052	236.801	130.075	203.135	325.440	25.328	466.007	122.024	63.966	74.806	608.065	674.417
0.000	0.000	0.000	525.978	295.614	501.374	409.344	200.716	520.037	332.794	293.620	128.157	260.957	236.848	129.995	203.140	325.469	25.341	465.994	122.024	63.970	74.705	608.190	674.311
0.000	0.000	0.000	525.901	295.613	501.405	409.218	200.775	520.085	332.785	293.591	128.165	260.909	236.842	129.909	203.141	325.484	25.333	466.001	122.023	63.966	74.584	608.267	674.237
0.000	0.000	0.000	525.802	295.613	501.430	409.129	200.801	520.122	332.774	293.596	128.147	260.838	236.937	129.895	203.146	325.503	25.364	466.001	121.993	63.951	74.423	608.333	674.111
0.000	0.000	0.000	525.718	295.611	501.465	409.005	200.818	520.140	332.758	293.587	128.153	260.887	236.872	129.958	203.148	325.481	25.340	466.007	121.991	63.950	74.332	608.439	674.031
0.000	0.000	0.000	525.650	295.604	501.454	408.896	200.853	520.163	332.765	293.577	128.169	260.827	236.825	129.899	203.134	325.458	25.320	466.007	121.986	63.957	74.191	608.500	673.893
0.000	0.000	0.000	525.549	295.575	501.479	408.800	200.883	520.218	332.737	293.546	128.167	260.883	236.763	129.877	203.158	325.459	25.284	466.019	121.971	63.955	74.113	608.639	673.717
0.000	0.000	0.000	525.451	295.571	501.484	408.704	200.914	520.219	332.706	293.538	128.146	260.904	236.739	129.935	203.146	325.438	25.298	466.001	121.988	63.980	74.030	608.747	673.616
0.000	0.000	0.000	525.372	295.557	501.511	408.595	200.935	520.248	332.691	293.513	128.161	260.852	236.734	129.897	203.115	325.410	25.260	466.006	121.979	63.984	73.907	608.844	673.461
0.000	0.000	0.000	525.278	295.521	501.481	408.468	200.944	520.237	332.510	293.434	128.360	260.796	236.706	129.860	203.146	325.446	25.267	465.982	121.985	63.984	73.794	608.906	673.304
0.000	0.000	0.000	525.195	295.518	501.523	408.353	200.992	520.285	332.626	293.463	128.178	260.773	236.725	129.882	203.118	325.433	25.293	465.984	121.989	63.986	73.733	609.005	673.248
0.000	0.000	0.000	525.118	295.467	501.531	408.300	200.976	520.320	332.478	293.395	128.375	260.718	236.732	129.801	203.110	325.449	25.226	465.986	121.983	63.989	73.632	609.063	673.168
0.000	0.000	0.000	525.027	295.463	501.529	408.204	201.003	520.310	332.472	293.406	128.341	260.732	236.737	129.775	203.108	325.455	25.238	465.978	121.996	64.016	73.537	609.099	673.054
0.000	0.000	0.000	524.957	295.414	501.517	408.154	200.986	520.349	332.472	293.395	128.375	260.750	236.715	129.760	203.121	325.444	25.260	465.995	122.009	63.991	73.427	609.137	673.018
0.000	0.000	0.000	524.877	295.408	501.553	408.002	201.036	520.348	332.599	293.451	128.172	260.736	236.702	129.809	203.127	325.431	25.221	465.975	121.987	64.014	73.330	609.173	672.951
0.000	0.000	0.000	524.785	295.407	501.582	407.986	200.988	520.374	332.443	293.394	128.370	260.699	236.697	129.748	203.145	325.441	25.235	465.988	121.976	64.027	73.267	609.194	672.889
0.000	0.000	0.000	524.723	295.390	501.594	407.872	201.026	520.385	332.439	293.357	128.351	260.743	236.687	129.745	203.120	325.410	25.203	465.965	121.957	64.011	73.176	609.228	672.855
0.000	0.000	0.000	524.652	295.417	501.627	407.829	201.013	520.387	332.407	293.372	128.360	260.717	236.685	129.741	203.102	325.412	25.223	465.983	121.984	64.024	73.129	609.288	672.825
0.000	0.000	0.000	524.594	295.395	501.695	407.743	201.080	520.382	332.541	293.409	128.164	260.687	236.699	129.727	203.139	325.459	25.228	465.949	121.996	64.036	73.071	609.336	672.792
0.000	0.000	0.000	524.539	295.379	501.711	407.640	201.099	520.410	332.488	293.408	128.136	260.663	236.690	129.737	203.123	325.452	25.218	465.957	121.942	64.065	73.017	609.335	672.750
0.000	0.000	0.000	524.481	295.398	501.769	407.605	201.134	520.392	332.519	293.419	128.166	260.655	236.729	129.728	203.136	325.457	25.240	465.947	121.995	64.037	72.964	609.424	672.743
0.000	0.000	0.000	524.400	295.396	501.806	407.540	201.133	520.410	332.507	293.409	128.166	260.694	236.608	129.717	203.118	325.442	25.187	465.976	121.976	64.032	72.910	609.428	672.727
0.000	0.000	0.000	524.347	295.411	501.857	407.527	201.162	520.436	332.505	293.410	128.171	260.672	236.731	129.770	203.119	325.420	25.252	465.990	121.980	64.021	72.863	609.429	672.708
0.000	0.000	0.000	524.303	295.398	501.887	407.441	201.172	520.439	332.376	293.325	128.379	260.740	236.584	129.751	203.156	325.439	25.259	465.978	121.952	64.028	72.853	609.477	672.712
0.000	0.000	0.000	524.232	295.426	501.954	407.394	201.182	520.501	332.502	293.381	128.190	260.675	236.604	129.724	203.112	325.416	25.219	465.954	121.955	64.047	72.797	609.482	672.706
0.000	0.000	0.000	524.157	295.459	501.965	407.346	201.203	520.521	332.373	293.348	128.402	260.647	236.601	129.750	203.123	325.426	25.236	465.958	121.986	64.042	72.725	609.497	672.711
0.000	0.000	0.000	524.092	295.485	502.043	407.267	201.244	520.523	332.361	293.327	128.396	260.694	236.616	129.782	203.126	325.439	25.219	465.945	121.965	64.042	72.677	609.507	672.722
0.000	0.000	0.000	524.014	295.483	502.119	407.158	201.264	520.544	332.359	293.326	128.418	260.591	236.705	129.720	203.126	325.446	25.272	465.985	121.988	64.035	72.673	609.549	672.751
0.000	0.000	0.000	523.953	295.499	502.172	407.077	201.280	520.590	332.346	293.326	128.405	260.672	236.642	129.792	203.139	325.460	25.280	465.961	121.998	64.026	72.609	609.559	672.767
0.000	0.000	0.000	523.865	295.500	502.214	407.023	201.264	520.649	332.349	293.312	128.411	260.626	236.640	129.741	203.122	325.450	25.308	465.971	121.986	64.032	72.606	609.610	672.782
0.000	0.000	0.000	523.819	295.517	502.274	406.935	201.253	520.686	332.378	293.320	128.413	260.645	236.598	129.725	203.147	325.441	25.266	465.951	121.959	64.025	72.544	609.574	672.792
0.000	0.000	0.000	523.760	295.500	502.330	406.870	201.252	520.699	332.374	293.313	128.425	260.723	236.565	129.748	203.142	325.434	25.284	465.980	121.982	64.065	72.556	609.615	672.840
0.000	0.000	0.000	523.699	295.520	502.381	406.755	201.277	520.752	332.487	293.389	128.230	260.649	236.650	129.814	203.145	325.435	25.266	465.981	121.975	64.079	72.500	609.592	672.868
0.000	0.000	0.000	523.621	295.512	502.425	406.676	201.276	520.797	332.371	293.330	128.459	260.644	236.601	129.757	203.136	325.411	25.267	465.954	121.986	64.098	72.491	609.616	672.914
0.000	0.000	0.000	523.581	295.480	502.467	406.499	201.278	520.822	332.350	293.307	128.438	260.638	236.612	129.730	203.169	325.417	25.264	465.984	121.981	64.095	72.431	609.649	672.946
0.000	0.000	0.000	523.491	295.450	502.536	406.438	201.250	520.863	332.412	293.362	128.226	260.543	236.683	129.702	203.120	325.442	25.299	465.943	121.955	64.111	72.426	609.685	672.983
0.000	0.000	0.000	523.423	295.434	502.590	406.361	201.246	520.860	332.286	293.319	128.419	260.584	236.660	129.766	203.105	325.451	25.251	465.914	121.990	64.086	72.379	609.688	673.012
0.000	0.000	0.000	523.393	295.401	502.604	406.255	201.232	520.918	332.311	293.310	128.471	260.550	236.697	129.672	203.110	325.461	25.293	465.903	121.988	64.118	72.357	609.697	673.042
0.000	0.000	0.000	523.334	295.374	502.627	406.192	201.194	520.943	332.288	293.315	128.479	260.549	236.663	129.667	203.092	325.413	25.232	465.926	121.958	64.140	72.323	609.694	673.068
0.000	0.000	0.000	523.284	295.318	502.693	406.100	201.146	520.975	332.277	293.297	128.452	260.601	236.597	129.725	203.105	325.425	25.243	465.931	121.962	64.144	72.317	609.684	673.109
0.000	0.000	0.000	523.241	295.282	502.735	406.019	201.137	520.987	332.280	293.284	128.492	260.629	236.554	129.675	203.112	325.398	25.243	465.904	121.999	64.148	72.296	609.690	673.141
0.000	0.000	0.000	523.177	295.183	502.769	405.945	201.121	521.038	332.270	293.281	128.461	260.578	236.591	129.712	203.103	325.410	25.262	465.896	121.985	64.149	72.291	609.741	673.210
0.000	0.000	0.000	523.132	295.152	502.767	405.788	201.098	521.066	332.257	293.255	128.469	260.568	236.606	129.753	203.107	325.455	25.250	465.909	122.008	64.184	72.285	609.789	673.210
0.000	0.000	0.000	523.060	295.096	502.827	405.695	201.064	521.078	332.243	293.263	128.492	260.512	236.615	129.661	203.093	325.448	25.266	465.899	122.004	64.168	72.314	609.858	673.275
0.000	0.000	0.000	522.996	295.002	502.866	405.629	201.044	521.127	332.347	293.321	128.278	260.498	236.667	129.675	203.111	325.457	25.237	465.899	122.018	64.165	72.327	609.912	673.310
0.000	0.000	0.000	522.932	294.939	502.921	405.529	200.965	521.140	332.188	293.239	128.494	260.497	236.603	129.657	203.127	325.445	25.279	465.924	121.995	64.188	72.296	609.894	673.326
0.000	0.000	0.000	522.821	294.797	502.965	405.437	200.886	521.147	332.218	293.215	128.488	260.517	236.501	129.693	203.117	325.422	25.240	465.900	121.967	64.196	72.278	609.935	673.365
0.000	0.000	0.000	522.786	294.724	503.043	405.356	200.838	521.179	332.203	293.204	128.519	260.543	236.513	129.722	203.136	325.420	25.278	465.912	121.972	64.163	72.365	609.985	673.375
0.000	0.000	0.000	522.727	294.610	503.058	405.279	200.749	521.201	332.176	293.195	128.517	260.442	236.604	129.659	203.116	325.411	25.264	465.911	121.959	64.169	72.345	610.016	673.388
0.000	0.000	0.000	522.640	294.484	503.092	405.171	200.670	521.236	332.171	293.159	128.512	260.387	236.586	129.604	203.140	325.450	25.270	465.908	121.928	64.182	72.354	610.062	673.420
0.000	0.000	0.000	522.575	294.385	503.086	405.092	200.621	521.261	332.175	293.160	128.542	260.455	236.500	129.642	203.134	325.445	25.269	465.892	121.935	64.171	72.322	610.128	673.443
0.000	0.000	0.000	522.534	294.277	503.130	404.984	200.591	521.264	332.172	293.142	128.562	260.428	236.521	129.634	203.115	325.481	25.310	465.863	121.946	64.190	72.354	610.185	673.445
0.000	0.000	0.000	522.484	294.173	503.161	404.912	200.502	521.286	332.162	293.118	128.568	260.391	236.536	129.622	203.149	325.467	25.317	465.894	121.937	64.148	72.372	610.225	673.471
0.000	0.000	0.000	522.405	294.089	503.168	404.828	200.452	521.296	332.166	293.112	128.514	260.443	236.521	129.678	203.144	325.479	25.307	465.879	121.943	64.150	72.318	610.202	673.500
0.000	0.000	0.000	522.369	293.993	503.158	404.789	200.397	521.317	332.152	293.069	128.566	260.401	236.503	129.574	203.160	325.453	25.327	465.884	121.921	64.162	72.333	610.221	673.520
0.000	0.000	0.000	522.369	293.927	503.269	404.732	200.332	521.316	332.116	293.067	128.554	260.373	236.492	129.583	203.139	325.419	25.319	465.892	121.876	64.145	72.320	610.214	673.538
0.000	0.000	0.000	522.310	293.835	503.299	404.674	200.278	521.342	332.135	293.063	128.598	260.335	236.508	129.581	203.157	325.416	25.345	465.865	121.892	64.156	72.305	610.242	673.554
0.000	0.000	0.000	522.257	293.737	503.329	404.616	200.214	521.370	332.160	293.050	128.613	260.467	236.448	129.604	203.124	325.412	25.307	465.860	121.894	64.153	72.275	610.263	673.568
0.000	0.000	0.000	522.223	293.630	503.332	404.531	200.171	521.374	332.096	293.065	128.631	260.459	236.443	129.654	203.146	325.457	25.324	465.850	121.900	64.183	72.233	610.262	673.628
0.000	0.000	0.000	522.169	293.572	503.387	404.486	200.113	521.375	332.126	293.040	128.620	260.378	236.479	129.645	203.152	325.478	25.353	465.882	121.862	64.177	72.231	610.258	673.667
0.000	0.000	0.000	522.159	293.489	503.415	404.420	200.040	521.405	332.089	293.055	128.642	260.464	236.445	129.690	203.163	325.499	25.361	465.848	121.865	64.163	72.230	610.271	673.710
0.000	0.000	0.000	522.135	293.413	503.451	404.393	199.938	521.427	332.107	293.034	128.669	260.423	236.453	129.669	203.159	325.461	25.349	465.858	121.871	64.173	72.250	610.279	673.736
