NO_OF_FRAMES	7200
NO_OF_CAMERAS	12
NO_OF_MARKERS	8
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:55:03	228381.22308140
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	heel	toe	sacral
ASISL X	ASISL Y	ASISL Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	heel X	heel Y	heel Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
0.000	0.000	0.000	534.298	290.721	499.211	421.696	196.400	522.020	333.728	292.603	129.855	261.341	236.441	131.784	204.086	326.454	26.408	465.986	121.445	63.409	99.128	601.058	746.230
0.000	0.000	0.000	534.126	290.644	499.260	421.625	196.329	522.121	333.700	292.574	129.846	261.369	236.402	131.816	204.081	326.446	26.371	465.996	121.463	63.412	99.156	600.975	746.854
0.000	0.000	0.000	533.989	290.575	499.364	421.463	196.264	522.161	333.675	292.560	129.884	261.353	236.380	131.827	204.061	326.426	26.366	465.994	121.456	63.417	99.205	600.881	747.415
0.000	0.000	0.000	533.848	290.457	499.461	421.416	196.160	522.271	333.640	292.501	129.860	261.221	236.423	131.718	204.034	326.398	26.355	466.002	121.428	63.422	99.343	600.854	747.965
0.000	0.000	0.000	533.708	290.353	499.536	421.310	196.067	522.376	333.630	292.495	129.908	261.148	236.410	131.755	204.043	326.384	26.379	466.014	121.416	63.402	99.426	600.796	748.477
0.000	0.000	0.000	533.532	290.222	499.564	421.170	195.955	522.446	333.610	292.469	129.947	261.318	236.217	131.789	204.028	326.381	26.365	465.989	121.426	63.416	99.515	600.734	749.135
0.000	0.000	0.000	533.363	290.091	499.627	421.052	195.834	522.498	333.603	292.435	129.945	261.142	236.296	131.688	204.063	326.400	26.384	466.009	121.421	63.362	99.576	600.689	749.617
0.000	0.000	0.000	533.180	289.928	499.696	420.925	195.731	522.580	333.566	292.413	129.959	261.206	236.217	131.746	204.078	326.397	26.375	465.985	121.429	63.380	99.673	600.727	750.121
0.000	0.000	0.000	533.019	289.746	499.781	420.751	195.651	522.636	333.585	292.363	130.000	261.086	236.287	131.741	204.071	326.420	26.406	465.981	121.437	63.380	99.825	600.696	750.680
0.000	0.000	0.000	532.855	289.571	499.875	420.616	195.497	522.700	333.549	292.342	130.026	261.104	236.236	131.737	204.054	326.425	26.420	465.984	121.431	63.376	99.876	600.622	751.247
0.000	0.000	0.000	532.726	289.345	499.944	420.453	195.396	522.768	333.539	292.339	130.054	261.060	236.213	131.714	204.052	326.410	26.416	465.982	121.403	63.378	99.868	600.542	751.762
0.000	0.000	0.000	532.612	289.154	500.050	420.259	195.259	522.889	333.506	292.276	130.070	261.100	236.095	131.724	204.053	326.395	26.427	465.978	121.397	63.378	100.041	600.550	752.276
0.000	0.000	0.000	532.526	288.978	500.133	420.120	195.176	522.954	333.488	292.240	130.093	261.050	236.054	131.712	204.077	326.384	26.414	465.997	121.415	63.385	100.164	600.579	752.689
0.000	0.000	0.000	532.464	288.769	500.237	420.038	195.026	523.038	333.499	292.245	130.140	261.142	235.940	131.751	204.059	326.387	26.425	466.016	121.398	63.404	100.295	600.556	753.105
0.000	0.000	0.000	532.382	288.561	500.343	419.833	194.939	523.143	333.453	292.198	130.143	261.148	235.925	131.691	204.069	326.387	26.438	466.018	121.401	63.398	100.301	600.467	753.576
0.000	0.000	0.000	532.327	288.368	500.406	419.703	194.828	523.188	333.460	292.137	130.198	261.092	235.944	131.782	204.062	326.383	26.467	465.998	121.400	63.392	100.326	600.381	754.167
0.000	0.000	0.000	532.278	288.134	500.477	419.544	194.730	523.249	333.450	292.116	130.231	261.086	235.928	131.762	204.095	326.414	26.456	465.994	121.390	63.399	100.425	600.362	754.623
0.000	0.000	0.000	532.168	287.940	500.533	419.395	194.594	523.323	333.447	292.089	130.260	261.060	235.866	131.814	204.086	326.407	26.471	466.005	121.403	63.403	100.532	600.369	754.987
0.000	0.000	0.000	532.132	287.736	500.635	419.261	194.483	523.396	333.451	292.041	130.272	260.986	235.949	131.741	204.097	326.408	26.471	465.980	121.339	63.432	100.620	600.313	755.434
0.000	0.000	0.000	532.069	287.515	500.662	419.137	194.355	523.438	333.429	292.036	130.293	261.021	235.883	131.693	204.097	326.412	26.495	465.978	121.340	63.401	100.658	600.250	755.812
0.000	0.000	0.000	531.984	287.339	500.734	419.002	194.268	523.461	333.397	292.003	130.312	260.986	235.866	131.721	204.099	326.380	26.486	465.990	121.384	63.394	100.707	600.158	756.224
0.000	0.000	0.000	531.887	287.179	500.791	418.882	194.150	523.495	333.377	291.998	130.322	260.920	235.870	131.677	204.103	326.366	26.491	466.008	121.365	63.402	100.694	600.012	756.665
0.000	0.000	0.000	531.792	287.006	500.819	418.825	194.018	523.545	333.373	291.988	130.330	260.982	235.793	131.679	204.116	326.391	26.498	465.992	121.381	63.383	100.803	599.947	757.014
0.000	0.000	0.000	531.732	286.868	500.856	418.722	193.909	523.553	333.345	291.955	130.287	260.946	235.820	131.692	204.079	326.392	26.485	465.987	121.375	63.417	100.880	599.876	757.368
0.000	0.000	0.000	531.649	286.742	500.877	418.582	193.838	523.572	333.340	291.938	130.272	260.973	235.812	131.675	204.115	326.394	26.513	465.994	121.373	63.398	100.979	599.845	757.757
0.000	0.000	0.000	531.578	286.601	500.902	418.498	193.788	523.588	333.343	291.948	130.329	260.904	235.832	131.635	204.116	326.424	26.493	466.001	121.379	63.399	101.070	599.803	758.122
0.000	0.000	0.000	531.530	286.501	500.879	418.459	193.690	523.558	333.331	291.928	130.341	260.922	235.830	131.590	204.069	326.430	26.491	466.004	121.375	63.376	101.134	599.685	758.565
0.000	0.000	0.000	531.463	286.404	500.905	418.450	193.600	523.570	333.338	291.933	130.304	260.942	235.808	131.626	204.083	326.425	26.494	465.982	121.388	63.383	101.151	599.575	758.913
0.000	0.000	0.000	531.436	286.318	500.920	418.400	193.532	523.561	333.285	291.897	130.331	260.833	235.862	131.559	204.076	326.390	26.488	466.017	121.366	63.382	101.286	599.498	759.197
0.000	0.000	0.000	531.347	286.200	500.929	418.323	193.470	523.573	333.322	291.906	130.308	260.925	235.750	131.601	204.105	326.373	26.481	466.006	121.366	63.398	101.382	599.413	759.507
0.000	0.000	0.000	531.305	286.124	500.930	418.277	193.401	523.606	333.308	291.877	130.332	260.958	235.713	131.608	204.082	326.386	26.503	465.983	121.382	63.378	101.501	599.329	759.818
0.000	0.000	0.000	531.225	286.008	500.977	418.226	193.334	523.626	333.314	291.934	130.370	261.006	235.696	131.616	204.113	326.427	26.496	465.978	121.384	63.377	101.558	599.221	760.131
0.000	0.000	0.000	531.147	285.921	500.989	418.171	193.247	523.664	333.317	291.883	130.326	260.902	235.756	131.625	204.121	326.435	26.494	465.960	121.371	63.416	101.617	599.049	760.535
0.000	0.000	0.000	531.123	285.809	501.008	418.103	193.229	523.682	333.331	291.887	130.356	260.891	235.852	131.559	204.108	326.447	26.537	465.982	121.391	63.425	101.691	598.988	760.815
0.000	0.000	0.000	531.110	285.757	501.015	418.107	193.172	523.706	333.335	291.905	130.382	260.908	235.771	131.645	204.147	326.461	26.532	465.976	121.395	63.394	101.781	598.884	761.234
0.000	0.000	0.000	531.046	285.670	501.037	418.071	193.138	523.734	333.320	291.875	130.394	260.937	235.780	131.649	204.102	326.451	26.541	465.976	121.383	63.389	101.982	598.841	761.512
0.000	0.000	0.000	531.069	285.604	501.067	418.063	193.066	523.780	333.330	291.840	130.384	260.948	235.705	131.618	204.117	326.445	26.545	466.008	121.371	63.413	102.055	598.711	761.734
0.000	0.000	0.000	531.015	285.543	501.051	418.063	192.979	523.835	333.312	291.874	130.430	260.964	235.681	131.668	204.125	326.430	26.540	465.984	121.342	63.435	102.179	598.613	761.996
0.000	0.000	0.000	530.980	285.445	501.089	418.028	192.939	523.861	333.311	291.856	130.428	260.992	235.666	131.670	204.129	326.427	26.547	466.009	121.348	63.412	102.315	598.546	762.207
0.000	0.000	0.000	530.947	285.376	501.115	417.990	192.909	523.894	333.347	291.853	130.422	261.004	235.673	131.655	204.121	326.406	26.562	466.003	121.325	63.409	102.382	598.429	762.498
0.000	0.000	0.000	530.899	285.314	501.108	417.991	192.839	523.914	333.324	291.865	130.420	261.048	235.646	131.667	204.139	326.439	26.579	465.996	121.332	63.410	102.448	598.304	762.809
0.000	0.000	0.000	530.909	285.220	501.097	417.919	192.831	523.916	333.330	291.836	130.401	260.974	235.765	131.624	204.148	326.430	26.567	466.008	121.332	63.415	102.533	598.157	763.104
0.000	0.000	0.000	530.881	285.154	501.125	417.860	192.815	523.933	333.357	291.849	130.428	261.015	235.717	131.639	204.150	326.477	26.570	466.016	121.359	63.414	102.616	598.002	763.414
0.000	0.000	0.000	530.854	285.083	501.117	417.882	192.732	523.919	333.330	291.864	130.393	260.996	235.780	131.592	204.147	326.464	26.547	465.996	121.338	63.372	102.715	597.921	763.588
0.000	0.000	0.000	530.816	284.984	501.115	417.833	192.705	523.938	333.317	291.878	130.394	261.059	235.691	131.594	204.118	326.462	26.557	465.991	121.331	63.393	102.889	597.886	763.775
0.000	0.000	0.000	530.790	284.909	501.078	417.831	192.620	523.950	333.310	291.850	130.400	261.036	235.647	131.634	204.142	326.439	26.527	466.009	121.323	63.405	103.022	597.837	763.968
0.000	0.000	0.000	530.796	284.826	501.096	417.770	192.566	523.969	333.325	291.855	130.369	260.995	235.737	131.582	204.162	326.442	26.534	466.019	121.308	63.416	103.150	597.794	764.145
0.000	0.000	0.000	530.769	284.720	501.030	417.756	192.536	523.939	333.306	291.822	130.372	261.026	235.688	131.520	204.152	326.420	26.499	466.022	121.277	63.363	103.289	597.768	764.335
0.000	0.000	0.000	530.755	284.643	501.003	417.684	192.534	523.943	333.284	291.846	130.349	261.007	235.668	131.559	204.135	326.438	26.480	466.019	121.309	63.343	103.445	597.777	764.519
0.000	0.000	0.000	530.708	284.582	500.984	417.692	192.490	523.960	333.275	291.838	130.329	260.945	235.722	131.495	204.140	326.471	26.503	466.011	121.298	63.345	103.495	597.729	764.673
0.000	0.000	0.000	530.688	284.515	500.980	417.631	192.515	523.966	333.290	291.866	130.318	260.950	235.787	131.502	204.136	326.472	26.492	466.019	121.291	63.317	103.632	597.762	764.927
0.000	0.000	0.000	530.696	284.469	500.960	417.630	192.470	523.981	333.257	291.849	130.336	260.924	235.771	131.473	204.143	326.462	26.464	466.014	121.298	63.330	103.714	597.719	765.107
0.000	0.000	0.000	530.668	284.438	500.916	417.637	192.466	523.988	333.271	291.832	130.315	260.973	235.712	131.444	204.108	326.430	26.467	466.038	121.314	63.329	103.767	597.713	765.255
0.000	0.000	0.000	530.684	284.427	500.914	417.606	192.471	524.000	333.285	291.832	130.318	261.011	235.675	131.433	204.110	326.392	26.450	466.045	121.280	63.328	103.859	597.714	765.437
0.000	0.000	0.000	530.660	284.401	500.905	417.680	192.430	524.026	333.284	291.846	130.326	261.030	235.648	131.472	204.096	326.364	26.441	466.041	121.319	63.352	103.930	597.713	765.622
0.000	0.000	0.000	530.686	284.380	500.853	417.629	192.453	524.029	333.243	291.861	130.299	260.983	235.705	131.431	204.106	326.405	26.451	466.015	121.322	63.378	104.029	597.753	765.832
0.000	0.000	0.000	530.618	284.380	500.879	417.598	192.473	524.048	333.281	291.885	130.323	261.004	235.660	131.457	204.115	326.430	26.461	466.014	121.356	63.413	104.077	597.806	766.034
0.000	0.000	0.000	530.628	284.365	500.865	417.600	192.469	524.055	333.259	291.871	130.350	260.978	235.747	131.440	204.132	326.416	26.448	465.990	121.339	63.400	104.177	597.850	766.220
0.000	0.000	0.000	530.574	284.388	500.863	417.585	192.444	524.102	333.251	291.905	130.319	260.985	235.761	131.421	204.090	326.435	26.478	466.007	121.365	63.414	104.237	597.903	766.360
0.000	0.000	0.000	530.543	284.396	500.854	417.595	192.438	524.115	333.261	291.872	130.313	260.946	235.790	131.471	204.086	326.441	26.457	465.991	121.365	63.447	104.320	597.940	766.516
0.000	0.000	0.000	530.513	284.375	500.910	417.550	192.415	524.132	333.263	291.907	130.339	260.986	235.795	131.456	204.104	326.443	26.453	466.001	121.374	63.459	104.385	598.018	766.623
0.000	0.000	0.000	530.506	284.330	500.893	417.565	192.355	524.202	333.240	291.903	130.324	260.999	235.795	131.481	204.100	326.428	26.456	465.962	121.359	63.476	104.448	598.027	766.731
0.000	0.000	0.000	530.438	284.284	500.908	417.568	192.313	524.249	333.247	291.950	130.341	261.004	235.781	131.479	204.106	326.433	26.430	465.989	121.377	63.486	104.536	598.064	766.868
0.000	0.000	0.000	530.433	284.281	500.938	417.554	192.269	524.292	333.266	291.932	130.331	261.015	235.812	131.472	204.113	326.441	26.440	465.987	121.369	63.487	104.611	598.114	766.956
0.000	0.000	0.000	530.426	284.240	500.989	417.547	192.220	524.328	333.281	291.918	130.339	260.923	235.883	131.438	204.112	326.468	26.448	465.956	121.315	63.515	104.698	598.241	767.056
0.000	0.000	0.000	530.415	284.163	500.998	417.471	192.226	524.390	333.267	291.923	130.350	260.993	235.879	131.484	204.152	326.480	26.482	465.975	121.378	63.479	104.808	598.308	767.125
0.000	0.000	0.000	530.435	284.104	501.029	417.446	192.181	524.378	333.272	291.906	130.332	261.030	235.831	131.472	204.134	326.475	26.469	465.959	121.351	63.473	104.900	598.392	767.219
0.000	0.000	0.000	530.415	284.035	501.034	417.405	192.133	524.425	333.287	291.920	130.364	260.991	235.833	131.477	204.126	326.499	26.466	465.984	121.344	63.458	105.026	598.495	767.353
0.000	0.000	0.000	530.409	283.952	501.049	417.384	192.027	524.481	333.268	291.914	130.346	260.918	235.884	131.451	204.154	326.501	26.458	465.971	121.353	63.429	105.139	598.581	767.437
0.000	0.000	0.000	530.418	283.827	501.075	417.408	191.938	524.473	333.283	291.904	130.335	260.953	235.854	131.490	204.145	326.481	26.480	465.981	121.337	63.414	105.287	598.647	767.572
0.000	0.000	0.000	530.417	283.733	501.131	417.413	191.885	524.522	333.295	291.914	130.346	261.003	235.821	131.469	204.183	326.511	26.484	466.001	121.320	63.418	105.373	598.694	767.658
0.000	0.000	0.000	530.459	283.636	501.127	417.371	191.808	524.557	333.328	291.880	130.363	261.051	235.705	131.476	204.181	326.476	26.468	465.985	121.300	63.439	105.485	598.763	767.716
0.000	0.000	0.000	530.461	283.515	501.139	417.347	191.759	524.569	333.319	291.869	130.342	261.014	235.824	131.498	204.187	326.507	26.490	465.982	121.256	63.415	105.629	598.865	767.840
0.000	0.000	0.000	530.484	283.418	501.139	417.333	191.710	524.619	333.313	291.893	130.341	261.006	235.820	131.500	204.175	326.510	26.479	465.986	121.303	63.411	105.703	598.926	767.918
0.000	0.000	0.000	530.514	283.283	501.146	417.282	191.657	524.646	333.348	291.864	130.366	261.013	235.798	131.492	204.187	326.513	26.526	465.973	121.309	63.406	105.794	598.959	768.009
0.000	0.000	0.000	530.574	283.167	501.160	417.276	191.574	524.661	333.336	291.847	130.378	261.080	235.758	131.519	204.168	326.523	26.538	465.998	121.269	63.389	105.916	599.024	768.102
0.000	0.000	0.000	530.576	283.080	501.166	417.275	191.533	524.666	333.337	291.844	130.389	260.936	235.836	131.475	204.181	326.517	26.532	466.001	121.286	63.390	106.002	599.036	768.163
0.000	0.000	0.000	530.577	282.958	501.152	417.291	191.468	524.693	333.357	291.824	130.397	261.026	235.756	131.535	204.178	326.489	26.559	465.994	121.262	63.383	106.131	599.092	768.247
0.000	0.000	0.000	530.616	282.853	501.153	417.307	191.419	524.707	333.367	291.830	130.412	261.089	235.732	131.558	204.225	326.513	26.538	465.999	121.276	63.418	106.196	599.122	768.291
0.000	0.000	0.000	530.624	282.776	501.160	417.307	191.340	524.723	333.350	291.803	130.422	261.113	235.659	131.592	204.187	326.499	26.585	466.015	121.259	63.397	106.306	599.155	768.381
0.000	0.000	0.000	530.653	282.675	501.159	417.296	191.308	524.723	333.347	291.821	130.439	261.073	235.677	131.556	204.209	326.507	26.605	466.009	121.201	63.407	106.431	599.222	768.444
0.000	0.000	0.000	530.662	282.594	501.135	417.296	191.303	524.761	333.361	291.781	130.442	261.043	235.750	131.545	204.190	326.500	26.614	465.995	121.254	63.381	106.515	599.265	768.514
0.000	0.000	0.000	530.672	282.511	501.111	417.280	191.274	524.759	333.374	291.780	130.483	261.058	235.758	131.601	204.205	326.544	26.607	465.964	121.262	63.391	106.620	599.316	768.560
0.000	0.000	0.000	530.728	282.438	501.110	417.256	191.241	524.787	333.373	291.750	130.452	260.962	235.839	131.565	204.202	326.543	26.604	466.013	121.269	63.398	106.676	599.369	768.583
0.000	0.000	0.000	530.741	282.362	501.087	417.323	191.176	524.798	333.367	291.748	130.458	261.118	235.648	131.638	204.191	326.522	26.611	466.001	121.274	63.368	106.786	599.379	768.631
0.000	0.000	0.000	530.760	282.310	501.061	417.330	191.165	524.800	333.372	291.743	130.464	261.058	235.733	131.659	204.235	326.553	26.628	465.978	121.205	63.376	106.874	599.426	768.656
0.000	0.000	0.000	530.807	282.244	501.026	417.364	191.117	524.821	333.391	291.766	130.492	261.058	235.669	131.628	204.220	326.523	26.646	465.984	121.245	63.385	106.935	599.404	768.669
0.000	0.000	0.000	530.805	282.210	501.019	417.414	191.092	524.849	333.399	291.774	130.488	261.109	235.658	131.649	204.215	326.513	26.605	466.001	121.232	63.375	107.022	599.414	768.720
0.000	0.000	0.000	530.837	282.162	500.998	417.406	191.081	524.847	333.394	291.745	130.488	261.066	235.743	131.659	204.234	326.534	26.626	466.024	121.252	63.325	107.109	599.456	768.751
0.000	0.000	0.000	530.856	282.110	500.952	417.439	191.081	524.857	333.424	291.758	130.510	261.122	235.691	131.662	204.250	326.579	26.620	465.988	121.247	63.333	107.166	599.473	768.740
0.000	0.000	0.000	530.873	282.070	500.957	417.483	191.034	524.861	333.420	291.760	130.521	261.058	235.761	131.680	204.234	326.558	26.653	465.981	121.247	63.368	107.262	599.544	768.808
0.000	0.000	0.000	530.897	282.057	500.960	417.482	191.047	524.871	333.400	291.759	130.487	261.043	235.821	131.716	204.245	326.575	26.680	466.000	121.216	63.312	107.363	599.566	768.790
0.000	0.000	0.000	530.964	282.028	500.923	417.542	191.041	524.891	333.438	291.747	130.517	261.067	235.787	131.757	204.242	326.570	26.673	466.013	121.189	63.322	107.373	599.569	768.813
0.000	0.000	0.000	530.987	282.017	500.929	417.562	191.026	524.895	333.422	291.717	130.475	261.147	235.700	131.744	204.234	326.551	26.670	466.013	121.247	63.304	107.460	599.548	768.800
0.000	0.000	0.000	531.019	281.964	500.913	417.618	190.997	524.923	333.475	291.737	130.530	261.188	235.645	131.720	204.263	326.545	26.672	466.015	121.225	63.301	107.495	599.574	768.782
0.000	0.000	0.000	531.041	281.954	500.880	417.655	190.982	524.907	333.443	291.768	130.501	261.176	235.675	131.756	204.240	326.524	26.673	466.028	121.188	63.313	107.564	599.607	768.762
0.000	0.000	0.000	531.066	281.909	500.887	417.617	190.969	524.925	333.473	291.761	130.513	261.169	235.662	131.740	204.249	326.563	26.673	466.024	121.192	63.284	107.601	599.634	768.775
0.000	0.000	0.000	531.096	281.858	500.875	417.628	191.007	524.918	333.471	291.713	130.498	261.129	235.691	131.735	204.248	326.555	26.686	466.008	121.204	63.299	107.636	599.672	768.763
0.000	0.000	0.000	531.145	281.866	500.863	417.648	190.968	524.905	333.467	291.717	130.510	261.031	235.806	131.687	204.277	326.584	26.692	465.992	121.209	63.289	107.662	599.717	768.752
0.000	0.000	0.000	531.145	281.827	500.860	417.637	191.012	524.889	333.463	291.729	130.523	261.064	235.783	131.741	204.237	326.576	26.682	466.013	121.204	63.310	107.691	599.727	768.740
0.000	0.000	0.000	531.182	281.810	500.809	417.627	191.014	524.878	333.460	291.724	130.507	261.126	235.723	131.677	204.224	326.568	26.672	466.026	121.201	63.278	107.739	599.783	768.735
0.000	0.000	0.000	531.206	281.797	500.784	417.684	190.981	524.866	333.465	291.715	130.526	261.109	235.642	131.699	204.207	326.530	26.646	466.007	121.195	63.265	107.771	599.829	768.724
0.000	0.000	0.000	531.232	281.749	500.796	417.725	191.010	524.844	333.448	291.718	130.510	261.088	235.706	131.717	204.238	326.526	26.677	466.022	121.141	63.275	107.795	599.853	768.698
0.000	0.000	0.000	531.289	281.726	500.756	417.721	191.012	524.833	333.469	291.707	130.513	261.153	235.603	131.718	204.257	326.503	26.681	466.005	121.189	63.255	107.822	599.879	768.674
0.000	0.000	0.000	531.295	281.721	500.755	417.763	191.000	524.827	333.472	291.695	130.509	261.106	235.651	131.690	204.243	326.501	26.684	466.028	121.124	63.278	107.792	599.883	768.655
0.000	0.000	0.000	531.301	281.723	500.756	417.737	191.044	524.842	333.480	291.717	130.508	261.099	235.713	131.725	204.267	326.514	26.663	466.040	121.183	63.253	107.814	599.943	768.635
0.000	0.000	0.000	531.333	281.710	500.744	417.750	191.048	524.788	333.457	291.676	130.498	261.102	235.715	131.733	204.260	326.556	26.673	466.046	121.189	63.245	107.831	599.970	768.609
0.000	0.000	0.000	531.373	281.727	500.752	417.767	191.088	524.811	333.453	291.706	130.481	261.106	235.719	131.724	204.242	326.559	26.650	466.031	121.194	63.264	107.787	599.989	768.549
0.000	0.000	0.000	531.381	281.725	500.716	417.751	191.097	524.799	333.479	291.713	130.515	261.156	235.716	131.740	204.241	326.540	26.683	466.014	121.197	63.253	107.811	600.003	768.512
0.000	0.000	0.000	531.423	281.749	500.731	417.771	191.128	524.765	333.496	291.692	130.470	261.168	235.699	131.674	204.228	326.554	26.664	466.011	121.160	63.238	107.786	599.981	768.463
0.000	0.000	0.000	531.449	281.733	500.708	417.790	191.118	524.778	333.511	291.702	130.500	261.139	235.654	131.666	204.246	326.515	26.649	466.029	121.153	63.239	107.772	599.967	768.438
0.000	0.000	0.000	531.479	281.764	500.714	417.801	191.154	524.766	333.490	291.730	130.469	261.113	235.684	131.682	204.244	326.525	26.618	466.009	121.189	63.254	107.788	599.977	768.411
0.000	0.000	0.000	531.501	281.800	500.674	417.811	191.195	524.762	333.473	291.726	130.492	261.074	235.717	131.637	204.221	326.514	26.646	466.029	121.189	63.234	107.802	600.026	768.425
0.000	0.000	0.000	531.496	281.842	500.661	417.804	191.246	524.757	333.467	291.745	130.480	261.133	235.698	131.684	204.239	326.569	26.623	466.012	121.200	63.260	107.768	600.027	768.399
0.000	0.000	0.000	531.547	281.938	500.635	417.818	191.338	524.685	333.438	291.726	130.469	261.135	235.679	131.673	204.233	326.560	26.639	465.987	121.218	63.280	107.745	600.015	768.365
0.000	0.000	0.000	531.554	281.982	500.623	417.849	191.388	524.754	333.471	291.761	130.488	261.075	235.760	131.649	204.238	326.565	26.647	466.011	121.241	63.264	107.754	600.062	768.382
0.000	0.000	0.000	531.584	282.052	500.590	417.922	191.373	524.757	333.454	291.784	130.490	261.015	235.823	131.676	204.219	326.570	26.648	466.005	121.243	63.289	107.779	600.067	768.383
0.000	0.000	0.000	531.618	282.124	500.552	417.944	191.445	524.751	333.443	291.779	130.473	261.097	235.713	131.694	204.218	326.534	26.610	465.985	121.226	63.289	107.769	600.039	768.360
0.000	0.000	0.000	531.623	282.247	500.553	417.958	191.505	524.744	333.414	291.820	130.445	261.048	235.724	131.671	204.206	326.533	26.600	465.984	121.229	63.282	107.752	600.040	768.348
0.000	0.000	0.000	531.658	282.342	500.499	418.026	191.565	524.757	333.441	291.800	130.479	261.014	235.776	131.680	204.223	326.526	26.599	466.010	121.247	63.299	107.780	600.033	768.317
0.000	0.000	0.000	531.694	282.458	500.501	418.051	191.633	524.751	333.449	291.801	130.467	261.067	235.749	131.778	204.211	326.497	26.574	465.996	121.288	63.314	107.792	600.038	768.296
0.000	0.000	0.000	531.708	282.557	500.439	418.129	191.675	524.741	333.457	291.842	130.467	261.097	235.718	131.757	204.221	326.533	26.601	465.983	121.291	63.319	107.809	600.084	768.286
0.000	0.000	0.000	531.767	282.665	500.419	418.182	191.770	524.757	333.466	291.835	130.483	260.996	235.820	131.731	204.213	326.533	26.604	465.983	121.294	63.314	107.790	600.034	768.267
0.000	0.000	0.000	531.757	282.747	500.343	418.231	191.805	524.726	333.458	291.817	130.456	261.080	235.789	131.728	204.204	326.553	26.615	465.975	121.298	63.306	107.811	600.076	768.238
0.000	0.000	0.000	531.824	282.839	500.325	418.301	191.876	524.688	333.420	291.841	130.437	261.064	235.791	131.820	204.177	326.530	26.578	466.007	121.281	63.332	107.828	600.061	768.206
0.000	0.000	0.000	531.873	282.946	500.299	418.409	191.926	524.710	333.446	291.836	130.405	260.982	235.837	131.746	204.188	326.526	26.587	465.995	121.294	63.293	107.851	600.079	768.182
0.000	0.000	0.000	531.914	283.045	500.222	418.470	191.966	524.660	333.485	291.865	130.448	261.007	235.802	131.683	204.192	326.505	26.590	466.006	121.284	63.298	107.882	600.073	768.161
0.000	0.000	0.000	531.954	283.155	500.199	418.524	192.089	524.595	333.469	291.851	130.438	261.048	235.795	131.687	204.189	326.498	26.582	466.018	121.264	63.319	107.853	600.027	768.094
0.000	0.000	0.000	532.012	283.256	500.145	418.631	192.173	524.609	333.486	291.867	130.445	261.076	235.784	131.670	204.162	326.478	26.568	466.017	121.281	63.297	107.857	600.018	768.075
0.000	0.000	0.000	532.040	283.341	500.093	418.692	192.208	524.583	333.479	291.882	130.394	261.104	235.765	131.729	204.160	326.471	26.569	466.025	121.272	63.275	107.831	599.956	768.034
0.000	0.000	0.000	532.118	283.433	500.032	418.834	192.297	524.541	333.510	291.899	130.416	261.083	235.817	131.695	204.170	326.494	26.560	466.020	121.287	63.302	107.890	599.958	767.996
0.000	0.000	0.000	532.149	283.546	499.973	418.845	192.385	524.478	333.487	291.891	130.400	261.020	235.867	131.684	204.156	326.506	26.561	466.016	121.283	63.263	107.897	599.925	767.972
0.000	0.000	0.000	532.232	283.634	499.885	418.985	192.407	524.463	333.481	291.907	130.402	261.018	235.924	131.639	204.156	326.497	26.566	466.007	121.293	63.261	107.893	599.872	767.915
0.000	0.000	0.000	532.307	283.727	499.857	419.105	192.511	524.458	333.520	291.937	130.389	261.047	235.844	131.671	204.135	326.488	26.536	466.013	121.315	63.252	107.884	599.811	767.852
0.000	0.000	0.000	532.395	283.782	499.775	419.213	192.548	524.405	333.537	291.905	130.349	261.127	235.807	131.658	204.149	326.465	26.541	466.046	121.312	63.239	107.868	599.699	767.807
0.000	0.000	0.000	532.455	283.881	499.727	419.301	192.598	524.390	333.491	291.930	130.346	261.147	235.784	131.712	204.169	326.475	26.527	466.045	121.310	63.262	107.853	599.623	767.734
0.000	0.000	0.000	532.512	283.982	499.687	419.426	192.599	524.362	333.493	291.953	130.350	261.088	235.821	131.711	204.179	326.485	26.526	466.011	121.321	63.300	107.880	599.499	767.689
0.000	0.000	0.000	532.596	284.070	499.660	419.525	192.671	524.301	333.525	291.950	130.334	261.101	235.835	131.709	204.150	326.486	26.508	466.007	121.319	63.272	107.857	599.423	767.638
0.000	0.000	0.000	532.688	284.130	499.595	419.647	192.689	524.234	333.498	291.976	130.321	261.140	235.846	131.687	204.127	326.476	26.525	466.031	121.324	63.289	107.853	599.323	767.597
0.000	0.000	0.000	532.784	284.209	499.543	419.742	192.700	524.197	333.529	291.970	130.316	261.088	235.866	131.712	204.128	326.481	26.524	466.012	121.334	63.281	107.817	599.209	767.546
0.000	0.000	0.000	532.881	284.286	499.507	419.858	192.729	524.132	333.523	291.956	130.327	261.122	235.812	131.722	204.113	326.480	26.503	466.015	121.331	63.280	107.811	599.088	767.490
