NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	8
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:27:47	226745.10205250
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	ASISR	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	toe	sacral
ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
0.000	0.000	0.000	0.000	0.000	0.000	-3738.342	615.276	446.713	-3734.408	513.358	457.097	0.000	0.000	0.000	0.000	0.000	0.000	-3818.920	553.911	40.752	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3733.694	614.638	450.893	-3741.631	513.934	459.927	0.000	0.000	0.000	0.000	0.000	0.000	-3818.724	553.799	40.632	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3728.171	613.452	454.978	-3736.190	512.891	464.362	0.000	0.000	0.000	0.000	0.000	0.000	-3818.162	553.645	40.410	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3722.406	612.380	458.989	-3730.640	512.033	469.219	0.000	0.000	0.000	0.000	0.000	0.000	-3824.071	555.083	40.984	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3716.093	611.095	462.822	-3725.117	511.330	473.755	0.000	0.000	0.000	0.000	0.000	0.000	-3817.242	553.294	40.177	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3709.750	609.919	467.022	-3718.380	510.188	478.513	0.000	0.000	0.000	0.000	0.000	0.000	-3822.861	554.629	40.669	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3702.758	608.761	470.595	-3712.633	509.505	482.838	0.000	0.000	0.000	0.000	0.000	0.000	-3814.572	551.390	39.383	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3695.655	607.730	474.317	-3706.023	508.967	487.222	0.000	0.000	0.000	0.000	0.000	0.000	-3814.349	551.257	38.235	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3688.440	606.851	478.324	-3699.658	508.443	491.545	0.000	0.000	0.000	0.000	0.000	0.000	-3814.028	551.466	37.054	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3680.725	606.047	481.774	-3692.547	507.955	495.817	0.000	0.000	0.000	0.000	0.000	0.000	-3812.767	551.200	36.666	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3672.941	605.455	485.570	-3686.042	507.899	499.042	0.000	0.000	0.000	0.000	0.000	0.000	-3815.732	552.339	35.697	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3664.798	605.020	489.046	-3677.701	507.486	503.824	0.000	0.000	0.000	0.000	0.000	0.000	-3818.708	553.368	34.760	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3656.314	604.621	492.546	-3669.631	507.315	506.842	0.000	0.000	0.000	0.000	0.000	0.000	-3817.478	552.772	34.469	0.000	0.000	0.000
0.000	0.000	0.000	-3382.330	505.349	955.655	-3647.689	604.429	495.661	-3660.562	506.893	510.493	0.000	0.000	0.000	0.000	0.000	0.000	-3816.704	552.424	33.186	0.000	0.000	0.000
0.000	0.000	0.000	-3370.342	505.578	957.924	-3638.784	604.406	498.689	-3649.183	505.971	514.419	0.000	0.000	0.000	0.000	0.000	0.000	-3816.013	552.148	31.393	0.000	0.000	0.000
