NO_OF_SAMPLES	4800
TOT_NO_OF_CHAN	4
FREQUENCY	960.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2020-02-08, 11:50:02	228080.26681630
FIRST_SAMPLE	1
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc
CHANNEL_GAIN	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc	
-0.007477	0.000763	0.008087	-0.012970	
-0.004120	0.007172	0.012054	-0.004425	
-0.006256	0.004730	0.012054	-0.010223	
-0.007782	0.003204	0.005951	-0.009308	
-0.008392	0.001068	0.006256	-0.007782	
-0.009003	-0.000763	0.006866	-0.013275	
-0.003510	0.010223	0.015106	-0.000153	
-0.009003	0.002289	0.010529	-0.003204	
-0.000153	0.004120	0.015411	-0.000763	
-0.006866	0.000763	0.006866	-0.001068	
-0.003815	0.002899	0.006866	-0.000153	
-0.005035	0.001068	0.004425	-0.008392	
-0.003204	0.001984	0.010223	-0.005035	
-0.007477	-0.001068	0.008698	-0.011139	
-0.003510	0.002594	0.009308	-0.011139	
-0.004425	0.002594	0.010223	-0.005035	
-0.001068	0.001678	0.010529	-0.000763	
0.001678	-0.001984	0.006256	-0.004425	
0.001678	-0.005646	0.003815	-0.008392	
-0.002899	-0.008392	0.004120	-0.008392	
-0.001678	-0.011444	0.003204	-0.010223	
0.000458	0.000153	0.012665	-0.005035	
-0.003815	-0.001373	0.008087	-0.009918	
-0.002899	0.003815	0.010223	-0.002899	
-0.015106	0.002289	0.007782	-0.005646	
-0.015411	0.008087	0.011139	-0.005035	
-0.014191	0.005646	0.006256	-0.009918	
-0.012054	0.007172	0.008698	-0.009003	
-0.015106	0.002899	0.004730	-0.010223	
-0.006866	0.007172	0.011749	-0.005035	
-0.006256	-0.001984	0.008392	-0.008392	
-0.001678	0.001984	0.006866	-0.008087	
0.001068	0.004120	0.009003	-0.009003	
0.007172	0.004730	0.009003	-0.005646	
0.012054	0.004425	0.011139	-0.004425	
0.005035	0.000153	0.010529	-0.005035	
-0.003815	-0.001068	0.012054	-0.006256	
-0.003510	-0.001984	0.009003	-0.002899	
-0.003815	-0.000763	0.009003	-0.009308	
-0.004425	0.001068	0.009308	-0.005646	
0.000763	0.008087	0.013275	0.001678	
