NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	9
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:50:02	228080.26681630
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	ASISR	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	heel	toe	sacral
ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	heel X	heel Y	heel Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
-2852.581	870.189	1032.525	-2865.787	593.581	1048.299	-2708.644	658.200	586.628	-2758.021	537.514	608.571	-2889.046	640.872	205.042	-2933.597	565.926	190.637	0.000	0.000	0.000	-2697.984	590.875	84.888	-3075.882	738.772	1080.259
-2850.766	869.950	1031.825	-2864.321	593.702	1048.286	-2706.652	658.612	587.188	-2755.617	537.780	609.153	-2883.769	641.063	203.891	-2927.266	565.460	189.066	0.000	0.000	0.000	-2691.737	591.262	85.335	-3074.446	738.603	1080.305
-2849.609	869.964	1031.685	-2862.890	593.786	1048.357	-2704.475	658.934	587.775	-2753.256	538.061	609.621	-2878.096	641.034	203.308	-2921.986	565.714	188.418	0.000	0.000	0.000	-2685.142	591.513	85.875	-3073.003	738.439	1080.362
-2848.694	870.152	1031.637	-2860.544	593.366	1047.918	-2702.363	659.346	588.372	-2750.864	538.479	609.862	-2872.119	640.988	202.336	-2915.264	565.217	186.811	0.000	0.000	0.000	-2678.531	591.917	86.272	-3071.578	738.262	1080.437
-2847.676	870.284	1031.540	-2857.417	592.529	1049.706	-2700.407	659.628	588.849	-2748.554	538.829	610.155	-2866.165	640.912	201.211	-2910.000	565.538	185.909	0.000	0.000	0.000	-2671.530	591.829	87.104	-3070.123	738.051	1080.610
-2846.681	870.433	1031.445	-2856.453	593.045	1048.731	-2698.250	660.028	589.347	-2746.239	539.187	610.433	-2860.502	640.931	200.529	-2903.466	565.452	184.277	-2970.287	608.891	84.340	-2664.270	591.974	87.879	-3068.645	737.866	1080.710
-2844.812	870.207	1030.747	-2854.894	592.909	1048.755	-2696.442	660.413	589.749	-2744.018	539.501	610.765	-2855.075	641.162	198.743	-2896.694	564.840	182.562	-2964.078	608.867	82.636	-2657.234	592.443	88.512	-3067.041	737.684	1080.694
-2843.253	869.999	1030.259	-2853.332	592.996	1048.739	-2694.536	660.800	590.122	-2741.793	539.806	611.010	-2848.409	640.957	197.665	-2890.915	565.196	181.625	-2959.764	609.513	82.687	-2649.970	592.777	89.205	-3065.515	737.434	1080.752
-2841.855	869.963	1029.963	-2851.607	592.970	1048.741	-2692.793	661.279	590.382	-2739.636	540.157	611.179	-2842.405	640.931	196.384	-2883.884	564.888	179.812	-2956.673	612.913	82.461	-2642.615	593.116	90.050	-3063.854	737.180	1080.764
-2840.628	870.079	1029.709	-2851.607	592.170	1048.514	-2691.097	661.626	590.792	-2737.413	540.568	611.186	-2836.018	640.809	195.475	-2877.009	564.441	178.269	0.000	0.000	0.000	-2636.387	593.581	89.849	-3062.268	736.963	1080.868
-2839.011	870.015	1029.314	-2850.166	592.459	1047.782	-2689.019	661.979	591.058	-2735.268	540.945	611.289	-2829.787	640.895	193.945	-2870.955	564.819	177.032	0.000	0.000	0.000	-2628.759	593.815	90.599	-3060.650	736.673	1080.912
-2837.537	870.073	1028.908	-2846.567	593.231	1047.657	-2687.258	662.420	591.317	-2732.936	541.214	611.126	-2822.813	640.550	192.868	-2863.506	564.413	175.073	0.000	0.000	0.000	-2620.999	594.221	91.393	-3059.001	736.498	1080.915
-2835.946	869.782	1028.483	-2844.674	593.226	1047.623	-2685.424	662.828	591.543	-2731.031	541.756	611.237	-2816.144	640.463	191.937	-2855.968	563.816	173.301	0.000	0.000	0.000	-2613.287	594.790	92.162	-3057.293	736.267	1080.917
-2834.816	869.904	1028.393	-2843.314	593.345	1047.138	-2683.487	663.207	591.717	-2728.985	542.103	611.263	-2810.071	640.598	190.246	-2850.056	564.269	172.387	0.000	0.000	0.000	-2605.449	595.217	93.144	-3055.635	735.962	1080.992
-2832.987	869.645	1027.756	-2841.601	593.279	1046.952	-2681.788	663.599	591.894	-2726.618	542.622	610.802	-2802.795	640.418	188.939	-2842.384	563.828	170.475	0.000	0.000	0.000	-2597.538	595.841	93.857	-3053.911	735.696	1081.046
-2831.150	869.404	1027.222	-2840.459	593.619	1045.982	-2679.894	663.966	592.044	-2724.631	542.971	610.728	-2796.270	640.396	187.580	-2834.450	563.230	168.571	0.000	0.000	0.000	-2589.734	596.550	94.517	-3052.037	735.414	1080.957
-2829.535	869.234	1026.837	-2838.684	593.476	1045.683	-2678.329	664.394	592.099	-2722.553	543.418	610.454	-2789.109	640.175	186.548	-2827.674	563.201	167.341	0.000	0.000	0.000	-2581.568	597.050	95.177	-3050.218	735.127	1080.905
-2827.923	869.190	1026.495	-2836.388	593.379	1045.333	-2676.522	664.718	592.183	-2720.524	543.895	610.202	-2782.134	640.072	185.118	-2820.302	563.236	165.801	0.000	0.000	0.000	-2573.326	597.483	96.396	-3048.400	734.866	1080.848
-2826.261	869.126	1026.101	-2834.373	593.107	1045.295	-2674.889	665.086	592.235	-2718.510	544.284	610.002	-2775.039	639.828	184.154	-2812.545	562.897	163.882	0.000	0.000	0.000	-2565.240	598.058	97.453	-3046.552	734.522	1080.838
-2824.607	869.057	1025.660	-2834.987	593.499	1046.143	-2673.843	665.794	591.660	-2716.542	544.683	609.785	-2765.091	640.027	183.424	-2806.155	562.748	161.744	0.000	0.000	0.000	-2556.904	598.679	98.449	-3044.727	734.254	1080.807
-2823.011	868.954	1025.277	-2833.182	593.113	1045.929	-2671.939	666.126	591.527	-2714.672	544.994	609.686	-2757.862	639.712	182.157	-2797.771	561.306	160.334	0.000	0.000	0.000	-2548.744	599.310	99.644	-3042.802	733.990	1080.713
-2821.040	868.625	1024.598	-2831.347	592.808	1045.626	-2670.302	666.516	591.384	-2711.912	544.918	609.922	-2750.636	639.613	180.849	-2787.859	558.917	159.503	0.000	0.000	0.000	-2540.483	600.295	100.407	-3040.804	733.685	1080.576
-2819.103	868.398	1024.066	-2829.177	592.944	1045.051	-2668.560	666.812	591.296	-2710.011	545.552	609.337	-2743.639	639.473	180.014	-2776.880	555.925	159.101	0.000	0.000	0.000	-2534.820	602.040	100.224	-3038.860	733.333	1080.509
-2817.295	868.285	1023.684	-2827.002	593.001	1044.327	-2666.604	667.161	591.163	-2708.211	546.094	608.742	-2736.202	639.404	178.748	-2765.300	552.677	158.977	0.000	0.000	0.000	-2526.489	602.547	101.821	-3036.848	732.992	1080.413
-2815.511	868.208	1023.293	-2824.959	592.808	1043.847	-2665.144	667.522	590.966	-2706.401	546.594	608.295	-2728.768	639.195	177.756	-2753.582	549.518	158.981	0.000	0.000	0.000	-2518.064	603.125	103.088	-3034.789	732.674	1080.318
-2813.005	867.672	1022.369	-2822.798	592.889	1043.171	-2663.499	667.915	590.819	-2704.596	546.979	607.831	-2721.603	639.387	176.414	-2742.190	546.793	158.962	0.000	0.000	0.000	-2509.622	603.922	104.582	-3032.656	732.323	1080.097
-2811.576	867.714	1022.291	-2820.719	592.484	1042.904	-2661.678	668.197	590.702	-2702.708	547.359	607.456	-2713.386	639.207	175.709	-2731.586	544.847	158.770	0.000	0.000	0.000	-2501.182	604.644	106.119	-3030.533	732.014	1079.941
-2809.347	867.231	1021.685	-2818.870	591.403	1043.247	-2660.289	668.486	590.427	-2700.798	547.855	606.751	-2706.030	639.201	174.456	-2722.236	544.026	158.255	0.000	0.000	0.000	-2492.832	605.417	107.850	-3028.478	731.728	1079.768
-2807.494	867.062	1021.207	-2816.658	591.415	1042.378	-2659.304	669.104	589.590	-2698.944	548.200	606.266	-2697.135	639.789	173.491	-2714.602	544.675	157.267	0.000	0.000	0.000	-2484.262	606.117	109.450	-3026.308	731.369	1079.713
-2805.421	866.817	1020.681	-2814.547	590.971	1042.229	-2657.663	669.427	589.280	-2697.195	548.505	605.802	-2689.663	639.807	172.274	-2706.464	544.185	156.712	0.000	0.000	0.000	-2475.994	606.878	111.368	-3024.152	731.018	1079.483
-2803.398	866.654	1020.250	-2812.213	590.946	1041.452	-2656.082	669.741	588.906	-2695.356	548.873	605.202	-2682.119	639.447	171.682	-2698.828	544.421	155.591	0.000	0.000	0.000	-2467.739	607.639	113.462	-3021.864	730.691	1079.201
-2801.376	866.526	1019.819	-2809.975	590.687	1040.842	-2654.484	670.089	588.500	-2693.508	549.180	604.538	-2674.070	639.775	171.045	-2691.244	544.839	154.535	0.000	0.000	0.000	-2459.498	608.315	115.731	-3019.580	730.357	1078.919
-2799.177	866.085	1019.264	-2807.732	590.326	1040.553	-2652.709	670.354	588.130	-2691.704	549.474	603.915	-2666.630	640.146	169.859	-2683.078	544.420	153.719	0.000	0.000	0.000	-2455.344	609.131	116.658	-3017.248	729.975	1078.733
-2796.490	865.469	1018.416	-2805.396	590.787	1040.063	-2651.278	670.672	587.614	-2690.018	549.711	603.377	-2661.573	638.703	169.919	-2675.447	544.065	151.837	0.000	0.000	0.000	-2447.103	609.734	119.137	-3014.935	729.624	1078.431
-2794.298	865.175	1018.008	-2803.167	589.456	1039.641	-2649.675	671.041	586.995	-2688.282	550.073	602.614	-2654.147	638.585	169.607	-2667.501	543.932	151.390	0.000	0.000	0.000	-2439.020	610.279	121.646	-3012.546	729.239	1078.224
-2792.230	864.994	1017.533	-2800.877	589.056	1039.165	-2648.595	671.648	586.130	-2686.397	550.506	601.688	-2647.331	638.955	168.833	-2659.958	544.121	150.063	0.000	0.000	0.000	-2430.976	610.841	124.224	-3010.177	728.885	1077.902
-2790.124	864.942	1017.097	-2798.310	588.976	1038.464	-2646.994	672.042	585.570	-2684.675	550.745	601.069	-2639.864	638.832	168.648	-2651.887	543.626	149.924	0.000	0.000	0.000	-2423.120	611.326	126.848	-3007.725	728.545	1077.590
-2787.791	864.572	1016.593	-2795.864	588.814	1037.841	-2645.098	672.349	585.024	-2683.000	550.950	600.399	-2632.577	638.798	167.898	-2644.443	543.693	149.144	-2719.550	609.772	36.051	-2415.321	611.685	129.524	-3005.283	728.202	1077.243
-2784.977	863.944	1015.748	-2793.536	588.282	1037.478	-2643.367	672.642	584.494	-2681.130	551.255	599.574	-2625.551	638.965	167.725	-2636.985	543.887	148.670	-2710.595	609.633	34.637	-2407.492	611.976	132.023	-3002.797	727.802	1076.966
-2782.307	863.338	1015.111	-2790.831	588.782	1036.776	-2641.838	673.258	583.640	-2679.290	551.462	598.846	-2618.377	638.974	167.681	-2629.477	543.794	148.564	-2701.664	609.269	33.030	-2399.878	612.265	134.545	-3000.230	727.358	1076.672
-2779.912	863.111	1014.594	-2788.406	587.262	1036.542	-2640.167	673.627	582.870	-2677.316	551.863	597.935	-2611.345	639.160	167.166	-2622.453	544.201	147.785	-2692.655	609.297	32.183	-2392.353	612.724	136.997	-2997.593	726.990	1076.288
-2777.648	862.961	1014.176	-2785.814	587.037	1035.778	-2638.426	673.938	582.177	-2675.442	552.117	597.179	-2604.089	639.012	167.190	-2615.113	544.410	147.990	-2684.218	609.243	31.420	-2384.822	612.904	139.462	-2994.918	726.573	1075.966
-2775.110	862.558	1013.574	-2783.209	586.535	1035.376	-2636.489	674.302	581.690	-2673.513	552.345	596.378	-2600.190	640.134	165.664	-2607.882	544.408	147.907	-2675.845	609.274	30.607	-2377.604	612.847	141.999	-2992.243	726.154	1075.582
-2772.106	861.832	1012.691	-2780.328	586.695	1034.240	-2634.734	674.660	581.109	-2671.614	552.557	595.693	-2593.955	640.074	165.832	-2600.806	544.660	147.437	-2667.394	609.047	29.485	-2370.399	613.052	144.323	-2989.510	725.762	1075.291
-2769.353	861.257	1012.056	-2777.818	586.079	1033.893	-2633.043	675.328	580.030	-2669.568	552.958	594.699	-2586.932	640.136	165.278	-2593.871	544.780	147.641	-2659.092	608.821	28.628	-2363.298	613.152	146.701	-2986.852	725.385	1074.948
-2766.865	861.103	1011.537	-2775.105	585.367	1033.584	-2631.192	675.720	579.347	-2667.399	553.295	593.820	-2580.457	640.088	165.617	-2587.040	544.976	147.785	-2651.016	608.612	27.971	-2356.394	613.084	149.042	-2984.127	724.909	1074.687
-2762.587	860.011	1009.804	-2772.276	584.785	1033.140	-2629.048	676.100	578.746	-2665.369	553.443	593.187	-2573.857	640.121	165.787	-2580.174	545.048	147.616	-2643.015	608.524	27.250	-2349.666	612.912	151.363	-2981.292	724.477	1074.310
-2761.793	860.536	1010.579	-2769.417	584.656	1032.160	-2627.199	676.518	578.228	-2663.301	553.607	592.614	-2567.528	640.403	165.834	-2573.630	545.314	147.060	-2635.382	608.619	26.713	-2342.940	612.687	153.760	-2978.419	724.035	1073.892
-2757.249	859.089	1008.749	-2766.572	584.144	1031.785	-2625.103	677.055	577.350	-2660.964	553.920	591.637	-2561.106	640.739	165.795	-2567.180	545.330	147.221	-2627.689	608.481	26.063	-2336.417	612.546	155.728	-2975.466	723.556	1073.599
-2755.648	859.216	1008.971	-2763.526	584.183	1030.785	-2623.005	677.521	576.577	-2658.725	554.205	590.833	-2554.982	640.900	166.122	-2560.810	545.638	147.709	-2620.322	608.649	25.672	-2330.280	612.558	157.699	-2972.532	723.099	1073.254
-2753.003	858.988	1008.410	-2760.474	583.679	1030.159	-2621.003	678.012	575.842	-2656.543	554.343	590.239	-2548.889	641.060	166.451	-2554.712	545.897	148.016	-2613.016	608.753	25.184	-2324.106	612.422	159.654	-2969.589	722.641	1072.871
-2750.453	858.758	1008.062	-2757.697	582.539	1030.266	-2618.732	678.420	575.308	-2654.252	554.610	589.451	-2542.676	641.232	166.166	-2549.033	546.443	148.227	-2606.054	608.920	24.916	-2318.102	612.216	161.488	-2966.538	722.215	1072.519
-2746.851	857.761	1007.008	-2754.602	582.380	1029.461	-2616.716	679.059	574.317	-2651.837	554.741	588.800	-2537.081	641.557	166.662	-2543.415	546.932	147.719	-2599.352	609.240	24.511	-2312.192	611.949	163.112	-2963.512	721.774	1072.135
-2742.524	856.771	1005.330	-2751.477	582.069	1028.688	-2614.380	679.468	573.775	-2649.448	555.162	587.820	-2531.359	641.812	166.826	-2537.591	547.262	147.778	-2592.847	609.488	24.185	-2306.510	611.583	164.626	-2960.531	721.258	1071.832
-2739.827	856.384	1004.852	-2748.199	582.117	1027.669	-2611.805	679.822	572.988	-2646.907	555.402	587.023	-2525.943	642.203	166.957	-2532.189	547.572	147.871	-2586.573	610.001	23.964	-2300.969	611.328	166.009	-2957.442	720.798	1071.522
-2738.372	856.789	1005.376	-2745.261	581.025	1027.821	-2609.695	680.240	572.299	-2644.565	555.523	586.354	-2520.824	642.472	167.244	-2526.709	547.772	147.860	-2580.731	610.433	23.673	-2295.764	611.016	167.300	-2954.344	720.325	1071.054
-2733.365	855.303	1003.432	-2741.962	580.645	1027.154	-2606.723	680.473	571.951	-2642.088	555.668	585.688	-2515.540	642.847	167.019	-2521.600	547.960	147.823	-2578.078	614.417	20.154	-2290.646	610.775	168.203	-2951.133	719.851	1070.619
-2730.579	855.080	1002.888	-2738.633	580.120	1026.670	-2604.196	680.707	571.482	-2639.298	555.963	584.795	-2510.776	643.165	167.078	-2517.381	548.894	147.530	-2572.833	613.243	19.424	-2285.748	610.605	169.056	-2947.920	719.335	1070.242
-2728.948	855.178	1003.350	-2735.405	579.851	1026.097	-2601.937	681.324	570.340	-2637.064	556.502	583.859	-2506.115	643.384	167.064	-2512.727	549.275	147.331	-2567.660	612.556	19.111	-2281.116	610.332	169.776	-2944.751	718.817	1069.848
-2725.834	854.693	1002.937	-2732.038	579.493	1025.564	-2599.585	681.614	569.555	-2634.272	556.427	583.189	-2501.634	643.569	166.991	-2508.355	549.658	147.315	-2562.670	612.516	18.777	-2276.782	610.148	170.261	-2941.497	718.351	1069.386
-2721.494	853.907	1001.453	-2728.686	578.776	1025.254	-2596.635	681.809	569.158	-2631.347	556.393	582.378	-2497.535	643.853	166.776	-2504.097	549.962	147.230	-2558.149	612.580	18.460	-2272.587	610.052	170.608	-2938.201	717.910	1068.913
-2719.713	854.089	1001.756	-2725.167	578.471	1024.625	-2593.820	681.906	568.711	-2628.466	556.280	581.862	-2493.397	644.185	166.195	-2500.308	550.257	146.934	-2553.944	612.822	17.989	-2268.802	610.090	170.846	-2934.913	717.426	1068.425
-2714.548	852.701	1000.005	-2721.583	578.166	1023.880	-2590.865	682.119	567.820	-2625.321	556.538	580.687	-2490.033	644.495	165.940	-2496.702	550.564	145.984	-2550.111	612.952	17.559	-2265.247	610.205	170.890	-2931.567	716.931	1067.998
-2711.716	852.504	999.692	-2717.860	578.146	1023.148	-2588.004	682.397	566.865	-2622.180	556.482	580.032	-2486.714	644.630	165.522	-2493.301	550.826	145.585	-2546.634	613.128	16.978	-2261.738	610.660	170.266	-2928.186	716.387	1067.570
-2708.702	852.359	999.302	-2714.349	577.465	1022.960	-2584.499	682.054	566.497	-2618.958	556.328	579.403	-2483.747	644.904	164.911	-2490.208	551.023	145.101	-2543.559	613.206	16.491	-2258.664	610.842	169.785	-2924.720	715.806	1067.017
-2706.756	852.396	999.947	-2710.648	576.820	1022.548	-2580.875	681.888	566.102	-2615.539	556.324	578.569	-2480.843	645.300	163.926	-2487.148	551.073	144.487	-2541.282	613.267	16.679	-2255.891	611.199	169.108	-2921.143	715.314	1066.458
-2701.622	851.258	998.200	-2706.852	576.508	1021.923	-2577.543	681.754	565.448	-2612.108	556.071	578.037	-2478.268	645.406	163.301	-2484.321	551.285	143.250	-2539.205	613.233	16.729	-2253.171	611.780	167.539	-2917.588	714.789	1066.015
-2698.833	850.954	998.025	-2703.117	576.119	1021.514	-2574.357	681.845	564.418	-2608.531	556.021	577.264	-2475.653	645.358	162.151	-2481.909	551.460	142.977	-2537.643	613.137	16.766	-2250.569	612.189	165.752	-2914.025	714.193	1065.600
-2695.333	850.632	997.533	-2699.093	576.046	1020.757	-2571.681	681.856	563.681	-2604.973	555.916	576.664	-2473.835	645.700	161.279	-2479.779	551.575	142.406	-2536.436	612.941	16.873	-2248.363	612.938	163.522	-2910.372	713.646	1065.113
-2691.482	849.968	996.732	-2695.322	575.176	1020.747	-2567.592	681.426	563.230	-2601.367	555.793	576.082	-2471.967	645.795	160.292	-2477.996	551.900	141.019	-2535.637	612.806	16.977	-2246.685	613.484	161.183	-2906.715	713.090	1064.719
-2688.277	849.736	996.586	-2691.508	574.408	1020.673	-2563.957	681.143	562.397	-2597.570	555.795	575.277	-2470.575	645.979	159.295	-2476.484	552.026	140.239	-2535.254	612.736	17.106	-2244.925	614.287	158.267	-2902.918	712.536	1064.344
-2685.062	849.493	996.313	-2687.356	574.235	1020.025	-2560.051	680.671	562.093	-2593.825	555.511	574.723	-2469.451	646.001	158.114	-2474.787	551.743	139.112	-2535.229	612.696	17.185	-2243.752	615.009	155.528	-2899.125	711.906	1063.970
-2682.963	849.844	996.962	-2683.122	574.027	1019.425	-2556.388	680.492	561.462	-2589.950	555.230	574.150	-2468.593	646.215	156.705	-2473.954	552.171	137.469	-2535.281	612.626	17.210	-2242.571	615.891	152.313	-2895.197	711.256	1063.530
-2677.524	848.428	995.363	-2679.182	573.078	1019.573	-2553.106	680.260	560.754	-2586.138	555.006	573.591	-2468.161	646.507	155.261	-2473.277	552.241	136.959	-2535.632	612.730	17.450	-2241.762	616.779	149.432	-2891.269	710.593	1063.154
-2674.095	848.128	994.919	-2674.973	572.641	1019.141	-2548.791	679.633	560.327	-2582.248	554.801	573.139	-2467.757	646.574	153.878	-2472.575	552.362	134.852	-2536.052	612.857	17.678	-2240.997	617.700	146.499	-2887.229	709.883	1062.807
-2671.326	847.969	995.310	-2670.506	572.336	1018.505	-2544.766	678.902	560.013	-2578.187	554.769	572.252	-2467.595	646.677	152.610	-2471.726	552.213	133.753	-2536.268	612.840	17.843	-2240.098	618.757	143.488	-2883.185	709.173	1062.454
-2666.423	847.291	993.985	-2666.195	572.101	1018.053	-2540.965	678.421	559.667	-2574.261	554.335	571.846	-2467.557	646.833	151.371	-2471.289	552.446	132.909	-2536.382	612.826	17.965	-2239.511	619.562	140.972	-2879.060	708.465	1062.095
-2662.808	846.830	993.891	-2661.796	571.538	1017.899	-2537.984	678.406	558.432	-2570.201	554.009	571.217	-2466.925	647.027	149.471	-2470.944	552.849	130.977	-2536.465	612.859	18.100	-2238.670	620.537	138.198	-2874.909	707.724	1061.818
-2659.068	846.437	993.569	-2657.559	570.438	1018.131	-2533.719	677.621	558.102	-2566.133	553.776	570.809	-2466.585	647.102	148.321	-2469.822	552.357	130.069	-2536.364	612.872	18.239	-2237.899	621.213	135.877	-2870.741	706.952	1061.499
-2654.475	845.665	992.970	-2652.975	570.176	1017.684	-2529.486	676.728	557.843	-2562.205	553.586	570.268	-2465.840	647.140	147.250	-2468.856	552.541	128.332	-2536.101	612.967	18.403	-2236.968	622.142	133.129	-2866.455	706.115	1061.195
-2651.112	845.573	992.805	-2648.468	569.743	1017.454	-2525.923	676.064	557.521	-2558.253	553.504	569.370	-2464.442	647.276	145.620	-2467.908	553.075	127.789	-2535.917	613.076	18.633	-2235.155	622.911	130.633	-2862.098	705.305	1060.853
-2648.731	848.544	992.246	-2643.910	568.989	1017.478	-2522.311	675.448	557.084	-2554.291	553.146	568.888	-2463.049	647.231	144.618	-2466.130	552.659	126.871	-2535.592	613.294	18.892	-2234.603	623.041	127.945	-2857.708	704.383	1060.520
-2644.044	847.795	991.717	-2639.059	568.754	1016.844	-2518.662	674.711	556.061	-2550.607	552.843	568.236	-2461.487	647.236	143.792	-2464.766	552.767	125.203	-2535.204	613.371	19.317	-2232.612	623.472	125.426	-2853.292	703.483	1060.273
-2640.205	847.508	991.403	-2634.450	568.104	1016.878	-2514.889	673.912	555.592	-2547.065	552.550	567.663	-2459.749	647.283	142.900	-2462.878	552.588	124.588	-2534.774	613.425	19.616	-2231.844	623.380	122.538	-2848.769	702.611	1059.959
-2636.393	847.238	991.320	-2629.601	567.954	1016.347	-2511.599	673.322	554.989	-2543.566	552.299	566.899	-2457.942	647.434	141.637	-2461.122	552.564	124.082	-2534.450	613.730	19.972	-2230.365	623.285	119.676	-2844.319	701.612	1059.761
-2631.553	846.240	990.927	-2624.757	567.399	1016.232	-2507.822	672.596	554.637	-2540.236	552.014	565.871	-2456.144	647.433	140.713	-2460.185	553.227	122.616	-2534.350	614.212	20.548	-2228.748	623.134	116.555	-2839.758	700.697	1059.514
-2626.821	845.583	990.652	-2620.129	566.273	1016.717	-2504.108	671.886	553.774	-2536.898	551.304	565.419	-2454.481	647.510	139.908	-2458.304	552.958	122.132	-2534.217	614.650	20.938	-2226.542	623.129	113.469	-2835.133	699.711	1059.303
-2623.047	845.343	990.809	-2615.104	565.998	1016.350	-2500.559	671.175	553.394	-2533.787	550.710	564.712	-2453.027	647.637	139.271	-2457.195	553.287	121.486	-2534.015	615.157	21.112	-2225.813	622.603	110.536	-2830.486	698.761	1059.108
-2618.269	844.452	990.703	-2610.115	565.503	1016.343	-2497.875	670.930	552.417	-2530.602	550.068	564.134	-2451.450	647.729	138.324	-2455.690	553.109	121.066	-2533.629	615.878	21.420	-2224.542	622.350	107.739	-2825.749	697.743	1058.913
-2613.541	843.677	990.371	-2605.181	564.787	1016.469	-2494.190	670.248	552.116	-2527.306	549.666	563.082	-2450.021	647.891	137.486	-2454.726	553.494	119.648	-2533.395	616.562	21.654	-2223.383	622.147	105.239	-2820.915	696.765	1058.779
-2608.764	843.066	990.540	-2600.093	564.345	1016.296	-2490.155	669.420	552.086	-2523.851	548.836	562.650	-2448.848	648.098	136.869	-2453.589	553.622	119.138	-2532.869	617.201	22.135	-2222.225	622.060	102.714	-2816.088	695.763	1058.770
-2604.311	842.411	990.549	-2595.072	563.832	1016.406	-2486.900	668.877	551.969	-2518.638	548.915	564.152	-2447.762	648.196	136.430	-2456.800	559.025	116.486	-2532.049	617.561	23.063	-2220.642	622.312	100.589	-2811.189	694.804	1058.863
-2598.947	841.316	990.469	-2589.726	563.828	1016.041	-2483.424	668.360	551.937	-2509.924	548.007	565.142	-2446.515	648.279	135.913	-2455.844	559.246	116.256	-2529.567	614.055	25.945	-2220.364	622.302	98.358	-2806.346	693.902	1058.896
-2593.301	840.232	990.300	-2584.892	562.585	1016.917	-2479.980	667.884	552.028	-2506.048	547.606	565.034	-2445.462	648.343	135.524	-2455.476	559.897	115.838	-2529.423	614.064	26.063	-2218.639	622.855	96.102	-2801.455	692.982	1058.984
-2588.987	839.655	990.688	-2579.907	561.785	1017.413	-2476.548	667.584	551.766	-2501.673	546.889	565.309	-2444.457	648.453	135.047	-2454.729	560.071	115.652	-2529.339	614.103	26.178	-2218.713	623.008	94.370	-2796.505	692.104	1059.223
-2584.402	838.974	991.252	-2574.756	561.248	1017.605	-2472.044	666.847	552.429	-2497.294	546.337	565.513	-2443.548	648.608	134.601	-2453.888	560.363	115.153	-2529.166	614.137	26.268	-2217.952	623.371	92.564	-2791.658	691.189	1059.504
-2578.597	837.594	991.373	-2569.573	560.852	1017.655	-2468.387	666.452	552.867	-2492.937	546.081	565.838	-2442.796	648.689	134.444	-2453.012	560.512	114.926	-2529.064	614.087	26.355	-2216.711	623.873	91.252	-2786.732	690.339	1059.758
-2573.591	836.460	991.825	-2564.539	559.612	1018.573	-2464.252	665.976	553.656	-2488.653	545.781	565.929	-2442.082	648.725	134.328	-2452.435	560.650	114.863	-2528.904	614.016	26.439	-2216.899	623.975	89.924	-2781.735	689.468	1060.157
-2568.414	835.451	992.080	-2559.590	558.735	1019.121	-2460.844	665.791	553.693	-2484.418	545.553	566.096	-2441.423	648.715	134.244	-2451.897	560.857	114.785	-2528.866	613.991	26.582	-2216.406	624.164	88.600	-2776.842	688.636	1060.481
-2563.375	834.482	992.805	-2554.576	558.018	1019.655	-2456.886	665.459	553.776	-2479.845	545.105	566.358	-2440.858	648.758	134.177	-2451.259	560.798	114.502	-2528.782	613.967	26.653	-2215.977	624.283	87.531	-2774.121	687.668	1060.667
-2558.703	833.426	993.563	-2549.706	556.580	1020.864	-2452.714	664.824	554.535	-2475.466	544.734	566.677	-2440.276	648.715	134.061	-2450.862	561.014	114.424	-2528.683	613.916	26.738	-2215.650	624.319	86.633	-2769.190	686.868	1061.139
-2553.145	832.008	994.075	-2544.681	555.871	1021.308	-2448.440	664.159	555.253	-2471.241	544.613	566.821	-2439.695	648.719	134.009	-2450.012	560.697	114.638	-2528.640	613.895	26.824	-2215.441	624.091	86.025	-2764.279	686.094	1061.561
-2546.565	827.523	995.112	-2539.704	554.958	1021.901	-2444.834	663.721	555.753	-2467.243	544.494	567.108	-2439.162	648.745	133.919	-2445.251	555.381	117.028	-2528.604	613.854	26.853	-2215.007	624.267	84.914	-2759.344	685.339	1062.016
-2540.972	825.965	995.671	-2534.760	553.733	1023.026	-2441.150	663.274	556.164	-2463.112	544.187	567.562	-2438.554	648.819	133.775	-2444.771	555.401	116.993	-2528.554	613.880	26.953	-2214.798	624.186	84.315	-2754.401	684.549	1062.398
-2535.552	824.562	996.115	-2529.852	552.362	1024.113	-2437.033	662.642	556.523	-2458.888	543.738	567.696	-2437.960	648.947	133.670	-2444.332	555.530	116.935	-2528.511	613.797	26.994	-2214.562	624.092	83.736	-2749.491	683.709	1062.926
-2530.662	823.159	997.100	-2524.762	551.659	1024.532	-2433.007	661.874	556.954	-2454.627	543.406	567.869	-2437.099	649.273	133.498	-2443.945	555.637	116.883	-2528.381	613.764	26.997	-2213.691	624.283	83.219	-2744.513	682.910	1063.327
