NO_OF_SAMPLES	4800
TOT_NO_OF_CHAN	4
FREQUENCY	960.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2020-02-08, 11:16:07	226045.84438660
FIRST_SAMPLE	1
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Vastus Lateralis	Vastus Medialis	Lateral Gastroc	Tibialis Anterior
CHANNEL_GAIN	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
Vastus Lateralis	Vastus Medialis	Lateral Gastroc	Tibialis Anterior	
-0.127718	-0.089875	0.037690	-0.022125	
-0.100252	-0.079499	0.073396	0.002594	
-0.096285	-0.077973	0.065156	-0.000763	
-0.093232	-0.097811	0.194858	0.002899	
-0.061189	-0.124666	0.248875	0.004425	
-0.050508	-0.130159	0.131075	-0.001984	
-0.069428	-0.089875	0.019073	-0.001678	
0.008392	0.001678	-0.122225	-0.007172	
0.087129	0.050813	-0.083772	-0.032807	
0.155489	0.024872	0.071259	-0.048066	
0.289769	0.045014	-0.002899	-0.019073	
0.408790	0.066682	0.114901	-0.013580	
0.207370	0.070039	0.151522	-0.012054	
-0.036164	0.071565	0.134737	-0.011444	
-0.055390	0.137484	-0.236057	0.007172	
0.008087	0.214999	-0.532998	-0.003204	
-0.064240	0.262302	-0.184176	0.003204	
-0.202182	0.254063	0.106356	-0.010223	
-0.336461	0.166171	0.082856	-0.022430	
-0.432288	0.016022	0.683146	0.004120	
-0.402685	-0.155794	0.598307	0.005035	
-0.174411	-0.302587	0.152742	-0.003510	
0.053864	-0.467689	-0.030060	-0.007172	
0.100252	-0.395361	-0.540017	0.004425	
0.094759	-0.170138	-0.761578	0.018768	
0.060884	-0.006256	-0.395056	0.012360	
0.026398	-0.004120	-0.104219	-0.016327	
0.075837	0.017242	-0.013580	-0.016022	
0.126192	0.089570	0.153658	-0.012970	
0.138094	0.118258	0.028839	-0.001984	
0.118258	0.085298	0.453956	-0.007172	
0.100863	0.079499	0.553140	-0.013580	
0.084382	0.089570	0.115511	-0.012054	
0.007172	0.106661	0.025482	0.001068	
-0.090180	0.108187	-0.013885	-0.000763	
-0.142061	0.091401	-0.044709	-0.005951	
-0.121614	0.041963	-0.041963	0.003815	
-0.078584	-0.019684	-0.115206	-0.003510	
-0.013580	-0.056001	-0.137484	0.001678	
0.070344	-0.034944	0.052949	-0.001678	
0.109407	0.063325	0.117952	0.000153	
0.088044	0.106966	0.044404	-0.003510	
0.034944	0.117342	0.178988	-0.001373	
-0.028229	0.065156	0.011139	-0.015717	
-0.030365	-0.012054	-0.115511	-0.018158	
-0.072480	-0.101473	-0.092927	-0.019073	
-0.063630	-0.062715	-0.090180	-0.000763	
-0.011444	0.002899	-0.024261	-0.003510	
-0.005035	0.019989	0.068513	0.000153	
-0.145418	0.067597	0.068818	-0.015717	
-0.269627	0.022430	0.026703	-0.011749	
-0.147860	-0.069428	-0.037385	-0.010223	
0.054170	-0.092011	-0.086213	-0.007477	
0.157321	-0.037690	0.043183	0.012054	
0.142977	-0.054170	0.007782	0.000153	
0.082551	-0.104525	-0.112459	-0.001373	
-0.012054	-0.120394	0.007782	-0.006256	
-0.020294	-0.120089	0.003204	-0.005341	
-0.041657	-0.051728	-0.026093	-0.009308	
-0.034028	0.021210	-0.091706	0.005035	
0.030670	0.018768	-0.011444	-0.008392	
0.133211	0.046235	-0.103304	-0.023651	
0.171359	0.040132	-0.213168	-0.032807	
0.196383	0.040132	-0.169528	0.000763	
0.135042	0.065156	-0.124361	0.000153	
0.034028	0.106661	0.176852	-0.002899	
-0.009003	0.150911	0.826581	-0.001678	
0.045930	0.169223	0.114290	0.000153	
0.104830	0.146944	-0.064851	0.002289	
0.012665	0.088655	0.178073	0.016937	
-0.180820	-0.052033	-0.124971	0.005035	
-0.291905	-0.174106	-0.184176	-0.022125	
-0.214084	-0.186313	-0.121309	-0.024261	
-0.129244	-0.105440	0.112459	-0.034944	
-0.123751	-0.100557	-0.050202	-0.019989	
-0.163730	-0.051118	0.038606	0.003204	
-0.183566	0.082551	0.122225	-0.003510	
-0.119173	0.013885	-0.039826	-0.015411	
-0.006866	-0.068208	0.151827	-0.019073	
0.039826	-0.081330	0.124971	-0.040437	
0.094149	-0.027924	0.143282	-0.013580	
0.153353	-0.012970	-0.100252	-0.010223	
0.132906	0.004120	-0.160678	-0.028229	
0.088349	0.023956	0.092011	-0.003204	
0.059358	0.033113	0.062409	0.011444	
0.014801	0.052644	-0.015411	-0.005035	
-0.027008	0.046235	0.275120	-0.005035	
-0.046540	0.042878	0.214694	-0.004120	
-0.005951	0.026703	0.030975	-0.010529	
0.019073	-0.000153	-0.068513	-0.004425	
-0.003815	-0.008392	-0.157626	-0.005646	
0.013275	0.026398	-0.283360	0.021210	
0.091096	0.045320	-0.636759	0.014191	
0.204928	0.085603	-0.496681	0.003204	
0.152132	0.160983	0.167087	0.002289	
-0.074616	0.175937	0.243076	0.002289	
-0.249485	0.187839	0.052339	-0.012054	
-0.091706	0.201571	-0.067597	-0.009308	
0.120089	0.089570	0.002289	-0.009003	
0.149080	-0.103609	-0.012970	-0.001678	
-0.025482	-0.163119	0.149996	-0.011444	
-0.206759	-0.247044	0.265659	-0.010529	
-0.255894	-0.522316	0.182345	-0.013275	
-0.172580	-0.570230	-0.124361	-0.022125	
-0.046235	-0.351110	-0.575112	-0.013275	
0.004120	-0.124361	-0.430457	0.005035	
0.136263	0.073091	-0.169833	-0.003204	
0.305028	0.222935	0.324254	-0.011749	
0.302892	0.334630	0.526588	-0.001678	
0.190890	0.312657	0.768291	-0.013580	
0.012665	0.320287	0.346228	-0.009003	
-0.188144	0.283360	-0.021820	-0.011749	
-0.432593	0.168612	0.072480	-0.004120	
-0.386206	-0.009308	0.348669	-0.011139	
-0.078584	-0.085908	0.328526	-0.017242	
-0.062104	-0.099337	0.231480	-0.015411	
-0.078279	-0.090486	0.025482	-0.002289	
0.045320	-0.055696	-0.108187	0.001678	
0.111238	-0.018158	-0.155794	-0.002289	
0.142366	-0.022125	-0.168002	-0.001984	
0.109102	0.016632	-0.302892	-0.005035	
0.043794	0.007172	-0.368200	-0.015106	
0.012970	0.009308	-0.237278	-0.011749	
0.000153	0.018463	-0.265049	-0.014496	
0.017853	0.016937	-0.242161	-0.017242	
0.060273	0.030365	-0.333714	-0.004425	
0.069428	0.019379	-0.114595	0.012665	
0.070344	-0.001068	0.175632	0.019989	
0.070649	-0.016937	0.209506	0.017242	
0.120394	-0.007172	0.189059	0.009308	
0.110323	0.000763	0.005035	-0.019073	
0.034028	0.044099	-0.027313	-0.019073	
-0.037080	0.056916	0.017242	-0.016632	
-0.081025	0.050813	-0.044404	-0.003510	
-0.138704	0.044404	-0.090791	-0.013580	
-0.145418	-0.016327	-0.094759	-0.015106	
-0.068208	-0.093232	0.004425	0.002899	
0.038301	-0.084687	0.403601	-0.007172	
0.052949	-0.070649	0.248569	-0.005646	
0.023651	-0.059358	-0.044099	-0.003510	
0.040742	-0.006256	-0.002289	0.000763	
-0.061494	0.097200	0.070039	-0.006866	
-0.183871	0.198825	0.189975	-0.007172	
-0.155794	0.163119	0.247044	-0.009613	
-0.028229	0.200961	0.074616	-0.002899	
-0.064240	0.080110	-0.298009	0.004730	
-0.154573	-0.114901	-0.261692	0.013275	
-0.123140	-0.296483	0.039521	-0.004425	
-0.006256	-0.336156	-0.157626	-0.019379	
0.086823	-0.336156	0.040132	-0.021515	
0.258335	-0.168307	0.009308	-0.024567	
0.389257	0.030975	0.013275	-0.015717	
0.400854	0.095369	-0.005341	0.012054	
0.157016	0.118258	0.005951	-0.013580	
-0.039826	0.123751	-0.064546	-0.029755	
-0.228428	0.111849	-0.024567	-0.005646	
-0.316319	0.097200	-0.029449	-0.016022	
-0.290074	0.115816	-0.113985	-0.007477	
-0.187839	0.041047	-0.038606	-0.007782	
0.066377	-0.048066	0.204318	-0.003510	
0.149080	-0.114595	0.132601	-0.000763	
-0.012360	-0.152437	0.249180	-0.005035	
-0.158542	-0.103609	0.077363	-0.009613	
-0.171969	-0.114595	-0.057527	-0.005035	
-0.122225	-0.092622	0.039216	-0.011749	
0.018158	-0.045014	-0.004425	0.002289	
0.161288	0.004730	0.002899	0.006256	
0.128939	0.111238	-0.047761	0.009003	
-0.007477	0.111238	-0.066987	-0.001373	
0.005951	0.056916	0.117037	-0.016327	
0.174716	0.144808	0.269627	-0.016327	
0.048982	0.115511	-0.004425	-0.004120	
-0.203403	0.054170	-0.092011	-0.009308	
-0.254368	0.087129	-0.060578	-0.007782	
-0.012054	0.088960	-0.017242	0.001678	
0.099031	0.128633	0.166171	0.009308	
-0.026093	0.100557	0.107882	0.017242	
-0.129244	-0.103304	0.066682	-0.005035	
-0.083467	-0.277256	0.094759	-0.013885	
0.131075	-0.253452	-0.276340	-0.019073	
0.158847	-0.131685	-0.213473	-0.013580	
0.095369	-0.043489	-0.320897	-0.004425	
0.150911	0.190280	-0.095064	-0.000763	
0.037690	0.226902	0.301671	0.002594	
-0.056306	0.115206	-0.043183	0.004120	
-0.065156	0.007782	-0.092927	0.013885	
-0.007477	0.016937	0.024261	0.016632	
-0.001068	0.034944	0.086823	-0.015717	
-0.014801	0.012970	0.264439	-0.033723	
-0.036469	0.004120	0.073701	-0.024567	
-0.016327	-0.022125	-0.029144	-0.029449	
-0.008087	-0.012360	-0.092927	-0.019379	
0.007782	-0.016937	-0.276646	-0.005951	
0.071870	-0.012970	-0.271152	-0.001984	
0.096895	-0.012970	0.162814	-0.012970	
0.095369	-0.041352	0.063020	-0.009003	
0.144808	-0.059052	-0.176242	0.002289	
0.233616	-0.026093	0.636454	-0.020294	
0.156711	0.022125	0.265659	-0.032807	
0.052339	0.130465	0.050508	-0.004425	
-0.039216	0.167087	0.035554	-0.003204	
-0.101778	0.128328	-0.106356	-0.013275	
-0.177768	0.074311	-0.021210	-0.011444	
-0.230564	-0.025787	0.169833	0.007172	
-0.368200	-0.111544	0.158237	-0.010529	
-0.415198	-0.130465	-0.045625	-0.032197	
-0.265659	-0.147860	-0.353857	-0.000763	
-0.094149	-0.114595	-0.183261	0.015106	
0.035249	0.005035	-0.225681	0.028534	
0.200351	0.090791	-0.011444	0.005951	
0.309300	0.033113	0.256504	-0.020599	
0.159457	-0.003510	0.315404	-0.012054	
0.158542	0.016632	-0.164950	0.000763	
0.078279	0.083161	-0.111544	-0.018463	
-0.046235	0.169223	-0.231480	-0.006866	
-0.090180	0.209201	-0.199435	-0.013885	
-0.110628	0.196078	-0.024567	-0.025482	
-0.122530	0.037080	0.238804	-0.015106	
0.012970	-0.162814	0.434730	0.009918	
0.056916	-0.330968	0.300145	-0.001984	
-0.041963	-0.341039	0.063630	-0.000763	
-0.121309	-0.234531	-0.343786	0.003815	
-0.074311	-0.121920	-0.376745	0.001678	
-0.007782	-0.112154	-0.261997	0.002289	
-0.011444	-0.138704	-0.095980	-0.002899	
0.028534	-0.022125	0.274204	0.001984	
0.072480	0.101473	0.178073	-0.013275	
0.080110	0.185702	0.125582	-0.009003	
0.062409	0.266575	-0.003204	-0.015717	
0.123140	0.229343	-0.116426	-0.007782	
0.227818	0.090486	0.123446	0.008087	
0.190585	-0.040132	0.220798	0.019989	
-0.091401	-0.117037	-0.310216	0.000763	
-0.241856	-0.072480	-0.108797	-0.009003	
-0.202487	-0.072175	0.315709	-0.004120	
-0.110323	0.003204	0.218356	0.006561	
-0.147554	0.131990	-0.100557	0.005341	
-0.113070	0.099031	-0.288243	0.013885	
-0.027618	0.027313	0.246433	0.011444	
0.028229	-0.004120	0.152742	-0.013275	
0.024872	-0.015106	-0.067903	-0.016022	
0.025177	0.000458	0.035249	-0.012970	
0.129549	0.040437	-0.001068	-0.007782	
0.356909	0.077363	-0.036775	-0.027618	
0.517738	0.139620	-0.019073	-0.014191	
0.355383	0.299535	-0.023956	-0.009613	
0.043794	0.534829	0.009918	0.001678	
-0.384375	0.399023	0.012360	0.016022	
-0.427100	0.034638	0.003204	0.006256	
-0.095369	-0.238499	-0.009003	-0.004425	
-0.015411	-0.513771	-0.001068	0.000153	
-0.069428	-0.650492	0.001984	-0.011444	
-0.249790	-0.554055	0.003204	-0.019989	
-0.283055	-0.352331	0.004425	-0.017853	
-0.219883	-0.152437	-0.004425	-0.021210	
-0.062104	-0.009918	-0.018158	-0.029449	
0.034333	0.109713	-0.029144	-0.018463	
0.027924	0.146029	-0.009613	0.004425	
0.034028	0.085298	-0.019989	-0.017853	
0.052644	0.092622	-0.040437	-0.010223	
0.056611	0.086213	-0.053559	-0.003510	
0.061189	0.105440	-0.062104	-0.001984	
0.048676	0.087739	-0.076447	-0.005035	
0.054170	0.086213	0.063325	0.016022	
0.099031	0.072175	0.176547	0.000763	
0.133516	0.068818	0.100863	0.004120	
0.081330	0.063630	0.107882	-0.001373	
0.072480	0.086823	0.234531	-0.002899	
0.047761	0.074311	0.203097	-0.016327	
0.046845	0.054170	-0.038606	-0.016327	
0.030670	0.028839	-0.167697	-0.014496	
-0.020294	0.007172	-0.201266	-0.013275	
-0.069734	-0.013580	-0.209506	-0.013580	
-0.077058	-0.014801	-0.190890	-0.005951	
-0.043489	-0.003815	0.212863	0.012970	
0.022125	0.007172	0.308080	-0.005646	
0.074006	0.015106	0.001678	-0.007477	
0.094759	0.014191	0.090791	0.002289	
0.095369	-0.013580	0.042573	0.002594	
0.060273	0.006256	0.006256	-0.011139	
-0.027008	0.048676	0.016022	-0.004120	
-0.071565	0.050813	0.062409	-0.016632	
-0.106050	0.040437	0.017242	-0.017242	
-0.074006	-0.021210	-0.117037	-0.017853	
0.044404	-0.074311	-0.006256	-0.015106	
0.070954	-0.107882	0.155794	-0.012054	
0.038606	-0.112764	0.060578	0.009918	
-0.028229	-0.053864	0.144808	0.001068	
-0.000763	-0.019073	0.027313	-0.009003	
0.119173	-0.043489	-0.122835	-0.000153	
0.130159	-0.057832	-0.155794	0.002289	
-0.023956	0.014191	-0.161899	0.003815	
-0.258945	0.130465	-0.413672	-0.015717	
-0.317235	0.120699	-0.467078	-0.007477	
-0.288854	0.088655	-0.098726	-0.002289	
-0.257420	0.022430	0.421607	-0.003204	
-0.180514	-0.030060	0.281835	-0.012054	
-0.104219	-0.062409	0.083467	-0.009003	
-0.081941	-0.048676	0.214084	-0.005951	
-0.008392	0.027313	0.021210	0.000763	
0.160068	0.090791	0.077973	-0.015717	
0.220798	0.149996	0.148470	-0.013580	
0.125582	0.099337	-0.017242	-0.018463	
0.094149	0.006561	-0.053864	-0.013275	
0.215304	-0.054475	0.071259	0.000763	
0.262913	-0.045930	-0.117342	-0.005035	
0.173190	-0.019989	-0.209506	-0.003204	
-0.037995	0.092927	0.054475	-0.000763	
-0.165561	0.157016	0.044404	-0.009918	
-0.166476	0.037995	-0.006866	-0.024261	
-0.144503	-0.163119	0.121614	-0.016022	
-0.202487	-0.290380	0.058442	-0.017853	
-0.252842	-0.335240	-0.005951	-0.010529	
-0.137484	-0.289159	-0.005646	-0.006256	
0.069123	-0.150301	-0.045930	0.006866	
0.051728	-0.061799	-0.001068	0.006561	
0.046845	0.023041	-0.169833	-0.000153	
0.093232	0.076447	-0.316930	-0.039826	
0.124361	0.109102	0.036469	-0.007172	
0.131075	0.068513	0.524757	-0.002899	
0.112764	0.072175	0.226902	-0.004120	
0.110628	0.065156	0.102388	-0.010223	
0.101168	0.056611	0.087739	-0.015717	
0.048982	0.063325	0.013275	-0.011444	
0.079804	0.059052	0.157626	0.003815	
0.100252	0.072785	-0.042573	0.005035	
-0.011139	0.080415	-0.071565	-0.016327	
-0.063630	0.089265	-0.034028	-0.007782	
-0.136263	0.071259	0.088960	-0.005951	
-0.127413	0.065461	0.075532	0.012360	
-0.070344	0.055390	-0.315099	0.030670	
-0.033723	0.076142	-0.237888	0.022430	
-0.012054	0.060578	-0.039216	-0.019073	
0.026398	0.030365	0.053254	-0.021515	
0.016937	0.003204	-0.160678	-0.019379	
0.007782	-0.023041	-0.196078	-0.004120	
-0.030365	-0.061799	-0.055696	-0.000153	
-0.054170	-0.068208	-0.020294	-0.005035	
-0.060578	-0.052339	-0.153353	-0.015106	
-0.061799	-0.038301	0.140230	-0.016327	
-0.043183	-0.035859	0.334020	-0.004425	
0.003204	-0.017548	0.047761	-0.001984	
0.005646	-0.013885	0.048371	-0.005035	
0.014801	0.002899	-0.014496	-0.010529	
0.062409	0.013275	-0.025482	-0.006866	
0.052339	0.001678	0.048676	-0.003204	
0.023041	0.004425	0.211947	0.006866	
-0.000153	-0.011139	0.236973	0.004425	
-0.032502	-0.015106	-0.013580	0.000763	
-0.087129	-0.012970	-0.179904	-0.015717	
-0.118258	0.021210	-0.142672	-0.012054	
-0.096590	0.043489	0.070954	-0.001984	
0.000763	0.061189	-0.231480	0.009003	
0.030060	0.057221	-0.003204	-0.003204	
0.055390	0.034028	-0.132296	-0.015106	
0.084077	-0.000763	-0.317540	-0.032197	
0.075837	-0.017242	-0.319676	-0.009613	
0.082551	-0.027008	-0.384069	0.003815	
0.116121	-0.031892	0.538186	-0.004425	
0.128633	-0.024872	0.790875	0.006256	
0.053864	-0.041352	0.346533	-0.000763	
-0.099947	-0.001373	0.215304	0.009918	
-0.192111	0.012970	-0.086518	0.010834	
-0.146029	-0.019989	-0.031892	-0.000763	
-0.077668	-0.080415	0.037080	-0.037995	
0.055085	-0.031587	-0.017548	-0.022430	
0.028839	0.034028	0.270542	-0.014496	
-0.023956	-0.012360	0.533608	-0.000763	
-0.027618	-0.019684	0.420997	-0.013580	
0.014801	-0.007782	0.027008	-0.017242	
0.042573	-0.000763	-0.395666	-0.009003	
-0.045320	0.026093	-0.522621	-0.007782	
-0.090486	0.080720	-0.467383	-0.023346	
-0.102694	0.164950	-0.497292	-0.031587	
-0.093232	0.229649	-0.303197	-0.005951	
0.010529	0.147249	0.438697	0.016327	
0.141146	0.045320	0.434730	0.012360	
0.026703	-0.009613	-0.029144	-0.013580	
-0.011749	-0.039826	0.222630	0.012054	
0.042573	-0.084077	0.243076	-0.000763	
0.030365	-0.066682	0.119783	0.004425	
-0.073091	-0.036164	0.016632	0.006866	
-0.064240	-0.017242	-0.177768	-0.007172	
0.076753	-0.085908	-0.576028	-0.043489	
0.142977	-0.160678	-0.517738	-0.015106	
0.039216	-0.202487	-0.349585	0.000153	
-0.063630	-0.191195	0.085603	0.008392	
-0.031587	-0.033113	0.213168	0.016937	
0.042573	0.042573	-0.035859	-0.001373	
0.046845	0.106661	-0.149080	-0.010223	
-0.038301	0.087739	0.025482	-0.003815	
-0.099947	0.077668	0.001678	0.002289	
-0.137178	0.017242	0.417335	-0.000153	
-0.101473	-0.033723	0.516212	0.009308	
-0.021820	-0.028534	0.012970	-0.033723	
0.051118	0.021210	0.028534	-0.039826	
0.059358	-0.019073	0.115206	0.002289	
0.076753	-0.016937	0.102388	0.009003	
0.048066	0.021210	0.019989	0.007172	
0.037995	0.031892	0.097200	0.008698	
-0.001373	0.027313	0.033113	-0.017853	
-0.035859	0.051118	-0.023346	-0.019684	
-0.066987	0.030670	-0.030060	-0.004120	
-0.105745	0.026398	-0.040742	0.002899	
-0.109713	0.033113	-0.002899	-0.001678	
-0.074311	0.032807	0.183871	-0.006256	
-0.040132	0.033113	0.160678	-0.002899	
-0.012054	0.028839	-0.044404	-0.009308	
0.009918	0.026093	-0.231785	-0.019684	
0.017853	0.033418	-0.368200	-0.021820	
0.086518	0.036775	0.204928	-0.013580	
0.123446	0.019989	-0.005646	-0.026398	
0.111238	0.029755	-0.492104	0.000763	
0.100863	0.046540	0.043489	0.010529	
0.075227	0.033418	0.340734	0.010223	
0.023651	0.019073	0.201877	0.001678	
-0.005646	0.037385	0.236362	-0.011444	
-0.056916	0.007172	0.001984	-0.016632	
-0.114595	-0.047456	0.079804	-0.005646	
-0.163730	-0.063935	-0.204013	-0.006256	
-0.166781	-0.094454	-0.283360	-0.019379	
-0.132296	-0.110018	-0.040742	-0.006866	
0.001984	-0.075837	0.178073	0.000153	
0.067903	-0.037690	-0.023651	-0.008087	
0.056611	-0.045320	-0.126497	-0.011749	
0.040742	-0.035249	-0.153048	-0.011749	
0.023041	-0.004120	0.198215	-0.011749	
0.035859	0.013275	0.342565	0.014191	
0.082856	0.040437	0.089265	-0.003510	
0.159152	0.080110	-0.017548	-0.020599	
0.196383	0.051118	-0.100557	-0.030060	
0.219578	0.069123	-0.110933	-0.006866	
0.278477	0.100252	-0.051423	-0.004120	
0.198825	0.081025	-0.020599	0.009003	
-0.096590	0.061189	-0.042573	-0.003510	
-0.334630	0.038301	-0.010223	-0.006256	
-0.445411	-0.048676	-0.007477	-0.007782	
-0.389868	-0.132906	-0.003815	-0.007782	
-0.185397	-0.129549	0.006256	-0.005035	
-0.070954	-0.057527	0.009308	-0.003204	
-0.040437	-0.022125	0.033418	-0.005035	
-0.031587	0.052033	0.036469	-0.004425	
0.030670	-0.009918	0.037690	0.004425	
0.086823	-0.043183	0.027924	-0.000763	
0.042878	-0.007782	0.003204	-0.001984	
0.094454	-0.009613	0.009918	-0.012970	
0.230869	0.001984	0.052339	-0.007477	
0.236973	0.002899	-0.064240	-0.002289	
0.144503	0.023346	0.001678	0.003815	
0.028534	0.077058	0.053254	-0.009613	
-0.048371	0.145723	-0.074616	-0.005646	
-0.111544	0.204318	-0.150911	-0.000763	
-0.108187	0.245518	-0.150606	0.005035	
0.009918	0.221714	-0.201266	0.003815	
-0.001678	0.109102	-0.021515	-0.002289	
-0.088349	-0.124666	0.419471	0.000763	
-0.137178	-0.363317	0.170138	-0.009918	
-0.132601	-0.495461	0.074616	-0.006866	
-0.136568	-0.379797	0.091706	-0.003204	
-0.178683	-0.160373	-0.001678	-0.012970	
-0.180820	-0.009613	-0.004425	-0.008087	
-0.088044	0.043489	0.002899	0.004120	
0.026703	0.068208	-0.033418	-0.005035	
0.106661	0.123446	-0.004425	0.002899	
0.107882	0.110323	-0.010223	-0.005341	
0.083161	0.090791	0.034944	0.010834	
0.134432	0.078889	0.005035	0.000153	
0.088655	0.135347	0.151522	-0.009003	
0.072480	0.127413	0.170138	-0.017242	
0.150606	0.071259	0.170138	-0.025787	
0.188449	0.003815	0.010529	-0.030670	
0.131380	-0.040132	-0.292821	-0.022430	
0.090486	-0.051728	-0.093232	-0.005646	
0.052949	0.022125	-0.030060	0.006561	
0.005951	0.030670	0.149385	-0.000153	
-0.087129	0.026703	0.159762	-0.024261	
-0.141756	0.046540	-0.005341	-0.011444	
-0.147860	0.034028	-0.078584	-0.022125	
-0.166171	0.054170	-0.152437	-0.019684	
-0.204623	0.047151	-0.271152	-0.016327	
-0.170444	-0.005035	0.139315	-0.026398	
-0.112459	-0.100252	0.285192	-0.027924	
-0.072175	-0.163119	0.098116	-0.006256	
-0.026398	-0.163730	-0.011139	-0.008392	
0.018158	-0.094759	-0.165561	0.012360	
0.023956	-0.012054	-0.153963	0.018463	
0.086213	0.014496	0.268711	0.002594	
0.167392	0.056611	0.040132	-0.025177	
0.176242	0.109407	0.048371	-0.019684	
0.190585	0.159762	0.075837	0.015106	
0.188144	0.171664	-0.081635	0.002594	
0.122530	0.131685	-0.405127	-0.005035	
-0.003510	0.130465	-0.069123	0.002899	
-0.155794	0.138704	0.571755	0.001678	
-0.235447	0.049897	-0.069734	0.008392	
-0.291905	-0.064546	0.146334	0.007172	
-0.183261	-0.194247	-0.129549	-0.009003	
0.009613	-0.194552	-0.277866	-0.006866	
0.092622	-0.158237	-0.213778	-0.019989	
0.101168	-0.142366	0.075837	-0.006866	
0.086823	-0.122835	0.005341	-0.007782	
0.046540	-0.104219	-0.220188	-0.003510	
-0.012360	-0.056611	-0.198825	0.003815	
-0.013580	0.000153	0.191806	0.005341	
0.056306	0.080720	0.414588	-0.005035	
0.100252	0.095675	0.127718	-0.022125	
0.014801	0.070649	0.102083	-0.010529	
-0.077973	0.095064	0.019379	-0.004425	
-0.107882	0.060273	-0.146944	0.005035	
-0.109407	0.055085	-0.046540	0.012665	
-0.053864	0.139009	0.217135	0.001068	
-0.015106	0.109407	0.037080	-0.017853	
0.007782	0.040437	0.273594	-0.026093	
-0.005341	-0.017548	0.012054	-0.027313	
-0.008087	-0.075227	-0.084992	-0.009918	
-0.020294	-0.130159	0.018768	-0.001678	
0.032807	-0.089265	-0.036469	0.002594	
0.104830	-0.025787	-0.141146	-0.010529	
0.088655	0.026398	0.102388	-0.000763	
0.049287	0.082246	0.058747	-0.004120	
0.030670	0.073396	-0.118563	-0.012054	
0.081025	0.012970	0.009308	-0.004120	
0.125277	-0.029449	0.028839	0.006866	
0.045014	-0.030060	-0.063630	-0.007782	
-0.019073	0.001678	-0.023346	-0.027618	
-0.028229	-0.003815	-0.078279	-0.000763	
0.014801	0.002594	-0.197909	0.000153	
0.019684	0.034944	-0.137484	0.004120	
-0.079499	0.038606	-0.034638	0.014191	
-0.134432	-0.042268	-0.070649	0.014801	
-0.149996	-0.120699	-0.061494	0.023346	
-0.134127	-0.052033	0.039216	0.029755	
-0.000153	0.049287	0.039216	0.008698	
0.066377	0.053254	0.168612	-0.034944	
0.007172	0.131685	0.295568	-0.039826	
0.085298	0.102694	-0.010223	-0.044709	
-0.032502	-0.027924	-0.349279	-0.031281	
-0.131685	-0.164035	-0.258640	-0.016632	
-0.063630	-0.190890	-0.154879	-0.023651	
0.046845	-0.176242	0.077973	-0.019379	
0.016937	-0.128939	0.812543	-0.023651	
-0.310826	-0.039521	0.309300	-0.014191	
-0.471657	-0.002899	0.444800	-0.005341	
-0.182040	0.020905	0.041047	0.002899	
0.212253	0.011139	-0.320287	0.010834	
0.301366	0.091096	-0.056916	0.009918	
0.251011	0.197299	-0.118258	0.008087	
0.088349	0.168612	0.036164	-0.003510	
-0.087434	0.205844	0.097811	0.018768	
-0.158542	0.143587	-0.204318	0.001068	
-0.088349	0.058442	-0.217441	-0.001678	
0.029755	-0.027313	-0.173495	-0.018158	
0.000763	-0.082856	-0.165866	-0.021515	
-0.044099	-0.107882	0.009308	-0.015717	
0.009003	-0.076753	0.441443	-0.016022	
0.054475	-0.017853	0.269016	-0.010223	
0.044404	0.034028	0.153353	-0.003815	
0.017853	0.086518	0.192721	0.002594	
0.014191	-0.002899	0.041657	0.023346	
0.034944	-0.028534	-0.207980	0.028839	
0.084992	0.004730	-0.355383	-0.017853	
0.189670	-0.016327	-0.340734	-0.031281	
0.225071	0.057527	-0.147249	-0.009308	
0.171664	0.148775	0.321507	-0.013275	
0.078889	0.175632	0.260471	-0.027924	
0.008392	0.147554	-0.043183	0.029449	
0.029755	0.065156	0.166171	0.020905	
0.004120	-0.078584	-0.151217	-0.000763	
-0.141756	-0.227512	-0.463721	-0.018463	
-0.279087	-0.198825	-0.142672	-0.015411	
-0.272678	-0.192721	0.101168	0.005951	
-0.095980	-0.140535	0.214084	0.009003	
0.110628	-0.040437	0.065156	-0.002899	
0.112154	0.042573	-0.126802	0.002289	
-0.020294	0.084077	-0.153658	0.000763	
-0.072175	0.041352	-0.019684	-0.018158	
-0.110323	-0.075837	0.228428	-0.019073	
-0.099947	-0.136568	0.188449	-0.007477	
-0.058442	0.014801	0.114290	-0.003204	
0.052033	0.020905	0.116426	-0.012970	
0.086518	0.036469	0.049287	0.009308	
0.027924	0.058442	-0.016327	0.002594	
-0.017242	0.081330	-0.049592	-0.009918	
-0.053864	0.106356	-0.088349	-0.021210	
-0.049897	0.123140	-0.083161	-0.012054	
-0.036164	0.068208	-0.027618	-0.019989	
-0.023346	0.026093	-0.072480	-0.006866	
-0.026093	-0.052339	-0.176852	0.002289	
-0.020905	-0.124971	-0.124971	-0.001373	
-0.016022	-0.085298	0.013885	-0.007782	
-0.005646	-0.003510	0.417335	-0.012970	
0.012665	0.017853	0.286107	-0.013580	
0.039826	0.012360	0.262913	-0.011444	
0.110018	0.016937	0.146334	-0.006256	
