NO_OF_SAMPLES	4800
TOT_NO_OF_CHAN	4
FREQUENCY	960.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2020-02-08, 11:22:49	226447.36453350
FIRST_SAMPLE	1
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc
CHANNEL_GAIN	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc	
0.011139	0.014496	-0.130159	-0.006256	
0.084687	0.020294	0.113985	0.004425	
0.077973	0.023041	0.401159	0.008698	
0.003204	0.022736	0.499428	0.000153	
-0.065461	0.030365	0.308080	-0.001984	
-0.088349	0.013885	-0.741436	-0.005951	
-0.059358	0.016022	-0.706950	0.008698	
0.004120	0.007782	-0.219273	0.011139	
0.055085	-0.005951	0.087739	0.008392	
-0.014801	-0.041963	0.254673	-0.013275	
-0.062104	-0.042573	0.446021	-0.027924	
-0.078279	-0.056611	0.296788	-0.022125	
-0.089875	-0.051728	-0.330358	-0.015106	
-0.089265	-0.034333	0.042878	-0.017548	
-0.061189	-0.027924	0.293126	-0.003510	
-0.041352	-0.008392	-0.102083	-0.007172	
-0.038911	0.012054	0.008087	-0.026093	
-0.023651	0.018463	-0.141451	-0.014191	
0.021210	0.008087	-0.138399	-0.001678	
0.034944	0.006256	0.071870	-0.009308	
0.031281	0.012665	0.170138	-0.018158	
0.028229	0.013885	0.113985	-0.013275	
0.012665	-0.002899	0.210422	-0.007172	
0.016327	-0.008392	0.164035	-0.002899	
0.031281	-0.008087	-0.087129	-0.000763	
0.019073	0.000458	-0.204013	0.010223	
-0.014191	0.002289	-0.517738	-0.005951	
-0.027924	0.008087	-0.678569	0.001068	
-0.041047	0.016022	-0.195773	-0.000763	
-0.058442	0.019379	0.451819	-0.013275	
-0.040437	0.024567	0.634623	-0.010529	
0.016937	0.038911	0.394751	-0.012970	
0.019073	0.036775	0.439002	-0.011139	
0.040742	0.032502	0.303502	-0.019379	
0.123140	0.014496	-0.262302	-0.025177	
0.130159	0.003204	-0.471962	-0.007477	
0.102388	0.002289	-0.407264	0.000153	
0.052644	0.016327	0.019073	-0.001373	
0.008392	0.049897	0.520790	-0.007172	
-0.041657	0.045014	0.374304	-0.011444	
-0.070344	0.034028	0.106050	0.002594	
-0.080110	0.030670	-0.157931	0.005035	
-0.064546	0.016022	-0.518654	0.018768	
-0.081941	-0.015717	-0.801862	0.019989	
-0.099642	-0.037995	-0.215915	-0.001984	
-0.131990	-0.066377	0.330052	-0.018463	
-0.080110	-0.082856	0.275120	-0.028534	
0.011139	-0.093537	-0.021515	-0.026093	
0.084382	-0.081941	-0.124666	-0.009613	
0.064546	-0.051118	-0.399328	-0.010223	
0.054170	-0.023956	-0.154573	-0.001678	
0.046235	0.009308	0.565042	0.006866	
-0.027008	0.047456	0.890059	-0.003510	
-0.059663	0.068513	0.398108	0.006561	
-0.009003	0.027924	-0.337987	0.003204	
0.004730	0.027008	-0.291295	-0.005035	
0.004120	0.011749	0.015411	-0.001373	
0.014496	0.000458	0.385290	0.006561	
0.014801	-0.023651	0.320287	-0.016022	
0.032502	-0.007782	0.059663	-0.026398	
0.042573	-0.009613	-0.084382	-0.022736	
0.047151	0.003815	-0.366064	-0.003204	
0.052949	0.011749	-0.299230	-0.003204	
0.049287	0.010529	-0.047456	-0.001678	
0.013275	0.013885	-0.049287	-0.001984	
-0.017853	0.023956	-0.185092	-0.012970	
-0.037690	0.018768	-0.390478	-0.013885	
-0.082246	0.023346	-0.460975	-0.007477	
-0.067903	0.034638	-0.151827	-0.005341	
-0.027924	0.059358	0.378576	0.000763	
-0.012360	0.080110	0.095064	0.009308	
-0.017242	0.065461	0.153963	0.007782	
-0.002899	0.045320	0.526894	0.006866	
0.045014	-0.015106	0.299230	-0.009613	
0.068818	-0.049897	-0.163119	-0.015106	
0.010834	-0.053864	0.336156	-0.015106	
-0.097506	-0.036164	0.313573	-0.009918	
-0.062409	-0.012360	0.040132	-0.011749	
0.022430	-0.011139	-0.061494	-0.015717	
0.040132	-0.029144	-0.079194	-0.017242	
0.045930	-0.011444	-0.236668	-0.009918	
0.038606	0.012970	-0.259861	-0.008392	
-0.007172	0.031892	-0.172580	0.006561	
-0.041047	0.025177	-0.044709	0.011444	
-0.031587	-0.000153	0.333714	-0.009003	
0.001984	-0.000153	0.076753	-0.009003	
0.014496	-0.004120	0.070039	-0.012054	
0.011139	-0.031587	0.298009	-0.005646	
0.048676	-0.049897	0.045625	-0.004120	
0.106356	-0.000153	0.051728	-0.002289	
0.016022	0.028839	-0.063630	-0.016327	
-0.051423	0.025177	-0.222019	-0.008392	
0.022430	0.038911	-0.097200	0.003204	
0.115511	0.080110	-0.019379	0.019073	
-0.021820	0.048982	-0.122225	-0.005341	
-0.128328	0.028839	-0.196078	-0.005035	
-0.221409	-0.016937	-0.201266	-0.011749	
-0.221409	-0.043183	-0.106661	-0.001984	
-0.139315	-0.045014	-0.159152	0.000153	
-0.138399	-0.014191	-0.452125	0.010223	
-0.151827	0.012360	-0.230259	-0.000763	
-0.068208	-0.005341	0.317540	0.002899	
-0.007477	-0.006256	0.567788	0.015411	
0.034944	0.020599	0.499733	0.007782	
-0.002289	0.052644	0.496986	0.000763	
0.027924	0.058137	0.191806	-0.000763	
0.123140	0.030365	-0.233921	-0.010223	
0.055390	0.005951	-0.243382	-0.030060	
0.004425	0.026703	0.190280	-0.018158	
0.022736	0.027924	0.102083	-0.014496	
