NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	38
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-01, 15:30:04	426810.82491320
DATA_INCLUDED	3D
MARKER_NAMES	Chest	ASISL	ASISR	Sacral	supLatThighL	supMedThighL	infLatThighL	infMedThighL	supLatThighR	supMedRightR	infLatThighR	inMedThighR	latKneeL	medKneeL	latKneeR	medKneeR	supAntShankL	supPostShankL	infAntShankL	infPostShankL	supAntShankR	supPostShankR	infAntShankR	infPostShankR	heelLeft	heelRight	toeLeft	toeRight	latAnkleL	medAnkleL	latAnkleR	medAnkleR	lateralFootL	proximalFootL	distalFootL	lateralFootR	proximalFootR	distalFootR
Chest X	Chest Y	Chest Z	ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	Sacral X	Sacral Y	Sacral Z	supLatThighL X	supLatThighL Y	supLatThighL Z	supMedThighL X	supMedThighL Y	supMedThighL Z	infLatThighL X	infLatThighL Y	infLatThighL Z	infMedThighL X	infMedThighL Y	infMedThighL Z	supLatThighR X	supLatThighR Y	supLatThighR Z	supMedRightR X	supMedRightR Y	supMedRightR Z	infLatThighR X	infLatThighR Y	infLatThighR Z	inMedThighR X	inMedThighR Y	inMedThighR Z	latKneeL X	latKneeL Y	latKneeL Z	medKneeL X	medKneeL Y	medKneeL Z	latKneeR X	latKneeR Y	latKneeR Z	medKneeR X	medKneeR Y	medKneeR Z	supAntShankL X	supAntShankL Y	supAntShankL Z	supPostShankL X	supPostShankL Y	supPostShankL Z	infAntShankL X	infAntShankL Y	infAntShankL Z	infPostShankL X	infPostShankL Y	infPostShankL Z	supAntShankR X	supAntShankR Y	supAntShankR Z	supPostShankR X	supPostShankR Y	supPostShankR Z	infAntShankR X	infAntShankR Y	infAntShankR Z	infPostShankR X	infPostShankR Y	infPostShankR Z	heelLeft X	heelLeft Y	heelLeft Z	heelRight X	heelRight Y	heelRight Z	toeLeft X	toeLeft Y	toeLeft Z	toeRight X	toeRight Y	toeRight Z	latAnkleL X	latAnkleL Y	latAnkleL Z	medAnkleL X	medAnkleL Y	medAnkleL Z	latAnkleR X	latAnkleR Y	latAnkleR Z	medAnkleR X	medAnkleR Y	medAnkleR Z	lateralFootL X	lateralFootL Y	lateralFootL Z	proximalFootL X	proximalFootL Y	proximalFootL Z	distalFootL X	distalFootL Y	distalFootL Z	lateralFootR X	lateralFootR Y	lateralFootR Z	proximalFootR X	proximalFootR Y	proximalFootR Z	distalFootR X	distalFootR Y	distalFootR Z	
-2306.274	693.096	1277.136	-2411.810	837.784	1005.591	-2397.385	577.611	1011.359	-2621.908	695.805	1086.762	-2353.522	920.828	737.713	-2298.703	841.255	734.452	-2360.456	900.286	612.501	-2298.168	814.321	608.318	-2375.858	513.798	718.534	-2327.095	566.534	708.221	-2373.048	530.367	619.196	-2337.519	579.634	619.946	-2365.794	881.902	542.688	-2353.902	745.392	527.004	-2423.812	553.545	552.397	-2403.305	683.946	534.914	-2458.073	895.500	472.531	-2508.069	884.170	527.825	-2524.706	890.970	400.787	-2575.409	886.399	461.435	-2417.968	541.443	425.922	-2493.483	525.674	412.894	-2440.829	535.098	341.168	-2497.862	533.903	314.982	-2778.105	773.103	330.590	0.000	0.000	0.000	-2631.092	839.343	59.812	-2252.682	631.570	64.476	-2493.897	573.464	125.694	-2465.350	663.422	136.551	-2728.544	833.318	292.002	-2694.217	758.786	273.707	-2364.923	577.694	84.734	-2392.993	651.171	108.527	-2337.229	646.883	88.198	-2691.011	862.913	163.342	0.000	0.000	0.000	0.000	0.000	0.000
-2302.182	693.129	1277.751	-2407.618	837.298	1006.566	-2393.623	577.114	1011.662	-2617.758	695.409	1087.316	-2346.979	920.723	741.220	-2291.879	840.224	737.661	-2351.487	899.851	615.090	-2289.843	813.320	611.416	-2373.524	513.390	718.425	-2324.593	566.195	707.603	-2371.365	530.418	618.963	-2336.247	579.616	618.980	-2356.535	881.632	545.400	-2344.848	745.052	529.440	-2422.420	553.553	552.306	-2403.410	683.975	534.747	-2447.966	894.966	473.754	-2498.602	883.626	528.654	-2514.273	890.462	401.619	-2565.311	885.865	461.766	-2416.963	541.485	425.881	-2492.501	525.667	413.112	-2440.081	535.101	341.296	-2497.230	533.929	315.303	-2773.112	777.382	336.199	0.000	0.000	0.000	-2616.855	837.669	60.048	-2252.567	631.564	64.278	-2493.655	573.458	125.779	-2465.194	663.439	136.596	-2716.756	832.357	290.564	-2682.339	757.864	273.311	-2364.867	577.742	84.675	-2392.911	651.288	108.437	-2337.174	646.888	88.118	-2678.019	861.500	162.555	0.000	0.000	0.000	0.000	0.000	0.000
-2298.188	693.282	1278.285	-2403.383	836.729	1007.485	-2389.042	576.373	1012.221	-2613.540	695.051	1087.785	-2339.443	919.935	743.887	-2285.267	839.330	740.868	-2342.895	899.464	617.793	-2281.756	812.491	614.628	-2371.004	514.520	717.962	-2322.017	566.068	706.809	-2369.684	530.436	618.667	-2331.804	578.561	618.892	-2347.144	881.205	547.798	-2335.916	744.432	532.183	-2420.939	553.595	552.121	-2400.107	683.459	535.012	-2438.553	894.668	475.331	-2489.280	883.204	529.512	-2503.763	889.941	402.112	-2555.281	885.458	461.835	-2416.011	541.422	425.934	-2491.656	525.659	413.237	-2439.255	535.080	341.352	-2496.407	533.990	315.396	-2762.223	776.685	334.682	0.000	0.000	0.000	-2602.996	836.227	60.160	-2252.502	631.559	64.021	-2493.297	573.432	125.957	-2465.280	663.336	136.670	-2705.399	831.874	289.356	-2670.854	757.151	272.630	-2364.793	577.767	84.622	-2392.831	651.274	108.413	-2336.987	646.827	88.068	-2664.811	860.544	161.044	0.000	0.000	0.000	0.000	0.000	0.000
-2293.252	692.892	1278.996	-2399.176	836.018	1008.725	-2384.974	575.775	1011.918	-2609.357	694.643	1088.264	-2331.811	919.007	746.443	-2278.813	838.534	744.057	-2334.316	899.001	620.465	-2273.774	811.555	617.888	-2366.200	513.671	717.466	-2319.556	565.920	706.088	-2367.327	530.195	618.406	-2332.212	579.299	617.836	-2338.040	880.747	550.413	-2327.057	743.998	534.740	-2419.677	553.410	552.190	-2397.438	683.530	534.706	-2428.347	894.174	476.157	-2480.055	882.894	530.214	-2494.847	890.176	404.095	-2545.239	885.004	461.746	-2415.001	541.460	425.877	-2490.379	525.706	413.220	-2437.576	534.960	340.818	-2495.710	534.022	315.520	-2751.320	776.128	332.915	0.000	0.000	0.000	-2588.780	835.052	59.561	-2252.363	631.568	63.829	-2493.016	573.513	126.082	-2465.039	663.431	136.723	-2693.855	831.430	287.962	-2658.589	756.003	271.884	-2364.631	577.765	84.565	-2392.695	651.293	108.434	-2336.956	646.879	87.999	-2651.721	859.386	160.257	0.000	0.000	0.000	0.000	0.000	0.000
-2289.035	692.799	1279.561	-2394.739	835.483	1009.705	-2380.818	575.164	1012.250	-2605.125	694.287	1088.661	-2324.963	918.444	749.253	-2272.462	837.797	747.212	-2325.739	898.439	623.051	-2265.833	810.743	620.985	-2364.829	513.163	717.216	-2313.394	563.716	706.040	-2364.150	530.883	618.358	-2330.282	579.361	617.085	-2329.209	880.415	553.208	-2318.477	743.571	536.854	-2418.186	553.492	552.083	-2395.971	683.608	534.531	-2418.707	893.711	477.365	-2470.965	882.671	530.830	-2484.515	889.642	404.474	-2535.181	884.705	461.487	-2413.989	541.477	425.844	-2489.417	525.739	413.472	-2437.724	535.135	341.334	-2494.960	534.095	315.694	-2739.888	775.642	330.301	0.000	0.000	0.000	-2573.820	833.401	58.776	-2252.237	631.523	63.664	-2492.864	573.610	126.231	-2464.688	663.479	136.864	-2681.831	830.659	285.990	-2647.824	755.536	270.492	-2364.556	577.728	84.574	-2392.458	651.280	108.395	-2336.841	646.806	87.908	-2638.094	858.136	158.987	0.000	0.000	0.000	0.000	0.000	0.000
-2284.535	692.605	1280.484	-2390.481	834.880	1010.625	-2377.143	574.869	1012.590	-2600.929	693.940	1089.087	-2317.546	917.606	751.551	-2266.160	837.079	750.314	-2317.409	897.869	625.698	-2257.868	809.844	624.226	-2361.654	512.246	716.656	-2310.862	563.750	705.275	-2364.591	530.353	615.908	-2328.756	579.495	616.621	-2320.305	879.855	555.690	-2309.262	742.515	539.916	-2416.781	553.520	552.093	-2394.708	683.854	534.296	-2408.671	892.993	478.135	-2461.923	882.425	531.296	-2472.071	888.400	403.342	-2525.312	884.310	461.047	-2413.012	541.506	425.825	-2488.446	525.815	413.600	-2436.040	535.058	340.876	-2494.145	534.235	315.805	-2728.579	775.194	327.569	0.000	0.000	0.000	-2558.874	831.802	58.350	-2252.206	631.609	63.111	-2492.625	573.698	126.389	-2464.883	663.442	136.774	-2670.169	830.347	284.031	-2635.426	754.757	269.397	-2364.418	577.749	84.487	-2392.396	651.308	108.408	-2336.696	646.892	87.783	-2624.145	857.146	157.106	0.000	0.000	0.000	0.000	0.000	0.000
-2280.628	692.702	1281.171	-2386.115	834.418	1011.559	-2372.773	574.178	1012.933	-2596.794	693.510	1089.515	-2311.448	917.330	754.720	-2259.853	836.343	753.349	-2309.190	897.336	628.159	-2249.896	808.948	627.391	-2358.949	512.341	716.273	-2308.458	563.948	704.539	-2361.601	529.512	615.479	-2326.845	579.639	615.985	-2311.720	879.446	558.283	-2304.718	743.138	541.522	-2415.285	553.585	552.078	-2393.398	683.979	534.114	-2399.288	892.673	479.305	-2453.045	882.267	531.586	-2463.692	888.656	405.239	-2515.360	884.049	460.478	-2413.107	541.667	425.874	-2487.311	525.925	413.616	-2435.294	535.148	340.924	-2493.432	534.336	315.984	-2717.226	774.837	324.524	0.000	0.000	0.000	-2543.381	830.255	57.712	-2252.066	631.590	62.928	-2492.462	573.814	126.499	-2464.630	663.464	136.906	-2657.666	829.493	281.247	-2624.296	754.347	267.401	-2364.373	577.780	84.433	-2392.248	651.343	108.400	-2336.485	646.811	87.778	-2610.324	856.156	155.772	0.000	0.000	0.000	0.000	0.000	0.000
-2276.649	692.739	1281.693	-2381.809	833.911	1012.481	-2368.352	573.581	1013.257	-2592.569	693.177	1089.865	-2303.571	915.978	756.448	-2253.484	835.550	756.299	-2301.136	896.848	630.691	-2242.823	808.402	630.215	-2356.393	512.461	715.655	-2306.132	564.139	703.667	-2360.077	529.221	615.003	-2324.699	579.738	615.331	-2302.717	878.714	560.353	-2297.734	742.959	543.404	-2413.959	553.610	552.051	-2392.110	684.085	534.014	-2389.303	891.909	479.864	-2444.182	882.120	531.763	-2452.548	887.858	404.803	-2505.457	883.655	459.728	-2412.149	541.779	425.811	-2486.433	526.034	413.797	-2434.527	535.251	340.955	-2492.781	534.431	316.192	-2706.046	774.558	321.335	0.000	0.000	0.000	-2527.804	829.000	56.843	-2251.931	631.507	62.781	-2492.171	573.866	126.554	-2464.049	663.753	137.163	-2650.986	833.173	284.597	-2610.219	753.106	266.345	-2364.229	577.861	84.173	-2392.090	651.407	108.319	-2336.401	646.695	87.457	-2595.862	855.242	153.627	0.000	0.000	0.000	0.000	0.000	0.000
-2273.232	693.102	1281.777	-2377.960	833.690	1013.650	-2364.982	573.562	1012.958	-2588.378	692.811	1090.162	-2297.862	915.918	759.654	-2247.000	834.661	759.147	-2293.306	896.307	633.195	-2235.282	807.695	633.497	-2353.769	512.515	715.439	-2303.681	564.324	703.017	-2359.996	529.472	614.364	-2322.920	579.976	614.962	-2294.559	878.211	562.920	-2288.435	742.090	546.078	-2412.485	553.758	551.990	-2390.938	684.343	533.828	-2379.944	891.512	480.845	-2435.420	881.917	531.920	-2442.174	887.256	404.932	-2495.628	883.324	458.842	-2411.253	541.864	425.774	-2485.530	526.228	413.917	-2433.805	535.447	340.798	-2492.080	534.606	316.343	-2694.414	774.187	317.338	0.000	0.000	0.000	-2512.302	828.006	56.194	-2251.815	631.478	62.612	-2491.861	573.961	126.692	-2463.990	663.759	137.127	-2638.480	832.439	281.497	-2598.547	752.614	264.389	-2364.145	577.851	84.268	-2391.948	651.404	108.236	-2336.191	646.743	87.508	-2581.732	854.535	151.989	0.000	0.000	0.000	0.000	0.000	0.000
-2269.549	693.234	1282.411	-2373.040	832.875	1014.352	-2360.812	573.116	1013.141	-2584.153	692.460	1090.401	-2290.997	915.100	761.799	-2240.347	833.636	761.877	-2285.572	895.771	635.586	-2227.889	806.701	636.443	-2351.287	512.598	715.235	-2301.258	564.530	702.472	-2358.326	529.516	613.711	-2321.345	580.225	614.354	-2285.904	877.495	564.866	-2279.295	741.223	548.933	-2411.019	553.908	551.861	-2389.826	684.453	533.779	-2370.597	891.022	481.649	-2426.931	881.798	531.847	-2430.019	886.238	403.485	-2485.905	883.072	458.001	-2410.336	541.983	425.750	-2484.788	526.339	414.218	-2433.101	535.580	340.864	-2491.425	534.747	316.511	-2683.267	774.036	313.865	0.000	0.000	0.000	-2496.023	826.776	55.368	-2251.685	631.453	62.429	-2491.628	574.066	126.850	-2463.710	663.881	137.218	-2626.332	832.106	278.649	-2586.916	752.309	261.660	-2363.988	577.953	84.051	-2391.748	651.397	108.225	-2336.183	646.786	87.405	-2567.041	853.496	150.239	0.000	0.000	0.000	0.000	0.000	0.000
-2262.659	692.558	1282.515	-2368.648	832.476	1015.181	-2356.241	572.569	1013.352	-2579.969	692.051	1090.657	-2284.923	914.800	764.394	-2233.469	832.438	764.472	-2277.908	895.218	637.963	-2220.495	805.886	639.383	-2348.527	512.841	714.485	-2298.902	564.861	701.546	-2354.325	530.528	615.157	-2319.720	580.559	613.499	-2278.063	877.049	567.303	-2272.082	740.886	550.833	-2409.670	553.962	551.793	-2388.717	684.625	533.650	-2361.505	890.592	482.591	-2419.877	881.995	531.586	-2419.309	885.454	403.057	-2476.145	883.036	457.050	-2409.011	542.113	425.412	-2483.708	526.521	414.267	-2432.399	535.649	340.987	-2490.777	534.868	316.661	-2672.060	773.864	309.889	0.000	0.000	0.000	-2479.273	825.710	54.834	-2251.557	631.414	62.294	-2491.384	574.189	126.969	-2463.736	663.927	137.273	-2614.323	831.681	275.826	-2570.749	751.231	260.511	-2363.827	577.876	84.056	-2391.707	651.446	108.170	-2335.862	646.678	87.385	-2552.359	852.915	148.223	0.000	0.000	0.000	0.000	0.000	0.000
-2258.620	692.430	1283.167	-2364.351	832.030	1016.120	-2352.223	572.139	1013.554	-2575.716	691.703	1090.787	-2278.295	914.187	766.420	-2226.312	831.027	766.915	-2270.232	894.632	640.164	-2213.459	805.318	642.077	-2345.969	513.076	714.202	-2296.454	565.243	700.639	-2352.560	530.643	614.923	-2317.315	580.558	613.074	-2269.991	876.410	569.439	-2264.809	740.615	552.828	-2408.187	554.126	551.672	-2387.187	684.720	533.215	-2352.008	890.037	483.078	-2404.312	878.571	528.429	-2409.063	885.071	403.095	-2466.561	882.818	455.893	-2408.169	542.167	425.365	-2482.812	526.692	414.342	-2431.665	535.737	341.001	-2490.069	535.036	316.787	-2660.161	773.419	305.260	-2569.945	617.680	98.374	-2462.812	824.930	53.993	-2251.370	631.403	62.126	-2491.149	574.287	127.103	-2463.769	663.874	137.256	-2601.367	830.988	271.769	-2559.414	750.831	257.554	-2363.736	577.923	83.839	-2391.519	651.516	108.139	-2335.870	646.729	87.305	-2537.173	852.107	146.082	0.000	0.000	0.000	0.000	0.000	0.000
-2254.360	692.392	1283.380	-2360.023	831.737	1016.813	-2347.863	571.805	1013.207	-2571.561	691.254	1090.955	-2271.978	913.702	768.564	-2220.495	830.754	769.295	-2262.900	894.123	642.365	-2206.487	804.626	644.721	-2343.382	513.295	713.888	-2294.040	565.357	700.178	-2348.204	529.680	614.466	-2316.016	581.039	612.488	-2262.022	875.713	571.597	-2256.491	739.953	555.050	-2406.817	554.144	551.678	-2385.804	684.800	532.951	-2343.022	889.527	483.836	-2396.165	878.440	528.162	-2399.102	884.944	403.211	-2456.897	882.485	454.498	-2407.438	542.339	425.412	-2481.989	526.764	414.505	-2430.992	535.851	341.054	-2489.415	535.205	316.917	-2649.036	773.231	299.990	-2566.573	616.991	95.448	-2446.172	824.445	53.246	-2251.273	631.358	61.931	-2490.931	574.383	127.201	-2463.483	663.947	137.407	-2588.638	830.624	268.040	-2546.782	750.361	255.278	-2363.623	577.961	83.825	-2391.360	651.514	108.078	-2335.698	646.694	87.219	-2521.983	851.800	143.655	0.000	0.000	0.000	0.000	0.000	0.000
-2249.877	691.735	1284.202	-2355.792	831.490	1017.709	-2343.671	571.475	1013.331	-2567.290	690.915	1091.030	-2265.782	913.409	770.659	-2214.768	830.514	771.757	-2255.721	893.601	644.517	-2199.119	803.816	647.517	-2341.012	513.467	713.625	-2291.567	565.627	699.459	-2348.618	531.086	614.123	-2314.585	581.341	611.955	-2254.316	875.150	573.672	-2244.259	738.468	558.297	-2405.451	554.210	551.600	-2384.474	684.923	532.676	-2333.681	888.848	484.321	-2388.116	878.377	527.917	-2389.616	884.413	403.639	-2447.355	882.274	453.228	-2406.579	542.378	425.417	-2481.051	526.980	414.704	-2430.454	535.902	341.040	-2488.807	535.320	317.063	-2637.160	772.760	295.125	-2566.395	617.046	95.410	-2429.329	823.889	52.869	-2251.145	631.332	61.767	-2490.633	574.447	127.323	-2463.265	664.047	137.551	-2575.882	829.942	263.476	-2533.604	749.879	252.196	-2363.518	577.963	83.766	-2391.225	651.567	108.118	-2335.577	646.711	87.133	-2506.607	851.364	141.272	0.000	0.000	0.000	0.000	0.000	0.000
-2246.551	692.411	1284.302	-2351.967	831.415	1018.732	-2339.555	571.097	1013.429	-2563.085	690.553	1091.073	-2259.461	912.974	772.536	-2209.089	830.277	774.241	-2248.595	893.071	646.495	-2192.360	803.157	649.830	-2338.235	513.756	713.208	-2289.182	565.826	698.837	-2346.896	531.266	613.871	-2312.456	581.479	610.949	-2246.576	874.476	575.397	-2241.400	738.936	559.360	-2404.191	554.248	551.620	-2383.286	685.030	532.449	-2325.193	888.528	485.225	-2383.771	880.402	530.197	-2378.131	883.822	402.351	-2437.846	882.003	451.783	-2405.725	542.411	425.447	-2480.285	527.117	414.868	-2429.774	535.979	341.103	-2488.123	535.498	317.189	-2625.019	772.349	289.876	-2566.463	617.064	95.661	-2412.015	823.533	51.921	-2251.029	631.336	61.459	-2490.047	574.970	127.379	-2462.970	664.431	137.290	-2563.256	829.652	259.852	-2520.917	749.718	249.089	-2363.397	577.963	83.778	-2391.056	651.583	108.085	-2335.375	646.637	86.843	-2490.843	851.363	139.091	0.000	0.000	0.000	0.000	0.000	0.000
-2242.381	692.260	1284.597	-2347.356	831.013	1019.166	-2335.749	570.889	1013.231	-2558.845	690.241	1091.081	-2253.121	912.418	774.377	-2203.418	830.011	776.686	-2241.572	892.628	648.427	-2185.898	802.552	652.196	-2335.821	514.006	712.533	-2286.879	566.156	698.173	-2344.612	530.539	613.169	-2307.157	580.756	611.369	-2238.941	873.752	577.265	-2234.139	738.459	561.389	-2402.856	554.351	551.586	-2382.098	685.191	532.358	-2315.863	887.737	485.262	-2375.102	879.850	528.946	-2367.644	883.316	401.697	-2428.276	881.829	450.186	-2404.910	542.498	425.448	-2479.625	527.252	414.988	-2429.134	536.053	341.191	-2487.555	535.706	317.371	-2612.385	771.876	284.215	-2566.286	617.066	95.684	-2394.795	823.507	51.432	-2250.897	631.262	61.243	-2489.788	575.088	127.478	-2463.101	664.486	137.291	-2550.052	829.317	255.543	-2507.536	749.233	246.215	-2363.311	577.993	83.699	-2390.923	651.569	108.050	-2335.522	646.591	86.485	-2475.121	850.963	136.723	0.000	0.000	0.000	0.000	0.000	0.000
-2238.214	692.053	1284.995	-2342.929	830.722	1019.855	-2330.769	570.454	1013.250	-2554.633	689.932	1091.066	-2247.186	912.165	776.236	-2197.715	829.688	779.033	-2234.668	892.101	650.259	-2178.960	801.729	654.633	-2333.393	514.289	712.255	-2284.570	566.488	697.163	-2344.529	531.454	612.912	-2307.865	581.611	609.639	-2231.751	873.130	579.345	-2225.922	737.791	563.722	-2401.607	554.392	551.661	-2381.028	685.454	532.183	-2307.352	887.360	485.969	-2368.265	879.841	529.218	-2358.023	883.245	401.782	-2418.974	881.610	448.526	-2403.852	542.564	425.199	-2478.731	527.457	415.235	-2428.514	536.190	341.273	-2487.020	535.895	317.551	-2600.174	771.457	278.898	-2566.311	617.178	95.860	-2377.141	823.596	50.577	-2250.801	631.187	60.987	-2489.607	575.237	127.608	-2480.389	663.325	131.716	-2537.820	829.252	252.324	-2493.950	748.857	243.229	-2363.244	578.008	83.648	-2390.664	651.631	107.691	-2335.349	646.595	86.454	-2459.430	850.926	134.211	0.000	0.000	0.000	0.000	0.000	0.000
-2234.195	692.171	1284.991	-2338.038	830.264	1019.944	-2326.877	570.248	1013.221	-2550.400	689.696	1091.032	-2241.114	911.824	777.786	-2191.939	829.278	781.221	-2227.904	891.604	651.994	-2172.672	801.214	656.859	-2331.113	514.563	712.092	-2287.315	569.241	695.532	-2342.831	531.605	612.558	-2305.474	581.659	609.409	-2224.774	872.589	581.102	-2219.425	737.571	565.027	-2400.435	554.436	551.674	-2379.992	685.592	532.111	-2298.608	886.849	486.366	-2360.678	879.586	528.556	-2347.366	882.543	400.789	-2409.662	881.457	446.772	-2403.115	542.619	425.219	-2477.959	527.602	415.352	-2427.938	536.277	341.401	-2486.453	536.050	317.730	-2580.558	766.909	266.758	-2566.141	617.100	95.829	-2359.504	823.984	49.964	-2250.667	631.151	60.793	-2489.379	575.330	127.687	-2480.258	661.402	133.213	-2524.251	828.796	247.712	-2480.515	748.741	239.682	-2363.131	577.968	83.605	-2390.552	651.742	107.655	-2335.210	646.554	86.436	-2443.733	851.030	131.715	0.000	0.000	0.000	0.000	0.000	0.000
-2230.037	692.336	1284.925	-2333.468	829.903	1020.346	-2323.630	570.360	1012.688	-2546.183	689.447	1090.968	-2236.927	911.415	779.673	-2186.050	828.748	783.190	-2221.366	891.114	653.692	-2166.103	800.556	658.869	-2328.338	514.790	711.646	-2282.943	568.581	695.420	-2340.691	531.996	612.692	-2303.709	581.821	608.654	-2218.219	872.162	583.152	-2208.131	736.100	568.237	-2399.157	554.458	551.686	-2378.471	685.587	531.662	-2290.454	886.471	486.928	-2349.422	876.977	524.780	-2336.869	881.962	399.967	-2400.390	881.191	444.890	-2402.367	542.638	425.255	-2477.279	527.766	415.484	-2427.442	536.365	341.415	-2485.907	536.189	317.941	-2574.996	770.765	267.402	-2566.172	617.174	96.037	-2341.861	824.400	49.508	-2250.552	631.139	60.551	-2489.181	575.436	127.769	-2480.012	662.462	132.657	-2510.722	828.523	243.208	-2466.654	748.414	236.236	-2363.013	578.003	83.529	-2390.311	651.671	107.682	-2335.028	646.560	86.448	-2427.559	850.895	129.296	0.000	0.000	0.000	0.000	0.000	0.000
-2226.169	692.385	1285.303	-2329.380	829.960	1020.747	-2319.068	569.944	1012.605	-2541.954	689.227	1090.885	-2231.493	912.683	780.801	-2180.006	828.071	784.880	-2214.926	890.624	655.326	-2159.838	799.922	660.870	-2325.194	514.999	711.548	-2280.473	568.752	694.607	-2339.214	531.927	611.917	-2302.101	581.852	608.169	-2211.157	871.511	584.453	-2205.635	736.732	568.835	-2397.880	554.537	551.687	-2377.217	685.619	531.501	-2281.871	885.800	487.101	-2342.185	876.671	523.962	-2327.288	882.021	399.699	-2391.134	880.920	442.918	-2401.525	542.721	425.331	-2476.490	527.975	415.638	-2426.852	536.451	341.447	-2485.407	536.348	318.164	-2561.643	770.070	261.037	-2566.054	617.173	96.104	-2324.003	825.128	49.002	-2250.460	631.101	60.296	-2488.902	575.486	127.862	-2479.757	662.592	132.739	-2497.799	828.506	239.268	-2448.269	746.950	234.175	-2362.840	577.919	83.555	-2390.163	651.632	107.679	-2334.943	646.562	86.405	-2412.215	851.426	126.833	-2398.254	769.232	154.543	-2365.175	788.614	107.729
-2222.498	692.761	1285.012	-2325.463	830.022	1021.445	-2314.488	569.606	1012.590	-2537.643	689.069	1090.746	-2225.792	912.492	782.194	-2173.769	827.216	786.231	-2208.494	890.080	656.769	-2153.923	799.439	662.777	-2321.953	515.256	711.570	-2278.063	569.066	693.691	-2337.668	531.957	611.750	-2300.408	581.883	607.673	-2204.689	870.901	586.264	-2195.366	735.459	571.378	-2396.687	554.554	551.739	-2376.015	685.762	531.347	-2274.230	885.599	487.746	-2334.549	876.083	522.673	-2316.997	881.551	398.886	-2382.045	880.611	441.046	-2400.830	542.677	425.427	-2475.795	528.135	415.992	-2426.208	536.503	341.543	-2484.802	536.534	318.260	-2548.040	769.712	255.614	-2565.887	617.169	96.119	-2305.220	825.141	47.763	-2250.277	631.032	59.991	-2488.604	575.596	127.968	-2478.394	661.379	131.468	-2483.892	828.132	234.449	-2434.785	747.125	230.409	-2362.775	577.909	83.496	-2391.675	651.510	107.090	-2334.706	646.525	86.439	-2395.141	850.950	125.526	-2381.302	768.060	152.303	-2348.670	789.098	106.441
-2218.341	692.683	1285.244	-2320.763	829.739	1021.514	-2310.345	569.302	1012.690	-2533.386	688.934	1090.650	-2220.806	912.591	783.827	-2167.296	826.151	787.182	-2202.274	889.607	658.151	-2144.100	797.523	665.356	-2320.737	515.467	710.478	-2272.803	567.463	693.570	-2335.986	532.118	611.471	-2298.663	582.061	606.870	-2198.225	870.385	587.586	-2191.969	735.962	572.265	-2395.389	554.601	551.785	-2374.755	685.874	531.123	-2265.905	885.032	487.797	-2327.396	875.638	521.620	-2307.086	881.358	398.119	-2367.335	877.595	435.492	-2400.054	542.750	425.393	-2475.062	528.327	416.072	-2425.650	536.537	341.638	-2484.222	536.720	318.408	-2534.230	767.167	249.762	-2565.909	617.322	96.322	-2287.256	826.118	48.255	-2250.144	630.964	59.851	-2488.375	575.730	128.103	-2479.147	662.749	132.929	-2470.108	827.956	229.776	-2425.063	748.622	225.792	-2362.599	577.855	83.469	-2389.905	651.706	107.610	-2334.586	646.494	86.368	-2379.502	851.973	122.687	-2366.456	769.505	149.401	-2331.719	789.549	105.198
-2213.331	691.898	1286.054	-2316.266	829.593	1021.625	-2306.207	569.096	1012.682	-2529.079	688.876	1090.504	-2215.561	913.014	784.586	-2162.400	826.611	789.064	-2196.178	889.066	659.438	-2138.996	797.410	666.941	-2318.121	515.693	709.980	-2270.184	567.572	692.816	-2334.252	532.241	611.231	-2297.029	582.137	606.218	-2191.898	869.820	588.881	-2181.652	733.917	574.818	-2394.240	554.609	551.847	-2373.473	685.831	531.116	-2258.352	884.774	488.143	-2320.456	875.294	520.482	-2299.454	882.217	399.137	-2358.596	877.474	433.453	-2399.394	542.779	425.418	-2474.421	528.475	416.311	-2425.130	536.614	341.735	-2483.778	536.935	318.717	-2521.357	765.261	243.216	-2565.655	617.241	96.299	-2269.449	827.161	48.656	-2250.053	630.918	59.704	-2488.094	575.811	128.211	-2478.848	662.831	133.059	-2456.294	828.037	225.093	-2406.700	746.986	223.143	-2362.486	577.907	83.430	-2390.246	652.692	107.139	-2337.316	649.803	84.275	-2363.065	852.445	120.294	-2350.864	770.016	147.699	-2314.818	790.802	102.876
