NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	38
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-01, 15:23:27	426413.75801140
DATA_INCLUDED	3D
MARKER_NAMES	Chest	ASISL	ASISR	Sacral	supLatThighL	supMedThighL	infLatThighL	infMedThighL	supLatThighR	supMedRightR	infLatThighR	infMedThighR	latKneeL	medKneeL	latKneeR	medKneeR	supAntShankL	supPostShankL	infAntShankL	infPostShankL	supAntShankR	supPostShankR	infAntShankR	infPostShankR	heelLeft	heelRight	toeLeft	toeRight	latAnkleL	medAnkleL	latAnkleR	medAnkleR	lateralFootL	proximalFootL	distalFootL	lateralFootR	proximalFootR	distalFootR
Chest X	Chest Y	Chest Z	ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	Sacral X	Sacral Y	Sacral Z	supLatThighL X	supLatThighL Y	supLatThighL Z	supMedThighL X	supMedThighL Y	supMedThighL Z	infLatThighL X	infLatThighL Y	infLatThighL Z	infMedThighL X	infMedThighL Y	infMedThighL Z	supLatThighR X	supLatThighR Y	supLatThighR Z	supMedRightR X	supMedRightR Y	supMedRightR Z	infLatThighR X	infLatThighR Y	infLatThighR Z	infMedThighR X	infMedThighR Y	infMedThighR Z	latKneeL X	latKneeL Y	latKneeL Z	medKneeL X	medKneeL Y	medKneeL Z	latKneeR X	latKneeR Y	latKneeR Z	medKneeR X	medKneeR Y	medKneeR Z	supAntShankL X	supAntShankL Y	supAntShankL Z	supPostShankL X	supPostShankL Y	supPostShankL Z	infAntShankL X	infAntShankL Y	infAntShankL Z	infPostShankL X	infPostShankL Y	infPostShankL Z	supAntShankR X	supAntShankR Y	supAntShankR Z	supPostShankR X	supPostShankR Y	supPostShankR Z	infAntShankR X	infAntShankR Y	infAntShankR Z	infPostShankR X	infPostShankR Y	infPostShankR Z	heelLeft X	heelLeft Y	heelLeft Z	heelRight X	heelRight Y	heelRight Z	toeLeft X	toeLeft Y	toeLeft Z	toeRight X	toeRight Y	toeRight Z	latAnkleL X	latAnkleL Y	latAnkleL Z	medAnkleL X	medAnkleL Y	medAnkleL Z	latAnkleR X	latAnkleR Y	latAnkleR Z	medAnkleR X	medAnkleR Y	medAnkleR Z	lateralFootL X	lateralFootL Y	lateralFootL Z	proximalFootL X	proximalFootL Y	proximalFootL Z	distalFootL X	distalFootL Y	distalFootL Z	lateralFootR X	lateralFootR Y	lateralFootR Z	proximalFootR X	proximalFootR Y	proximalFootR Z	distalFootR X	distalFootR Y	distalFootR Z	
0.000	0.000	0.000	-3002.988	884.382	1029.726	-2995.318	622.141	1022.100	-3226.037	747.037	1085.255	-3008.227	943.823	707.348	0.000	0.000	0.000	-3060.137	909.635	599.427	-2999.675	825.878	582.722	-3021.883	550.158	744.853	0.000	0.000	0.000	-3034.772	557.233	643.734	-2991.708	601.505	635.079	-3068.364	886.350	549.606	-3072.862	759.293	542.173	-3101.712	583.617	561.684	-3070.650	713.672	532.632	-3090.318	908.292	448.566	-3168.151	913.668	452.430	0.000	0.000	0.000	0.000	0.000	0.000	-3096.617	565.146	438.357	-3176.562	554.092	423.466	0.000	0.000	0.000	-3173.663	553.415	323.847	0.000	0.000	0.000	0.000	0.000	0.000	-2927.381	849.764	59.330	-2911.028	633.289	59.667	0.000	0.000	0.000	-3143.611	798.971	136.315	-3149.327	579.209	129.001	0.000	0.000	0.000	-3038.021	894.558	79.332	0.000	0.000	0.000	0.000	0.000	0.000	-3020.082	580.634	83.755	-3050.365	654.396	106.902	0.000	0.000	0.000
0.000	0.000	0.000	-3002.944	884.422	1029.792	-2995.538	622.098	1022.416	-3225.972	747.091	1085.152	-3008.144	943.896	707.419	0.000	0.000	0.000	-3059.783	909.571	599.140	-2999.255	825.752	582.799	-3021.945	550.013	745.093	0.000	0.000	0.000	-3034.614	557.336	643.683	-2991.714	601.569	635.130	-3068.155	886.336	549.616	-3072.663	759.257	542.211	-3101.574	583.549	561.753	-3070.739	713.857	532.612	-3090.163	908.263	448.547	-3167.886	913.629	452.382	0.000	0.000	0.000	0.000	0.000	0.000	-3096.320	565.097	438.506	-3173.781	552.629	421.648	0.000	0.000	0.000	-3178.004	557.800	326.710	0.000	0.000	0.000	0.000	0.000	0.000	-2927.329	849.711	59.380	-2911.015	633.281	59.687	0.000	0.000	0.000	-3143.510	798.956	136.317	-3149.273	579.187	128.914	0.000	0.000	0.000	-3038.126	894.574	79.456	0.000	0.000	0.000	0.000	0.000	0.000	-3019.993	580.561	83.724	-3050.787	654.399	106.973	0.000	0.000	0.000
0.000	0.000	0.000	-3002.843	884.389	1029.767	-2995.246	622.226	1022.149	-3225.926	747.154	1085.076	-3008.059	943.943	707.480	0.000	0.000	0.000	-3059.557	909.516	599.093	-2999.355	825.842	582.863	-3021.987	550.002	745.256	0.000	0.000	0.000	-3034.310	557.271	643.729	-2991.428	601.511	635.194	-3067.935	886.305	549.665	-3072.407	759.229	542.302	-3101.405	583.631	561.805	-3070.739	713.932	532.589	-3090.056	908.291	448.559	-3167.806	913.673	452.442	0.000	0.000	0.000	0.000	0.000	0.000	-3096.000	565.017	438.516	-3173.441	552.560	421.565	0.000	0.000	0.000	-3177.821	557.748	326.726	0.000	0.000	0.000	0.000	0.000	0.000	-2927.356	849.761	59.298	-2911.049	633.264	59.657	0.000	0.000	0.000	-3143.668	799.024	136.297	-3149.313	579.175	128.962	0.000	0.000	0.000	-3038.055	894.532	79.410	0.000	0.000	0.000	0.000	0.000	0.000	-3020.005	580.638	83.747	-3050.448	654.414	106.837	0.000	0.000	0.000
0.000	0.000	0.000	-3002.820	884.431	1029.842	-2995.222	622.251	1022.193	-3225.909	747.239	1084.987	-3007.748	943.805	707.337	0.000	0.000	0.000	-3059.413	909.537	599.116	-2999.063	825.769	582.842	-3021.755	550.047	745.175	0.000	0.000	0.000	-3034.188	557.303	643.760	-2991.207	601.501	635.189	-3067.836	886.379	549.667	-3072.073	759.210	542.296	-3100.866	583.719	561.671	-3070.451	713.888	532.723	-3089.949	908.320	448.569	-3167.707	913.671	452.484	0.000	0.000	0.000	0.000	0.000	0.000	-3096.341	565.238	438.489	-3173.552	552.621	421.754	0.000	0.000	0.000	-3174.618	554.432	324.803	0.000	0.000	0.000	0.000	0.000	0.000	-2927.410	849.738	59.328	-2911.005	633.247	59.649	0.000	0.000	0.000	-3143.600	798.947	136.307	-3149.263	579.189	128.946	0.000	0.000	0.000	-3038.068	894.554	79.406	0.000	0.000	0.000	0.000	0.000	0.000	-3020.011	580.575	83.699	-3050.911	654.498	106.854	0.000	0.000	0.000
0.000	0.000	0.000	-3002.736	884.412	1029.804	-2995.185	622.306	1022.258	-3225.874	747.329	1084.920	-3007.720	943.955	707.446	0.000	0.000	0.000	-3059.254	909.505	599.098	-2998.906	825.794	582.862	-3021.728	550.100	745.266	0.000	0.000	0.000	-3034.209	557.378	643.760	-2990.969	601.513	635.354	-3067.670	886.344	549.653	-3072.096	759.267	542.269	-3101.003	583.717	561.824	-3070.127	713.817	532.707	-3089.836	908.319	448.536	-3167.517	913.660	452.464	0.000	0.000	0.000	0.000	0.000	0.000	-3096.183	565.167	438.296	-3176.062	554.209	423.570	0.000	0.000	0.000	-3174.525	554.431	324.816	0.000	0.000	0.000	0.000	0.000	0.000	-2927.378	849.735	59.334	-2911.038	633.283	59.642	0.000	0.000	0.000	-3143.695	798.998	136.279	-3149.304	579.253	128.928	0.000	0.000	0.000	-3038.044	894.513	79.419	0.000	0.000	0.000	0.000	0.000	0.000	-3020.041	580.640	83.735	-3050.338	654.408	106.860	0.000	0.000	0.000
0.000	0.000	0.000	-3002.788	884.501	1029.904	-2995.140	622.358	1022.274	-3225.882	747.414	1084.871	-3007.560	943.979	707.420	0.000	0.000	0.000	-3059.121	909.540	599.108	-2998.663	825.808	582.927	-3021.600	550.156	745.294	0.000	0.000	0.000	-3033.916	557.309	643.884	-2991.589	601.932	634.804	-3067.526	886.366	549.666	-3072.073	759.315	542.204	-3100.888	583.731	561.775	-3070.083	714.086	532.349	-3089.737	908.336	448.618	-3167.473	913.688	452.525	0.000	0.000	0.000	0.000	0.000	0.000	-3096.058	565.202	438.312	-3175.791	554.115	423.555	0.000	0.000	0.000	-3177.540	557.772	326.753	0.000	0.000	0.000	0.000	0.000	0.000	-2927.325	849.756	59.333	-2911.096	633.327	59.678	0.000	0.000	0.000	-3143.741	799.032	136.275	-3149.299	579.216	128.984	0.000	0.000	0.000	-3038.107	894.554	79.405	0.000	0.000	0.000	0.000	0.000	0.000	-3020.073	580.610	83.733	-3050.809	654.379	106.972	0.000	0.000	0.000
0.000	0.000	0.000	-3002.754	884.547	1029.938	-2995.102	622.410	1022.313	-3225.817	747.490	1084.799	-3007.352	943.938	707.405	0.000	0.000	0.000	-3058.955	909.574	599.085	-2998.991	825.855	582.430	-3021.444	550.193	745.266	0.000	0.000	0.000	-3033.873	557.395	643.832	-2991.417	601.877	634.973	0.000	0.000	0.000	-3071.865	759.338	542.237	-3100.654	583.708	561.829	-3069.894	713.986	532.626	-3089.599	908.347	448.584	-3167.362	913.676	452.496	0.000	0.000	0.000	0.000	0.000	0.000	-3095.460	565.006	438.527	-3173.085	552.665	421.807	0.000	0.000	0.000	-3177.864	558.479	326.950	0.000	0.000	0.000	0.000	0.000	0.000	-2927.399	849.747	59.321	-2910.988	633.293	59.618	0.000	0.000	0.000	-3143.568	798.998	136.299	-3149.329	579.252	128.976	0.000	0.000	0.000	-3038.138	894.611	79.427	0.000	0.000	0.000	0.000	0.000	0.000	-3019.997	580.573	83.700	-3050.487	654.435	106.830	0.000	0.000	0.000
0.000	0.000	0.000	-3002.628	884.504	1029.883	-2995.081	622.450	1022.340	-3225.785	747.555	1084.726	-3007.230	943.953	707.403	0.000	0.000	0.000	-3058.795	909.541	599.067	-2998.523	825.880	582.805	-3021.290	550.218	745.272	0.000	0.000	0.000	-3033.654	557.422	643.898	-2991.311	601.895	634.955	0.000	0.000	0.000	-3071.695	759.294	542.182	-3100.319	583.681	561.872	-3069.783	714.271	532.345	-3089.506	908.310	448.635	-3167.156	913.680	452.483	0.000	0.000	0.000	0.000	0.000	0.000	-3095.480	565.147	438.509	-3173.116	552.715	421.891	0.000	0.000	0.000	-3177.887	558.584	327.038	0.000	0.000	0.000	0.000	0.000	0.000	-2927.375	849.739	59.309	-2911.029	633.257	59.636	0.000	0.000	0.000	-3143.574	798.998	136.353	-3149.221	579.254	128.918	0.000	0.000	0.000	-3038.100	894.589	79.365	0.000	0.000	0.000	0.000	0.000	0.000	-3020.019	580.592	83.733	-3050.545	654.460	106.814	0.000	0.000	0.000
0.000	0.000	0.000	-3002.645	884.553	1029.910	-2995.097	622.404	1022.384	-3225.739	747.621	1084.660	-3006.880	943.827	707.235	0.000	0.000	0.000	-3058.592	909.516	598.992	-2998.142	825.802	582.918	-3021.257	550.185	745.375	0.000	0.000	0.000	-3033.384	557.447	643.925	-2990.429	601.599	635.462	0.000	0.000	0.000	-3071.427	759.220	542.270	-3100.299	583.667	561.928	-3069.479	714.190	532.418	-3089.410	908.353	448.632	-3167.124	913.675	452.563	0.000	0.000	0.000	0.000	0.000	0.000	-3095.560	565.191	438.250	-3175.449	554.175	423.590	0.000	0.000	0.000	-3177.734	558.525	327.067	0.000	0.000	0.000	0.000	0.000	0.000	-2927.422	849.784	59.376	-2911.012	633.242	59.614	0.000	0.000	0.000	-3143.435	798.967	136.328	-3149.154	579.160	129.010	0.000	0.000	0.000	-3038.021	894.522	79.379	0.000	0.000	0.000	0.000	0.000	0.000	-3020.037	580.542	83.754	-3050.509	654.412	106.813	0.000	0.000	0.000
0.000	0.000	0.000	-3002.583	884.566	1029.920	-2994.935	622.473	1022.345	-3225.672	747.674	1084.598	-3006.843	943.932	707.269	0.000	0.000	0.000	-3058.448	909.538	599.015	-2998.265	825.914	582.770	-3021.193	550.160	745.456	0.000	0.000	0.000	-3033.082	557.369	643.967	-2990.219	601.572	635.425	0.000	0.000	0.000	-3071.249	759.350	542.249	-3099.763	583.740	561.808	-3069.106	714.058	532.512	-3089.193	908.288	448.523	-3167.041	913.740	452.543	0.000	0.000	0.000	0.000	0.000	0.000	-3095.411	565.234	438.295	-3175.169	554.100	423.575	0.000	0.000	0.000	-3177.633	558.588	327.054	0.000	0.000	0.000	0.000	0.000	0.000	-2927.297	849.719	59.316	-2911.042	633.283	59.626	0.000	0.000	0.000	-3143.411	798.931	136.326	-3149.264	579.247	128.970	0.000	0.000	0.000	-3038.130	894.565	79.426	0.000	0.000	0.000	0.000	0.000	0.000	-3020.001	580.622	83.720	-3050.579	654.337	106.992	0.000	0.000	0.000
