NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	38
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-01, 15:19:17	426163.54571810
DATA_INCLUDED	3D
MARKER_NAMES	Chest	ASISL	ASISR	Sacral	supLatThighL	supMedThighL	infLatThighL	infMedThighL	supLatThighR	supMedRightR	infLatThighR	inMedThighR	latKneeL	medKneeL	latKneeR	medKneeR	supAntShankL	supPostShankL	infAntShankL	infPostShankL	supAntShankR	supPostShankR	infAntShankR	infPostShankR	heelLeft	heelRight	toeLeft	toeRight	latAnkleL	medAnkleL	latAnkleR	medAnkleR	lateralFootL	proximalFootL	distalFootL	lateralFootR	proximalFootR	distalFootR
Chest X	Chest Y	Chest Z	ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	Sacral X	Sacral Y	Sacral Z	supLatThighL X	supLatThighL Y	supLatThighL Z	supMedThighL X	supMedThighL Y	supMedThighL Z	infLatThighL X	infLatThighL Y	infLatThighL Z	infMedThighL X	infMedThighL Y	infMedThighL Z	supLatThighR X	supLatThighR Y	supLatThighR Z	supMedRightR X	supMedRightR Y	supMedRightR Z	infLatThighR X	infLatThighR Y	infLatThighR Z	inMedThighR X	inMedThighR Y	inMedThighR Z	latKneeL X	latKneeL Y	latKneeL Z	medKneeL X	medKneeL Y	medKneeL Z	latKneeR X	latKneeR Y	latKneeR Z	medKneeR X	medKneeR Y	medKneeR Z	supAntShankL X	supAntShankL Y	supAntShankL Z	supPostShankL X	supPostShankL Y	supPostShankL Z	infAntShankL X	infAntShankL Y	infAntShankL Z	infPostShankL X	infPostShankL Y	infPostShankL Z	supAntShankR X	supAntShankR Y	supAntShankR Z	supPostShankR X	supPostShankR Y	supPostShankR Z	infAntShankR X	infAntShankR Y	infAntShankR Z	infPostShankR X	infPostShankR Y	infPostShankR Z	heelLeft X	heelLeft Y	heelLeft Z	heelRight X	heelRight Y	heelRight Z	toeLeft X	toeLeft Y	toeLeft Z	toeRight X	toeRight Y	toeRight Z	latAnkleL X	latAnkleL Y	latAnkleL Z	medAnkleL X	medAnkleL Y	medAnkleL Z	latAnkleR X	latAnkleR Y	latAnkleR Z	medAnkleR X	medAnkleR Y	medAnkleR Z	lateralFootL X	lateralFootL Y	lateralFootL Z	proximalFootL X	proximalFootL Y	proximalFootL Z	distalFootL X	distalFootL Y	distalFootL Z	lateralFootR X	lateralFootR Y	lateralFootR Z	proximalFootR X	proximalFootR Y	proximalFootR Z	distalFootR X	distalFootR Y	distalFootR Z	
0.000	0.000	0.000	-2926.118	873.267	1033.526	-2911.730	611.623	1027.016	-3145.637	730.185	1080.464	-2951.773	916.456	713.004	0.000	0.000	0.000	-2993.959	891.798	598.408	-2922.261	819.471	573.661	-2930.632	537.555	758.711	-2876.753	583.226	738.640	-2938.189	544.591	657.671	-2896.524	590.374	650.443	-3008.014	868.226	544.352	0.000	0.000	0.000	-3011.195	570.925	561.221	0.000	0.000	0.000	-3088.505	879.819	444.911	-3014.310	877.497	440.957	-3159.100	953.917	446.991	0.000	0.000	0.000	-3081.353	540.363	420.318	-3010.218	552.608	437.432	0.000	0.000	0.000	0.000	0.000	0.000	-3066.459	762.000	136.509	0.000	0.000	0.000	-2843.057	809.090	62.746	-2815.651	614.452	63.704	-3091.923	848.734	120.555	0.000	0.000	0.000	-3055.905	566.526	128.984	-3041.279	654.512	130.569	-2957.655	855.085	79.622	0.000	0.000	0.000	0.000	0.000	0.000	-2928.391	564.247	83.881	0.000	0.000	0.000	-2955.218	639.950	106.717
0.000	0.000	0.000	-2926.161	873.277	1033.535	-2911.640	611.562	1026.940	-3145.646	730.177	1080.472	-2951.654	916.351	712.954	0.000	0.000	0.000	-2993.698	891.748	598.135	-2922.240	819.474	573.664	-2930.731	537.580	758.686	-2876.717	583.259	738.605	-2937.723	544.415	657.963	-2896.273	590.400	650.242	-3008.047	868.230	544.382	0.000	0.000	0.000	-3011.235	570.934	561.252	0.000	0.000	0.000	-3088.257	879.655	444.677	-3014.319	877.494	441.000	-3159.027	953.830	446.906	0.000	0.000	0.000	-3081.318	540.359	420.343	-3010.538	552.564	437.374	0.000	0.000	0.000	0.000	0.000	0.000	-3066.256	761.955	136.661	0.000	0.000	0.000	-2843.062	809.081	62.789	-2815.657	614.387	63.726	-3091.998	848.735	120.671	0.000	0.000	0.000	-3055.904	566.501	128.947	-3041.321	654.569	130.625	-2957.656	855.141	79.599	0.000	0.000	0.000	0.000	0.000	0.000	-2928.386	564.305	83.871	0.000	0.000	0.000	-2955.048	639.941	106.764
0.000	0.000	0.000	-2926.086	873.215	1033.513	-2911.631	611.520	1026.994	-3145.611	730.155	1080.500	-2951.693	916.341	712.978	0.000	0.000	0.000	-2993.955	891.773	598.433	-2922.543	819.602	573.484	-2930.843	537.601	758.642	-2876.732	583.142	738.699	-2938.239	544.607	657.680	-2896.295	590.416	650.159	-3008.279	868.333	544.700	0.000	0.000	0.000	-3011.226	570.936	561.246	0.000	0.000	0.000	-3088.389	879.761	444.859	-3014.319	877.494	441.000	-3159.059	953.887	446.981	0.000	0.000	0.000	-3081.328	540.314	420.304	-3010.418	552.544	437.413	0.000	0.000	0.000	0.000	0.000	0.000	-3066.174	761.938	136.742	0.000	0.000	0.000	-2843.156	809.100	62.922	-2815.732	614.475	63.673	-3091.933	848.701	120.572	0.000	0.000	0.000	-3055.821	566.438	128.985	-3041.305	654.547	130.611	-2957.696	855.177	79.601	0.000	0.000	0.000	0.000	0.000	0.000	-2928.379	564.160	83.807	0.000	0.000	0.000	-2955.031	639.958	106.744
0.000	0.000	0.000	-2926.134	873.184	1033.517	-2911.654	611.495	1026.964	-3145.591	730.136	1080.512	-2951.633	916.275	712.949	0.000	0.000	0.000	-2994.079	891.833	598.530	-2922.147	819.385	573.708	-2930.826	537.554	758.673	-2876.787	583.158	738.643	-2938.140	544.523	657.650	-2896.220	590.334	650.219	-3008.315	868.330	544.691	0.000	0.000	0.000	-3011.007	570.890	561.138	0.000	0.000	0.000	-3088.352	879.739	444.803	-3014.319	877.494	441.001	-3158.893	953.753	446.797	0.000	0.000	0.000	-3081.279	540.261	420.245	-3010.353	552.509	437.454	0.000	0.000	0.000	0.000	0.000	0.000	-3066.361	761.993	136.497	0.000	0.000	0.000	-2843.091	809.092	62.778	-2815.705	614.478	63.710	-3091.958	848.716	120.555	0.000	0.000	0.000	-3055.933	566.538	129.003	-3041.297	654.555	130.591	-2957.686	855.137	79.627	0.000	0.000	0.000	0.000	0.000	0.000	-2928.359	564.222	83.790	0.000	0.000	0.000	-2955.091	639.925	106.732
0.000	0.000	0.000	-2926.098	873.168	1033.526	-2911.613	611.387	1027.004	-3145.549	730.130	1080.517	-2951.672	916.265	712.973	0.000	0.000	0.000	-2994.012	891.773	598.447	-2922.222	819.396	573.667	-2930.815	537.422	758.692	-2876.633	583.132	738.686	-2938.116	544.512	657.630	-2896.498	590.306	650.450	-3008.337	868.325	544.727	0.000	0.000	0.000	-3011.212	570.859	561.256	0.000	0.000	0.000	-3088.451	879.788	444.907	-3014.319	877.494	441.001	-3158.934	953.782	446.807	0.000	0.000	0.000	-3081.281	540.282	420.274	-3010.326	552.535	437.331	0.000	0.000	0.000	0.000	0.000	0.000	-3066.302	761.960	136.659	0.000	0.000	0.000	-2843.141	809.070	62.892	-2815.738	614.489	63.732	-3091.948	848.726	120.622	0.000	0.000	0.000	-3055.892	566.526	128.836	-3041.332	654.570	130.645	-2957.705	855.157	79.644	0.000	0.000	0.000	0.000	0.000	0.000	-2928.377	564.289	83.831	0.000	0.000	0.000	-2955.280	639.873	106.842
0.000	0.000	0.000	-2926.008	873.061	1033.520	-2911.589	611.357	1027.047	-3145.515	730.085	1080.558	-2951.782	916.319	713.068	0.000	0.000	0.000	-2993.749	891.684	598.167	-2922.291	819.377	573.686	-2935.007	539.008	758.128	-2876.919	583.139	738.689	-2938.010	544.474	657.589	-2896.355	590.228	650.429	-3008.104	868.187	544.442	0.000	0.000	0.000	-3011.174	570.838	561.148	0.000	0.000	0.000	-3088.352	879.739	444.804	-3014.279	877.467	440.946	-3159.005	953.831	446.912	0.000	0.000	0.000	-3081.268	540.255	420.290	-3010.153	552.422	437.404	0.000	0.000	0.000	0.000	0.000	0.000	-3066.383	761.991	136.649	0.000	0.000	0.000	-2843.158	809.090	62.920	-2815.639	614.445	63.751	-3091.951	848.762	120.607	0.000	0.000	0.000	-3055.555	566.434	128.842	-3041.288	654.534	130.621	-2957.642	855.112	79.623	0.000	0.000	0.000	0.000	0.000	0.000	-2928.369	564.257	83.818	0.000	0.000	0.000	-2955.042	639.945	106.716
0.000	0.000	0.000	-2925.983	873.007	1033.541	-2911.528	611.289	1026.998	-3145.438	730.045	1080.547	-2951.853	916.392	713.154	0.000	0.000	0.000	-2994.060	891.719	598.487	-2922.332	819.329	573.672	-2934.993	538.966	758.213	-2876.589	583.101	738.661	-2937.967	544.413	657.593	-2896.185	590.310	650.184	-3008.363	868.281	544.746	0.000	0.000	0.000	-3010.994	570.755	561.103	0.000	0.000	0.000	-3088.349	879.774	444.826	-3014.319	877.493	441.001	-3159.024	953.862	446.929	0.000	0.000	0.000	-3081.275	540.287	420.313	-3010.207	552.417	437.362	0.000	0.000	0.000	0.000	0.000	0.000	-3066.195	761.912	136.631	0.000	0.000	0.000	-2843.067	809.085	62.775	-2815.625	614.429	63.797	-3091.924	848.729	120.558	0.000	0.000	0.000	-3055.798	566.506	128.924	-3041.266	654.519	130.589	-2957.661	855.138	79.574	0.000	0.000	0.000	0.000	0.000	0.000	-2928.366	564.210	83.870	0.000	0.000	0.000	-2954.962	639.919	106.733
0.000	0.000	0.000	-2925.882	873.003	1033.502	-2911.419	611.210	1027.002	-3145.407	730.028	1080.568	-2951.611	916.227	712.848	0.000	0.000	0.000	-2994.077	891.713	598.479	-2922.321	819.313	573.642	-2934.918	539.022	758.368	-2876.538	583.127	738.578	-2937.887	544.449	657.553	-2896.082	590.239	650.229	-3008.140	868.153	544.465	0.000	0.000	0.000	-3010.765	570.758	561.081	0.000	0.000	0.000	-3088.408	879.836	444.897	-3014.316	877.528	441.025	-3159.031	953.859	446.970	0.000	0.000	0.000	-3081.188	540.224	420.247	-3009.982	552.411	437.391	0.000	0.000	0.000	0.000	0.000	0.000	-3066.215	761.965	136.719	0.000	0.000	0.000	-2843.057	809.090	62.783	-2815.644	614.399	63.803	-3091.871	848.685	120.523	0.000	0.000	0.000	-3055.749	566.520	128.801	-3041.274	654.522	130.608	-2957.612	855.108	79.602	0.000	0.000	0.000	0.000	0.000	0.000	-2928.411	564.248	83.843	0.000	0.000	0.000	-2954.963	639.925	106.734
0.000	0.000	0.000	-2925.789	872.861	1033.525	-2911.411	611.257	1026.929	-3145.371	729.988	1080.578	-2951.731	916.269	712.969	0.000	0.000	0.000	-2994.120	891.709	598.475	-2922.385	819.252	573.712	-2934.500	538.986	758.373	-2876.631	583.104	738.711	-2937.910	544.461	657.576	-2896.412	590.266	650.349	-3008.402	868.253	544.754	0.000	0.000	0.000	-3010.908	570.808	561.159	0.000	0.000	0.000	-3088.374	879.833	444.863	-3014.250	877.501	440.975	-3158.966	953.839	446.883	0.000	0.000	0.000	-3081.175	540.221	420.252	-3010.132	552.444	437.369	0.000	0.000	0.000	0.000	0.000	0.000	-3066.222	761.915	136.589	0.000	0.000	0.000	-2842.995	809.034	62.750	-2815.634	614.477	63.853	-3091.787	848.694	120.474	0.000	0.000	0.000	-3055.809	566.538	128.856	-3041.276	654.529	130.590	-2957.670	855.142	79.622	0.000	0.000	0.000	0.000	0.000	0.000	-2928.384	564.246	83.793	0.000	0.000	0.000	-2954.961	639.887	106.805
0.000	0.000	0.000	-2925.820	872.854	1033.529	-2911.564	611.192	1026.999	-3145.345	729.968	1080.593	-2951.801	916.295	713.017	0.000	0.000	0.000	-2994.197	891.647	598.472	-2922.505	819.219	573.706	-2934.211	538.810	758.472	-2876.550	583.148	738.562	-2938.035	544.444	657.486	-2896.107	590.291	650.101	-3008.459	868.227	544.758	0.000	0.000	0.000	-3010.967	570.815	561.011	0.000	0.000	0.000	-3088.346	879.808	444.850	-3014.316	877.527	441.025	-3158.982	953.832	446.919	0.000	0.000	0.000	-3081.195	540.246	420.242	-3010.020	552.360	437.354	0.000	0.000	0.000	0.000	0.000	0.000	-3066.157	761.913	136.728	0.000	0.000	0.000	-2843.054	809.070	62.783	-2815.755	614.460	63.805	-3091.874	848.702	120.589	0.000	0.000	0.000	-3055.707	566.463	128.796	-3041.243	654.519	130.573	-2957.608	855.134	79.569	0.000	0.000	0.000	0.000	0.000	0.000	-2928.440	564.305	83.864	0.000	0.000	0.000	-2955.043	639.973	106.723
0.000	0.000	0.000	-2925.817	872.783	1033.528	-2911.844	611.167	1026.888	-3145.310	729.925	1080.631	-2951.760	916.260	712.953	0.000	0.000	0.000	-2994.266	891.646	598.481	-2922.571	819.077	573.747	-2934.045	538.763	758.494	-2876.667	583.212	738.560	-2937.976	544.460	657.517	-2896.074	590.272	650.165	-3008.581	868.264	544.824	0.000	0.000	0.000	-3010.868	570.741	561.082	0.000	0.000	0.000	-3088.357	879.824	444.914	-3014.220	877.471	440.964	-3158.923	953.811	446.919	0.000	0.000	0.000	-3081.149	540.237	420.264	-3010.082	552.486	437.308	0.000	0.000	0.000	0.000	0.000	0.000	-3066.294	762.002	136.669	0.000	0.000	0.000	-2843.072	809.040	62.903	-2815.796	614.472	63.826	-3091.930	848.689	120.503	0.000	0.000	0.000	-3055.834	566.553	128.801	-3041.323	654.480	130.622	-2957.713	855.125	79.632	0.000	0.000	0.000	0.000	0.000	0.000	-2928.433	564.265	83.845	0.000	0.000	0.000	-2955.205	639.917	106.938
0.000	0.000	0.000	-2925.816	872.740	1033.586	-2911.851	611.111	1026.833	-3145.315	729.914	1080.680	-2951.849	916.292	712.957	0.000	0.000	0.000	-2994.397	891.577	598.522	-2922.791	819.042	573.776	-2934.022	538.928	758.342	-2876.642	583.166	738.583	-2938.026	544.577	657.513	-2896.265	590.417	650.093	-3008.606	868.223	544.802	0.000	0.000	0.000	-3011.107	570.829	561.063	0.000	0.000	0.000	-3088.218	879.788	444.778	-3014.163	877.442	440.956	-3158.741	953.683	446.699	0.000	0.000	0.000	-3081.121	540.235	420.254	-3009.971	552.514	437.117	0.000	0.000	0.000	0.000	0.000	0.000	-3066.291	761.992	136.677	0.000	0.000	0.000	-2843.064	809.060	62.800	-2815.721	614.456	63.895	-3091.973	848.743	120.604	0.000	0.000	0.000	-3055.786	566.508	128.769	-3041.338	654.471	130.602	-2957.620	855.104	79.592	0.000	0.000	0.000	0.000	0.000	0.000	-2928.410	564.242	83.847	0.000	0.000	0.000	-2955.096	639.996	106.702
0.000	0.000	0.000	-2925.748	872.657	1033.550	-2911.510	611.031	1026.845	-3145.266	729.856	1080.669	-2951.877	916.248	712.917	0.000	0.000	0.000	-2994.503	891.536	598.552	-2922.962	818.951	573.772	-2933.658	538.747	758.441	-2876.697	583.239	738.520	-2938.024	544.543	657.395	-2896.284	590.466	650.068	-3008.702	868.209	544.861	0.000	0.000	0.000	-3011.051	570.746	560.945	0.000	0.000	0.000	-3088.198	879.814	444.851	-3014.031	877.388	440.856	-3158.630	953.599	446.714	0.000	0.000	0.000	-3081.016	540.147	420.192	-3009.824	552.479	437.143	0.000	0.000	0.000	0.000	0.000	0.000	-3066.336	762.008	136.547	0.000	0.000	0.000	-2843.110	809.075	62.829	-2815.755	614.431	63.935	-3091.976	848.774	120.592	0.000	0.000	0.000	-3055.831	566.485	128.736	-3041.308	654.502	130.576	-2957.635	855.118	79.571	0.000	0.000	0.000	0.000	0.000	0.000	-2928.439	564.264	83.779	0.000	0.000	0.000	-2954.895	639.895	106.814
0.000	0.000	0.000	-2925.658	872.535	1033.563	-2911.606	610.923	1026.842	-3145.233	729.814	1080.687	-2952.018	916.376	713.057	0.000	0.000	0.000	-2994.639	891.517	598.545	-2923.100	818.771	573.851	-2933.371	538.733	758.405	-2876.861	583.279	738.580	-2937.900	544.455	657.383	-2896.168	590.482	650.059	-3008.737	868.184	544.902	0.000	0.000	0.000	-3011.062	570.701	561.000	0.000	0.000	0.000	-3099.003	885.727	452.272	-3020.125	882.137	447.218	-3158.533	953.584	446.638	0.000	0.000	0.000	-3080.977	540.176	420.198	-3009.545	552.425	437.101	0.000	0.000	0.000	0.000	0.000	0.000	-3066.111	761.967	136.677	0.000	0.000	0.000	-2843.148	809.032	62.965	-2815.889	614.449	63.972	-3091.896	848.706	120.503	0.000	0.000	0.000	-3055.821	566.467	128.739	-3041.345	654.468	130.613	-2957.673	855.112	79.633	0.000	0.000	0.000	0.000	0.000	0.000	-2928.432	564.276	83.847	0.000	0.000	0.000	-2955.240	639.967	106.900
0.000	0.000	0.000	-2925.519	872.388	1033.591	-2916.002	612.527	1026.153	-3145.206	729.737	1080.709	-2952.076	916.368	713.040	0.000	0.000	0.000	-2994.711	891.429	598.586	-2923.082	818.560	573.947	-2933.112	538.613	758.459	-2876.516	583.303	738.522	-2937.819	544.561	657.379	-2896.248	590.522	650.011	-3008.778	868.139	544.825	0.000	0.000	0.000	-3011.084	570.775	560.986	0.000	0.000	0.000	-3098.900	885.753	452.232	-3019.977	882.050	447.111	-3158.406	953.506	446.569	0.000	0.000	0.000	-3080.938	540.155	420.155	-3009.429	552.501	437.061	0.000	0.000	0.000	0.000	0.000	0.000	-3065.961	761.976	136.727	0.000	0.000	0.000	-2843.154	809.031	63.030	-2815.751	614.423	64.075	-3091.909	848.701	120.509	0.000	0.000	0.000	-3055.700	566.482	128.542	-3041.333	654.485	130.581	-2957.756	855.144	79.667	0.000	0.000	0.000	0.000	0.000	0.000	-2928.469	564.299	83.852	0.000	0.000	0.000	-2955.131	640.016	106.783
0.000	0.000	0.000	-2928.594	873.096	1033.277	-2916.007	612.555	1026.176	-3145.178	729.664	1080.729	-2951.965	916.269	712.906	0.000	0.000	0.000	-2994.785	891.396	598.548	-2923.448	818.524	573.950	-2933.050	538.628	758.413	-2876.201	583.395	738.227	-2937.806	544.498	657.366	-2896.152	590.560	650.099	-3008.844	868.143	544.910	0.000	0.000	0.000	-3010.936	570.715	560.932	0.000	0.000	0.000	-3098.845	885.745	452.305	-3019.371	881.793	446.489	-3158.298	953.458	446.518	0.000	0.000	0.000	-3080.890	540.165	420.175	-3009.265	552.450	437.065	0.000	0.000	0.000	0.000	0.000	0.000	-3066.078	762.024	136.693	0.000	0.000	0.000	-2843.166	809.020	63.111	-2815.844	614.460	64.161	-3091.886	848.716	120.570	0.000	0.000	0.000	-3055.858	566.490	128.727	-3041.404	654.467	130.624	-2957.678	855.123	79.671	0.000	0.000	0.000	0.000	0.000	0.000	-2928.418	564.261	83.810	0.000	0.000	0.000	-2955.272	639.976	106.949
0.000	0.000	0.000	-2928.633	873.021	1033.362	-2915.756	612.440	1026.071	-3145.149	729.593	1080.742	-2952.024	916.284	712.916	0.000	0.000	0.000	-2994.900	891.356	598.593	-2923.580	818.349	574.048	-2932.933	538.628	758.342	-2876.244	583.348	738.486	-2937.662	544.545	657.315	-2896.210	590.631	650.052	-3008.821	868.050	544.900	0.000	0.000	0.000	-3010.906	570.704	560.906	0.000	0.000	0.000	-3098.586	885.694	452.197	-3019.209	881.709	446.449	-3158.164	953.445	446.495	0.000	0.000	0.000	-3080.796	540.111	420.141	-3009.224	552.505	436.965	0.000	0.000	0.000	0.000	0.000	0.000	-3065.856	761.965	136.744	0.000	0.000	0.000	-2843.158	809.038	63.137	-2815.771	614.378	64.289	-3091.998	848.759	120.587	0.000	0.000	0.000	-3055.921	566.540	128.650	-3041.408	654.461	130.609	-2957.780	855.114	79.697	0.000	0.000	0.000	0.000	0.000	0.000	-2928.457	564.285	83.829	0.000	0.000	0.000	-2955.166	640.001	106.752
0.000	0.000	0.000	-2928.786	873.011	1033.432	-2915.974	612.506	1026.023	-3145.145	729.558	1080.780	-2952.094	916.335	712.974	0.000	0.000	0.000	-2995.041	891.353	598.684	-2923.662	818.207	574.159	-2932.821	538.613	758.308	-2876.555	583.420	738.462	-2937.477	544.597	657.303	-2896.383	590.727	650.210	-3008.941	868.077	545.020	0.000	0.000	0.000	-3011.041	570.733	560.939	0.000	0.000	0.000	-3098.496	885.654	452.220	-3019.115	881.696	446.472	-3158.056	953.460	446.530	0.000	0.000	0.000	-3080.788	540.136	420.142	-3009.241	552.509	436.882	0.000	0.000	0.000	0.000	0.000	0.000	-3065.788	761.966	136.763	0.000	0.000	0.000	-2843.215	809.029	63.163	-2816.005	614.458	64.356	-3091.871	848.686	120.523	0.000	0.000	0.000	-3055.983	566.497	128.646	-3041.438	654.430	130.610	-2957.756	855.119	79.711	0.000	0.000	0.000	0.000	0.000	0.000	-2928.511	564.212	83.885	0.000	0.000	0.000	-2955.164	639.940	106.807
0.000	0.000	0.000	-2928.838	872.888	1033.355	-2916.037	612.484	1026.022	-3145.167	729.479	1080.815	-2951.993	916.236	712.879	0.000	0.000	0.000	-2995.118	891.264	598.702	-2923.796	818.044	574.213	-2932.515	538.569	758.289	-2876.300	583.371	738.452	-2937.675	544.594	657.285	-2896.361	590.853	649.934	-3008.898	868.046	545.003	0.000	0.000	0.000	-3010.812	570.602	560.812	0.000	0.000	0.000	-3098.339	885.624	452.203	-3019.028	881.674	446.516	-3157.732	953.254	446.289	0.000	0.000	0.000	-3080.709	540.087	420.139	-3008.902	552.518	436.855	0.000	0.000	0.000	0.000	0.000	0.000	-3066.024	762.021	136.702	0.000	0.000	0.000	-2843.236	809.029	63.226	-2815.998	614.409	64.422	-3091.983	848.733	120.537	0.000	0.000	0.000	-3055.915	566.395	128.666	-3041.464	654.445	130.573	-2957.769	855.107	79.765	0.000	0.000	0.000	0.000	0.000	0.000	-2928.500	564.290	83.882	0.000	0.000	0.000	-2955.379	639.900	106.987
0.000	0.000	0.000	-2928.694	872.756	1033.221	-2915.977	612.485	1025.936	-3145.206	729.416	1080.882	-2952.034	916.262	712.928	0.000	0.000	0.000	-2995.226	891.229	598.741	-2924.083	817.925	574.204	-2932.465	538.547	758.272	-2875.981	583.525	738.206	-2937.362	544.720	657.145	-2896.260	590.903	649.948	-3008.884	867.990	545.028	0.000	0.000	0.000	-3010.844	570.689	560.798	0.000	0.000	0.000	-3098.193	885.609	452.255	-3018.850	881.603	446.476	-3157.547	953.215	446.261	0.000	0.000	0.000	-3080.678	540.085	420.111	-3008.744	552.455	436.746	0.000	0.000	0.000	0.000	0.000	0.000	-3065.895	762.015	136.733	0.000	0.000	0.000	-2843.211	809.001	63.246	-2816.068	614.448	64.486	-3092.067	848.720	120.588	0.000	0.000	0.000	-3055.951	566.399	128.670	-3041.505	654.427	130.557	-2957.785	855.123	79.752	0.000	0.000	0.000	0.000	0.000	0.000	-2928.445	564.308	83.870	0.000	0.000	0.000	-2955.422	640.000	107.021
0.000	0.000	0.000	-2929.982	873.395	1033.913	-2915.960	612.506	1025.929	-3145.243	729.361	1080.953	-2951.934	916.207	712.873	0.000	0.000	0.000	-2995.209	891.137	598.733	-2924.200	817.693	574.294	-2932.455	538.560	758.146	-2876.139	583.500	738.376	-2937.377	544.666	657.162	-2896.224	590.979	649.903	-3008.854	867.928	545.059	0.000	0.000	0.000	-3010.717	570.615	560.789	0.000	0.000	0.000	-3096.834	885.477	451.139	-3018.640	881.529	446.439	-3157.349	953.152	446.221	0.000	0.000	0.000	-3080.572	540.011	420.101	-3008.632	552.478	436.485	0.000	0.000	0.000	0.000	0.000	0.000	-3065.957	762.058	136.696	0.000	0.000	0.000	-2843.203	808.983	63.290	-2816.140	614.415	64.530	-3092.060	848.770	120.638	0.000	0.000	0.000	-3056.003	566.464	128.594	-3041.564	654.404	130.580	-2957.747	855.102	79.776	0.000	0.000	0.000	0.000	0.000	0.000	-2928.497	564.268	83.951	0.000	0.000	0.000	-2955.662	639.960	107.054
0.000	0.000	0.000	-2928.970	872.643	1033.267	-2915.910	612.413	1025.873	-3145.286	729.261	1081.037	-2951.875	916.177	712.867	0.000	0.000	0.000	-2995.220	891.021	598.762	-2924.392	817.493	574.315	-2932.293	538.598	758.054	-2876.392	583.710	738.123	-2937.231	544.717	657.001	-2896.224	591.040	649.902	-3008.778	867.910	545.108	0.000	0.000	0.000	-3010.721	570.633	560.714	0.000	0.000	0.000	-3096.468	885.409	451.059	-3018.960	881.674	447.083	-3157.087	953.061	446.177	0.000	0.000	0.000	-3080.520	539.992	420.099	-3008.414	552.507	436.467	0.000	0.000	0.000	0.000	0.000	0.000	-3065.678	761.956	136.683	0.000	0.000	0.000	-2843.238	808.996	63.363	-2816.260	614.430	64.571	-3091.958	848.717	120.555	0.000	0.000	0.000	-3056.041	566.497	128.546	-3041.548	654.383	130.492	-2957.756	855.102	79.822	0.000	0.000	0.000	0.000	0.000	0.000	-2928.423	564.295	83.908	0.000	0.000	0.000	-2955.403	639.954	106.757
0.000	0.000	0.000	-2930.071	873.162	1033.900	-2915.918	612.439	1025.834	-3145.285	729.142	1081.081	-2951.766	916.169	712.812	0.000	0.000	0.000	-2995.191	890.907	598.787	-2924.073	817.054	574.705	-2932.069	538.599	758.062	-2876.040	583.562	738.389	-2937.165	544.712	657.020	-2896.061	591.079	649.900	-3008.584	867.800	545.056	0.000	0.000	0.000	-3010.637	570.546	560.697	0.000	0.000	0.000	-3096.251	885.379	451.059	-3018.695	881.600	447.044	-3156.774	953.014	446.084	0.000	0.000	0.000	-3080.406	539.965	420.086	-3008.461	552.543	436.301	0.000	0.000	0.000	0.000	0.000	0.000	-3065.845	762.012	136.741	0.000	0.000	0.000	-2843.257	808.985	63.430	-2816.107	614.399	64.707	-3092.036	848.749	120.658	0.000	0.000	0.000	-3056.107	566.475	128.317	-3041.570	654.377	130.490	-2957.786	855.137	79.965	0.000	0.000	0.000	0.000	0.000	0.000	-2928.422	564.253	83.972	0.000	0.000	0.000	-2955.475	639.879	106.996
0.000	0.000	0.000	-2930.128	873.105	1033.901	-2915.861	612.387	1025.852	-3145.305	729.063	1081.137	-2951.719	916.199	712.881	0.000	0.000	0.000	-2995.098	890.740	598.762	-2923.935	816.708	574.791	-2932.026	538.667	757.926	-2876.053	583.736	738.292	-2936.874	544.753	657.008	-2895.985	591.197	649.881	-3008.118	867.613	544.732	0.000	0.000	0.000	-3010.771	570.568	560.678	0.000	0.000	0.000	-3095.910	885.326	450.962	-3018.344	881.470	446.927	-3156.329	952.796	445.819	0.000	0.000	0.000	-3080.109	539.732	419.839	-3008.143	552.529	436.252	0.000	0.000	0.000	0.000	0.000	0.000	-3065.738	761.941	136.799	0.000	0.000	0.000	-2843.219	808.954	63.428	-2816.181	614.378	64.873	-3091.974	848.733	120.610	0.000	0.000	0.000	-3055.927	566.369	128.437	-3041.635	654.396	130.514	-2957.827	855.114	79.981	0.000	0.000	0.000	0.000	0.000	0.000	-2928.392	564.315	83.988	0.000	0.000	0.000	-2955.503	639.883	107.072
